"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SANTIAGO DE CHUCO (000)",49440,11966,7762,1096,29147
"Hombres (001)",25317,5597,4837,881,14503
"Mujeres (002)",24123,6369,2925,215,14644
"PEA (003)",16469,1080,4127,858,10916
"Hombres (004)",13569,812,3465,783,9002
"Mujeres (005)",2900,268,662,75,1914
"Ocupada (006)",15421,1003,4061,847,10022
"Hombres (007)",12687,747,3409,772,8252
"Mujeres (008)",2734,256,652,75,1770
"Desocupada (009)",1048,77,66,11,894
"Hombres (010)",882,65,56,11,750
"Mujeres (011)",166,12,10,,144
"No PEA (012)",32971,10886,3635,238,18231
"Hombres (013)",11748,4785,1372,98,5501
"Mujeres (014)",21223,6101,2263,140,12730
,,,,,
"URBANA (018)",17252,2832,4981,376,9089
"Hombres (019)",8220,1273,2552,230,4184
"Mujeres (020)",9032,1559,2429,146,4905
"PEA (021)",5799,355,1975,205,3277
"Hombres (022)",4105,228,1456,160,2273
"Mujeres (023)",1694,127,519,45,1004
"Ocupada (024)",5261,314,1925,195,2840
"Hombres (025)",3651,193,1413,150,1907
"Mujeres (026)",1610,121,512,45,933
"Desocupada (027)",538,41,50,10,437
"Hombres (028)",454,35,43,10,366
"Mujeres (029)",84,6,7,,71
"No PEA (030)",11453,2477,3006,171,5812
"Hombres (031)",4115,1045,1096,70,1911
"Mujeres (032)",7338,1432,1910,101,3901
,,,,,
"RURAL (036)",32188,9134,2781,720,20058
"Hombres (037)",17097,4324,2285,651,10319
"Mujeres (038)",15091,4810,496,69,9739
"PEA (039)",10670,725,2152,653,7639
"Hombres (040)",9464,584,2009,623,6729
"Mujeres (041)",1206,141,143,30,910
"Ocupada (042)",10160,689,2136,652,7182
"Hombres (043)",9036,554,1996,622,6345
"Mujeres (044)",1124,135,140,30,837
"Desocupada (045)",510,36,16,1,457
"Hombres (046)",428,30,13,1,384
"Mujeres (047)",82,6,3,,73
"No PEA (048)",21518,8409,629,67,12419
"Hombres (049)",7633,3740,276,28,3590
"Mujeres (050)",13885,4669,353,39,8829
