"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia ACOMAYO",,,,,,,,
"Viviendas particulares (001)",7409,6905,334,8,17,133,7,5
"Ocupantes presentes (002)",27217,25321,1287,36,54,472,28,19
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",7168,6674,329,8,16,129,7,5
"Ocupantes presentes (005)",26430,24568,1271,36,48,460,28,19
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",5,,3,,,2,,
"Ocupantes presentes (011)",20,,14,,,6,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",16,13,1,,,2,,
"Ocupantes presentes (014)",62,55,1,,,6,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",215,214,1,,,,,
"Ocupantes presentes (017)",694,693,1,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,
"Ocupantes presentes (020)",1,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",4,3,,,1,,,
"Ocupantes presentes (023)",10,4,,,6,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",4021,3599,266,7,15,122,7,5
"Ocupantes presentes (029)",14352,12789,995,35,51,435,28,19
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",3995,3582,262,7,14,118,7,5
"Ocupantes presentes (032)",14259,12729,980,35,45,423,28,19
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",5,,3,,,2,,
"Ocupantes presentes (038)",20,,14,,,6,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",16,13,1,,,2,,
"Ocupantes presentes (041)",62,55,1,,,6,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,
"Ocupantes presentes (047)",1,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",4,3,,,1,,,
"Ocupantes presentes (050)",10,4,,,6,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",3388,3306,68,1,2,11,,
"Ocupantes presentes (056)",12865,12532,292,1,3,37,,
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",3173,3092,67,1,2,11,,
"Ocupantes presentes (059)",12171,11839,291,1,3,37,,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",215,214,1,,,,,
"Ocupantes presentes (071)",694,693,1,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
