"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia OCROS (000)",3528,46,981,1073,1036,392
"Empleado (001)",404,3,118,183,86,14
"Obrero (002)",862,11,330,248,202,71
"Trabajador independiente (003)",1821,4,355,553,652,257
"Empleador o patrono (004)",36,,2,8,20,6
"Trabajador familiar no remunerado (005)",381,26,167,74,71,43
"Trabajador del hogar (006)",24,2,9,7,5,1
"Hombres (008)",2606,31,731,752,782,310
"Empleado (009)",224,2,54,102,56,10
"Obrero (010)",735,8,291,211,168,57
"Trabajador independiente (011)",1382,4,266,395,504,213
"Empleador o patrono (012)",31,,1,7,18,5
"Trabajador familiar no remunerado (013)",229,16,117,36,36,24
"Trabajador del hogar (014)",5,1,2,1,,1
"Mujeres (016)",922,15,250,321,254,82
"Empleado (017)",180,1,64,81,30,4
"Obrero (018)",127,3,39,37,34,14
"Trabajador independiente (019)",439,,89,158,148,44
"Empleador o patrono (020)",5,,1,1,2,1
"Trabajador familiar no remunerado (021)",152,10,50,38,35,19
"Trabajador del hogar (022)",19,1,7,6,5,
,,,,,,
"URBANA (024)",2130,25,555,666,648,236
"Empleado (025)",348,3,103,158,72,12
"Obrero (026)",454,4,157,128,120,45
"Trabajador independiente (027)",1086,4,207,334,395,146
"Empleador o patrono (028)",23,,1,5,13,4
"Trabajador familiar no remunerado (029)",204,12,81,38,45,28
"Trabajador del hogar (030)",15,2,6,3,3,1
"Hombres (032)",1508,18,391,444,477,178
"Empleado (033)",194,2,51,83,48,10
"Obrero (034)",392,2,143,109,103,35
"Trabajador independiente (035)",782,4,142,230,292,114
"Empleador o patrono (036)",19,,,5,11,3
"Trabajador familiar no remunerado (037)",117,9,53,17,23,15
"Trabajador del hogar (038)",4,1,2,,,1
"Mujeres (040)",622,7,164,222,171,58
"Empleado (041)",154,1,52,75,24,2
"Obrero (042)",62,2,14,19,17,10
"Trabajador independiente (043)",304,,65,104,103,32
"Empleador o patrono (044)",4,,1,,2,1
"Trabajador familiar no remunerado (045)",87,3,28,21,22,13
"Trabajador del hogar (046)",11,1,4,3,3,
,,,,,,
"RURAL (048)",1398,21,426,407,388,156
"Empleado (049)",56,,15,25,14,2
"Obrero (050)",408,7,173,120,82,26
"Trabajador independiente (051)",735,,148,219,257,111
"Empleador o patrono (052)",13,,1,3,7,2
"Trabajador familiar no remunerado (053)",177,14,86,36,26,15
"Trabajador del hogar (054)",9,,3,4,2,
"Hombres (056)",1098,13,340,308,305,132
"Empleado (057)",30,,3,19,8,
"Obrero (058)",343,6,148,102,65,22
"Trabajador independiente (059)",600,,124,165,212,99
"Empleador o patrono (060)",12,,1,2,7,2
"Trabajador familiar no remunerado (061)",112,7,64,19,13,9
"Trabajador del hogar (062)",1,,,1,,
"Mujeres (064)",300,8,86,99,83,24
"Empleado (065)",26,,12,6,6,2
"Obrero (066)",65,1,25,18,17,4
"Trabajador independiente (067)",135,,24,54,45,12
"Empleador o patrono (068)",1,,,1,,
"Trabajador familiar no remunerado (069)",65,7,22,17,13,6
"Trabajador del hogar (070)",8,,3,3,2,
