"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia CARAVELI (000)",14875,2012,3801,3433,5629
"Asiste actualmente (001)",8840,1091,3696,3134,919
"No asiste (002)",6035,921,105,299,4710
"Hombres (004)",8096,1026,1998,1762,3310
"Asiste actualmente (005)",4563,551,1941,1594,477
"No asiste (006)",3533,475,57,168,2833
"Mujeres (008)",6779,986,1803,1671,2319
"Asiste actualmente (009)",4277,540,1755,1540,442
"No asiste (010)",2502,446,48,131,1877
,,,,,
"URBANA (012)",9652,1360,2717,2571,3004
"Asiste actualmente (013)",6558,832,2658,2403,665
"No asiste (014)",3094,528,59,168,2339
"Hombres (016)",4968,691,1440,1294,1543
"Asiste actualmente (017)",3351,427,1407,1201,316
"No asiste (018)",1617,264,33,93,1227
"Mujeres (020)",4684,669,1277,1277,1461
"Asiste actualmente (021)",3207,405,1251,1202,349
"No asiste (022)",1477,264,26,75,1112
,,,,,
"RURAL (024)",5223,652,1084,862,2625
"Asiste actualmente (025)",2282,259,1038,731,254
"No asiste (026)",2941,393,46,131,2371
"Hombres (028)",3128,335,558,468,1767
"Asiste actualmente (029)",1212,124,534,393,161
"No asiste (030)",1916,211,24,75,1606
"Mujeres (032)",2095,317,526,394,858
"Asiste actualmente (033)",1070,135,504,338,93
"No asiste (034)",1025,182,22,56,765
