"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ILO (000)",24911,46724,44083,,889,94.3,1.9
"De 12 a 14 años (001)",1769,20,19,,1,95,5
"De 15 a 19 años (002)",2659,307,304,79,99,25.7,
"De 20 a 24 años (003)",2744,1572,1544,230,98.2,14.6,
"De 25 a 29 años (004)",3023,3183,3124,226,98.1,7.1,
"De 30 a 34 años (005)",2864,4570,4494,194,98.3,4.2,
"De 35 a 39 años (006)",2672,5553,5397,118,97.2,2.1,
"De 40 a 44 años (007)",2167,5199,4996,36,96.1,0.7,
"De 45 a 49 años (008)",1857,5151,4931,5,95.7,0.1,
"De 50 y más años (009)",5156,21169,19274,,91,,
"PEA (010)",10334,18836,17977,243,95.4,1.3,
"De 12 a 14 años (011)",53,5,5,,100,,
"De 15 a 19 años (012)",507,90,90,11,100,12.2,
"De 20 a 24 años (013)",1199,534,524,46,98.1,8.6,
"De 25 a 29 años (014)",1575,1287,1256,53,97.6,4.1,
"De 30 a 34 años (015)",1521,2153,2116,65,98.3,3,
"De 35 a 39 años (016)",1543,2990,2914,52,97.5,1.7,
"De 40 a 44 años (017)",1228,2765,2662,14,96.3,0.5,
"De 45 a 49 años (018)",977,2564,2481,2,96.8,0.1,
"De 50 y más años (019)",1731,6448,5929,,92,,
"Ocupada (020)",9665,17975,17162,220,95.5,1.2,
"De 12 a 14 años (021)",52,5,5,,100,,
"De 15 a 19 años (022)",454,81,81,8,100,9.9,
"De 20 a 24 años (023)",1025,460,450,36,97.8,7.8,
"De 25 a 29 años (024)",1428,1180,1151,48,97.5,4.1,
"De 30 a 34 años (025)",1430,2027,1995,63,98.4,3.1,
"De 35 a 39 años (026)",1478,2867,2794,49,97.5,1.7,
"De 40 a 44 años (027)",1172,2614,2516,14,96.3,0.5,
"De 45 a 49 años (028)",947,2494,2414,2,96.8,0.1,
"De 50 y más años (029)",1679,6247,5756,,92.1,,
"Desocupada (030)",669,861,815,23,94.7,2.7,
"De 12 a 14 años (031)",1,,,,,,
"De 15 a 19 años (032)",53,9,9,3,100,33.3,
"De 20 a 24 años (033)",174,74,74,10,100,13.5,
"De 25 a 29 años (034)",147,107,105,5,98.1,4.7,
"De 30 a 34 años (035)",91,126,121,2,96,1.6,
"De 35 a 39 años (036)",65,123,120,3,97.6,2.4,
