"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia TARATA (000)",2788,405,704,678,1001
"Asiste actualmente (001)",1823,217,666,613,327
"No asiste (002)",965,188,38,65,674
"Hombres (004)",1445,206,361,372,506
"Asiste actualmente (005)",946,105,344,340,157
"No asiste (006)",499,101,17,32,349
"Mujeres (008)",1343,199,343,306,495
"Asiste actualmente (009)",877,112,322,273,170
"No asiste (010)",466,87,21,33,325
,,,,,
"URBANA (012)",2181,306,553,543,779
"Asiste actualmente (013)",1484,158,529,507,290
"No asiste (014)",697,148,24,36,489
"Hombres (016)",1128,154,279,298,397
"Asiste actualmente (017)",765,75,271,279,140
"No asiste (018)",363,79,8,19,257
"Mujeres (020)",1053,152,274,245,382
"Asiste actualmente (021)",719,83,258,228,150
"No asiste (022)",334,69,16,17,232
,,,,,
"RURAL (024)",607,99,151,135,222
"Asiste actualmente (025)",339,59,137,106,37
"No asiste (026)",268,40,14,29,185
"Hombres (028)",317,52,82,74,109
"Asiste actualmente (029)",181,30,73,61,17
"No asiste (030)",136,22,9,13,92
"Mujeres (032)",290,47,69,61,113
"Asiste actualmente (033)",158,29,64,45,20
"No asiste (034)",132,18,5,16,93
