"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia YAUYOS (000)",273,103,170
"Sin nivel (001)",4,1,3
"Primaria (003)",47,13,34
"Secundaria (004)",140,60,80
"Superior no univ. incompleta (005)",23,8,15
"Superior no univ. completa (006)",29,13,16
"Superior univ. incompleta (007)",5,2,3
"Superior univ. completa (008)",25,6,19
"De 14 a 29 años (010)",140,79,61
"Sin nivel (011)",1,,1
"Primaria (013)",11,8,3
"Secundaria (014)",80,48,32
"Superior no univ. incompleta (015)",14,7,7
"Superior no univ. completa (016)",19,10,9
"Superior univ. incompleta (017)",1,,1
"Superior univ. completa (018)",14,6,8
"De 30 a 44 años (020)",84,19,65
"Sin nivel (021)",2,,2
"Primaria (023)",15,4,11
"Secundaria (024)",37,9,28
"Superior no univ. incompleta (025)",8,1,7
"Superior no univ. completa (026)",9,3,6
"Superior univ. incompleta (027)",4,2,2
"Superior univ. completa (028)",9,,9
"De 45 a 64 años (030)",36,5,31
"Sin nivel (031)",1,1,
"Primaria (033)",11,1,10
"Secundaria (034)",21,3,18
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",1,,1
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",13,,13
"Primaria (043)",10,,10
"Secundaria (044)",2,,2
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",184,58,126
"Sin nivel (051)",4,1,3
"Primaria (053)",29,5,24
"Secundaria (054)",86,31,55
"Superior no univ. incompleta (055)",15,4,11
"Superior no univ. completa (056)",26,12,14
"Superior univ. incompleta (057)",4,1,3
"Superior univ. completa (058)",20,4,16
"De 14 a 29 años (060)",93,44,49
"Sin nivel (061)",1,,1
"Primaria (063)",3,2,1
"Secundaria (064)",53,26,27
"Superior no univ. incompleta (065)",7,3,4
"Superior no univ. completa (066)",17,9,8
"Superior univ. incompleta (067)",1,,1
"Superior univ. completa (068)",11,4,7
"De 30 a 44 años (070)",56,13,43
"Sin nivel (071)",2,,2
"Primaria (073)",9,3,6
"Secundaria (074)",20,5,15
"Superior no univ. incompleta (075)",7,1,6
"Superior no univ. completa (076)",8,3,5
"Superior univ. incompleta (077)",3,1,2
"Superior univ. completa (078)",7,,7
"De 45 a 64 años (080)",22,1,21
"Sin nivel (081)",1,1,
"Primaria (083)",7,,7
"Secundaria (084)",11,,11
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",1,,1
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",13,,13
"Primaria (093)",10,,10
"Secundaria (094)",2,,2
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",89,45,44
"Primaria (103)",18,8,10
"Secundaria (104)",54,29,25
"Superior no univ. incompleta (105)",8,4,4
"Superior no univ. completa (106)",3,1,2
"Superior univ. incompleta (107)",1,1,
"Superior univ. completa (108)",5,2,3
"De 14 a 29 años (110)",47,35,12
"Primaria (113)",8,6,2
"Secundaria (114)",27,22,5
"Superior no univ. incompleta (115)",7,4,3
"Superior no univ. completa (116)",2,1,1
"Superior univ. completa (118)",3,2,1
"De 30 a 44 años (120)",28,6,22
"Primaria (123)",6,1,5
"Secundaria (124)",17,4,13
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",1,,1
"Superior univ. incompleta (127)",1,1,
"Superior univ. completa (128)",2,,2
"De 45 a 64 años (130)",14,4,10
"Primaria (133)",4,1,3
"Secundaria (134)",10,3,7
