"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CONDESUYOS (000)",17949,783,3608,3133,3173,2692,1837,1160,1563
"Quechua (001)",4734,152,728,708,862,745,599,400,540
"Aymara (002)",79,,6,10,16,25,11,8,3
"Ashaninca (003)",3,1,,,1,,,1,
"Otra lengua nativa (004)",8,1,1,4,1,,1,,
"Castellano (005)",13107,627,2868,2405,2292,1921,1224,751,1019
"Es sordomudo/a (007)",18,2,5,6,1,1,2,,1
"Hombres (009)",9985,378,1799,1773,2036,1618,1060,621,700
"Quechua (010)",2639,76,362,392,591,481,335,197,205
"Aymara (011)",50,,2,7,11,16,6,6,2
"Ashaninca (012)",2,1,,,,,,1,
"Otra lengua nativa (013)",4,1,1,,1,,1,,
"Castellano (014)",7278,299,1430,1371,1432,1120,717,417,492
"Es sordomudo/a (016)",12,1,4,3,1,1,1,,1
"Mujeres (018)",7964,405,1809,1360,1137,1074,777,539,863
"Quechua (019)",2095,76,366,316,271,264,264,203,335
"Aymara (020)",29,,4,3,5,9,5,2,1
"Ashaninca (021)",1,,,,1,,,,
"Otra lengua nativa (022)",4,,,4,,,,,
"Castellano (023)",5829,328,1438,1034,860,801,507,334,527
"Es sordomudo/a (025)",6,1,1,3,,,1,,
,,,,,,,,,
"URBANA (027)",7347,285,1679,1346,1066,1104,828,459,580
"Quechua (028)",1085,28,141,161,180,194,181,82,118
"Aymara (029)",39,,3,5,10,9,5,5,2
"Otra lengua nativa (031)",7,,1,4,1,,1,,
"Castellano (032)",6209,256,1530,1175,875,901,641,372,459
"Es sordomudo/a (034)",7,1,4,1,,,,,1
"Hombres (036)",3752,143,840,709,547,556,463,255,239
"Quechua (037)",545,16,69,80,96,100,98,49,37
"Aymara (038)",22,,1,3,6,4,2,4,2
"Otra lengua nativa (040)",3,,1,,1,,1,,
"Castellano (041)",3176,126,766,625,444,452,362,202,199
"Es sordomudo/a (043)",6,1,3,1,,,,,1
"Mujeres (045)",3595,142,839,637,519,548,365,204,341
"Quechua (046)",540,12,72,81,84,94,83,33,81
"Aymara (047)",17,,2,2,4,5,3,1,
"Otra lengua nativa (049)",4,,,4,,,,,
"Castellano (050)",3033,130,764,550,431,449,279,170,260
"Es sordomudo/a (052)",1,,1,,,,,,
,,,,,,,,,
"RURAL (054)",10602,498,1929,1787,2107,1588,1009,701,983
"Quechua (055)",3649,124,587,547,682,551,418,318,422
"Aymara (056)",40,,3,5,6,16,6,3,1
"Ashaninca (057)",3,1,,,1,,,1,
"Otra lengua nativa (058)",1,1,,,,,,,
"Castellano (059)",6898,371,1338,1230,1417,1020,583,379,560
"Es sordomudo/a (061)",11,1,1,5,1,1,2,,
"Hombres (063)",6233,235,959,1064,1489,1062,597,366,461
"Quechua (064)",2094,60,293,312,495,381,237,148,168
"Aymara (065)",28,,1,4,5,12,4,2,
"Ashaninca (066)",2,1,,,,,,1,
"Otra lengua nativa (067)",1,1,,,,,,,
"Castellano (068)",4102,173,664,746,988,668,355,215,293
"Es sordomudo/a (070)",6,,1,2,1,1,1,,
"Mujeres (072)",4369,263,970,723,618,526,412,335,522
"Quechua (073)",1555,64,294,235,187,170,181,170,254
"Aymara (074)",12,,2,1,1,4,2,1,1
"Ashaninca (075)",1,,,,1,,,,
"Castellano (077)",2796,198,674,484,429,352,228,164,267
"Es sordomudo/a (079)",5,1,,3,,,1,,
