"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia POMABAMBA (000)",26007,7545,1079,9919,4728,674,1180,320,562
"Quechua (001)",22061,7039,900,8855,3705,423,714,184,241
"Aymara (002)",16,7,2,2,4,,,,1
"Ashaninca (003)",1,,,,1,,,,
"Otra lengua nativa (004)",1,,,1,,,,,
"Castellano (005)",3875,452,175,1060,1018,251,466,136,317
"Idioma extranjero (006)",2,,,,,,,,2
"Es sordomudo/a (007)",51,47,2,1,,,,,1
"Hombres (009)",12539,2556,532,5215,2670,379,657,186,344
"Quechua (010)",10556,2303,442,4702,2149,254,426,118,162
"Aymara (011)",4,1,1,,1,,,,1
"Ashaninca (012)",1,,,,1,,,,
"Castellano (014)",1951,227,88,513,519,125,231,68,180
"Idioma extranjero (015)",1,,,,,,,,1
"Es sordomudo/a (016)",26,25,1,,,,,,
"Mujeres (018)",13468,4989,547,4704,2058,295,523,134,218
"Quechua (019)",11505,4736,458,4153,1556,169,288,66,79
"Aymara (020)",12,6,1,2,3,,,,
"Otra lengua nativa (022)",1,,,1,,,,,
"Castellano (023)",1924,225,87,547,499,126,235,68,137
"Idioma extranjero (024)",1,,,,,,,,1
"Es sordomudo/a (025)",25,22,1,1,,,,,1
,,,,,,,,,
"URBANA (027)",5763,741,183,1563,1471,378,788,199,440
"Quechua (028)",3088,501,72,899,778,186,423,86,143
"Aymara (029)",6,,,1,4,,,,1
"Otra lengua nativa (031)",1,,,1,,,,,
"Castellano (032)",2657,232,111,662,689,192,365,113,293
"Idioma extranjero (033)",2,,,,,,,,2
"Es sordomudo/a (034)",9,8,,,,,,,1
"Hombres (036)",2799,242,86,735,759,199,413,107,258
"Quechua (037)",1470,127,32,416,410,107,237,52,89
"Aymara (038)",2,,,,1,,,,1
"Castellano (041)",1321,110,54,319,348,92,176,55,167
"Idioma extranjero (042)",1,,,,,,,,1
"Es sordomudo/a (043)",5,5,,,,,,,
"Mujeres (045)",2964,499,97,828,712,179,375,92,182
"Quechua (046)",1618,374,40,483,368,79,186,34,54
"Aymara (047)",4,,,1,3,,,,
"Otra lengua nativa (049)",1,,,1,,,,,
"Castellano (050)",1336,122,57,343,341,100,189,58,126
"Idioma extranjero (051)",1,,,,,,,,1
"Es sordomudo/a (052)",4,3,,,,,,,1
,,,,,,,,,
"RURAL (054)",20244,6804,896,8356,3257,296,392,121,122
"Quechua (055)",18973,6538,828,7956,2927,237,291,98,98
"Aymara (056)",10,7,2,1,,,,,
"Ashaninca (057)",1,,,,1,,,,
"Castellano (059)",1218,220,64,398,329,59,101,23,24
"Es sordomudo/a (061)",42,39,2,1,,,,,
"Hombres (063)",9740,2314,446,4480,1911,180,244,79,86
"Quechua (064)",9086,2176,410,4286,1739,147,189,66,73
"Aymara (065)",2,1,1,,,,,,
"Ashaninca (066)",1,,,,1,,,,
"Castellano (068)",630,117,34,194,171,33,55,13,13
"Es sordomudo/a (070)",21,20,1,,,,,,
"Mujeres (072)",10504,4490,450,3876,1346,116,148,42,36
"Quechua (073)",9887,4362,418,3670,1188,90,102,32,25
"Aymara (074)",8,6,1,1,,,,,
"Castellano (077)",588,103,30,204,158,26,46,10,11
"Es sordomudo/a (079)",21,19,1,1,,,,,
