"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia AREQUIPA (000)",244803,225535,1097,57396,65502,42672,38089,14454,4966,1359,19268,631134
"De 12 a 14 años (001)",190,92,11,74,7,,,,,,98,88
"De 15 a 19 años (002)",2887,2514,64,2210,179,39,22,,,,373,2773
"De 20 a 24 años (003)",19305,13236,132,9970,2650,376,74,34,,,6069,16926
"De 25 a 29 años (004)",28626,23038,132,12579,7822,1988,472,36,9,,5588,36460
"De 30 a 34 años (005)",31714,29012,128,10298,11980,4746,1695,142,17,6,2702,56743
"De 35 a 39 años (006)",30530,29225,104,6700,11973,6600,3368,414,56,10,1305,67961
"De 40 a 44 años (007)",27687,26782,97,4324,9712,6980,4547,915,172,35,905,71890
"De 45 a 49 años (008)",23528,22925,83,3185,7185,5853,4921,1324,306,68,603,68062
"De 50 y más años (009)",80336,78711,346,8056,13994,16090,22990,11589,4406,1240,1625,310231
"PEA (010)",111976,100726,505,30251,31758,18617,13876,4216,1242,261,11250,249797
"De 12 a 14 años (011)",22,17,2,13,2,,,,,,5,17
"De 15 a 19 años (012)",831,730,17,634,58,16,5,,,,101,818
"De 20 a 24 años (013)",8261,5256,62,4075,934,137,32,16,,,3005,6592
"De 25 a 29 años (014)",14562,10790,84,6542,3177,768,195,16,8,,3772,16182
"De 30 a 34 años (015)",17075,15090,70,6300,5800,2091,755,62,9,3,1985,27843
"De 35 a 39 años (016)",17434,16498,67,4461,6611,3388,1735,198,33,5,936,36814
"De 40 a 44 años (017)",16205,15615,64,2988,5741,3836,2410,472,89,15,590,40231
"De 45 a 49 años (018)",13512,13130,46,2156,4224,3240,2605,682,147,30,382,37477
