"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN MARTIN (000)",68718,1553,23986,24642,15900,2637
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",156,,12,83,57,4
"Profes., científicos e intelectuales (002)",5960,,1263,3043,1599,55
"Técnicos de nivel medio y trab.asimilados (003)",3826,2,1511,1441,806,66
"Jefes y empleados de oficina (004)",3703,,1583,1347,751,22
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",10737,153,3646,3977,2568,393
"Agricult.trabaj. calif. agrop. y pesqueros (006)",10850,98,2605,3503,3508,1136
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",4758,68,1724,1711,1109,146
"Obreros construc., conf., papel, fab., instr. (008)",8056,27,2898,3272,1741,118
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",16198,1128,6810,4768,2947,545
"Otra (010)",572,,146,323,103,
"Ocupación no especificada (011)",1913,23,755,621,413,101
"Desocupado (012)",1989,54,1033,553,298,51
"Hombres (013)",45234,1007,15605,15809,10905,1908
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",116,,3,65,44,4
"Profes., científicos e intelectuales (015)",3265,,637,1549,1035,44
"Técnicos de nivel medio y trab.asimilados (016)",2403,1,918,911,527,46
"Jefes y empleados de oficina (017)",1785,,638,684,443,20
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",4708,79,1689,1595,1143,202
"Agricult.trabaj. calif. agrop. y pesqueros (019)",9711,82,2283,3205,3141,1000
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",3841,62,1506,1321,839,113
"Obreros construc., conf., papel, fab., instr. (021)",7863,23,2825,3197,1703,115
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",8696,710,3934,2286,1480,286
"Otra (023)",556,,135,318,103,
"Ocupación no especificada (024)",964,14,391,312,210,37
"Desocupado (025)",1326,36,646,366,237,41
"Mujeres (026)",23484,546,8381,8833,4995,729
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",40,,9,18,13,
"Profes., científicos e intelectuales (028)",2695,,626,1494,564,11
"Técnicos de nivel medio y trab.asimilados (029)",1423,1,593,530,279,20
"Jefes y empleados de oficina (030)",1918,,945,663,308,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",6029,74,1957,2382,1425,191
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1139,16,322,298,367,136
