"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia UTCUBAMBA (000)",53875,43539,10336
"De 3 a 5 años (001)",7512,408,7104
"De 6 a 11 años (002)",16939,14552,2387
"De 12 a 16 años (003)",13650,13389,261
"De 17 a 24 años (004)",15774,15190,584
"Hombres (005)",27927,22645,5282
"De 3 a 5 años (006)",3854,199,3655
"De 6 a 11 años (007)",8570,7316,1254
"De 12 a 16 años (008)",7100,6967,133
"De 17 a 24 años (009)",8403,8163,240
"Mujeres (010)",25948,20894,5054
"De 3 a 5 años (011)",3658,209,3449
"De 6 a 11 años (012)",8369,7236,1133
"De 12 a 16 años (013)",6550,6422,128
"De 17 a 24 años (014)",7371,7027,344
,,,
"URBANA (015)",22334,18920,3414
"De 3 a 5 años (016)",2905,260,2645
"De 6 a 11 años (017)",6413,5861,552
"De 12 a 16 años (018)",5809,5735,74
"De 17 a 24 años (019)",7207,7064,143
"Hombres (020)",11543,9745,1798
"De 3 a 5 años (021)",1536,125,1411
"De 6 a 11 años (022)",3226,2932,294
"De 12 a 16 años (023)",2965,2932,33
"De 17 a 24 años (024)",3816,3756,60
"Mujeres (025)",10791,9175,1616
"De 3 a 5 años (026)",1369,135,1234
"De 6 a 11 años (027)",3187,2929,258
"De 12 a 16 años (028)",2844,2803,41
"De 17 a 24 años (029)",3391,3308,83
,,,
"RURAL (030)",31541,24619,6922
"De 3 a 5 años (031)",4607,148,4459
"De 6 a 11 años (032)",10526,8691,1835
"De 12 a 16 años (033)",7841,7654,187
"De 17 a 24 años (034)",8567,8126,441
"Hombres (035)",16384,12900,3484
"De 3 a 5 años (036)",2318,74,2244
"De 6 a 11 años (037)",5344,4384,960
"De 12 a 16 años (038)",4135,4035,100
"De 17 a 24 años (039)",4587,4407,180
"Mujeres (040)",15157,11719,3438
"De 3 a 5 años (041)",2289,74,2215
"De 6 a 11 años (042)",5182,4307,875
"De 12 a 16 años (043)",3706,3619,87
"De 17 a 24 años (044)",3980,3719,261
