"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia CARHUAZ",,,,,,,,,
"Viviendas particulares (001)",11012,850,10084,10,6,6,41,5,10
"Ocupantes presentes (002)",43772,3385,40105,34,20,26,136,33,33
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",10942,841,10034,8,6,5,35,5,8
"Ocupantes presentes (005)",43535,3357,39941,25,20,21,112,33,26
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6,6,,,,,,,
"Ocupantes presentes (008)",20,20,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",8,,8,,,,,,
"Ocupantes presentes (011)",16,,16,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",12,2,10,,,,,,
"Ocupantes presentes (014)",39,6,33,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",38,,29,1,,1,6,,1
"Ocupantes presentes (017)",139,,104,5,,5,24,,1
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,,,1,,,,,1
"Ocupantes presentes (020)",10,,,4,,,,,6
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,1,3,,,,,,
"Ocupantes presentes (023)",13,2,11,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3825,657,3128,8,2,1,23,2,4
"Ocupantes presentes (029)",14732,2598,12017,21,7,2,64,9,14
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3793,648,3107,7,2,1,23,2,3
"Ocupantes presentes (032)",14634,2570,11957,17,7,2,64,9,8
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6,6,,,,,,,
"Ocupantes presentes (035)",20,20,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",8,,8,,,,,,
"Ocupantes presentes (038)",16,,16,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",12,2,10,,,,,,
"Ocupantes presentes (041)",39,6,33,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,,,1,,,,,1
"Ocupantes presentes (047)",10,,,4,,,,,6
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,1,3,,,,,,
"Ocupantes presentes (050)",13,2,11,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",7187,193,6956,2,4,5,18,3,6
"Ocupantes presentes (056)",29040,787,28088,13,13,24,72,24,19
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",7149,193,6927,1,4,4,12,3,5
"Ocupantes presentes (059)",28901,787,27984,8,13,19,48,24,18
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",38,,29,1,,1,6,,1
"Ocupantes presentes (071)",139,,104,5,,5,24,,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
