"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia CASMA",,,,,,,,,
"Viviendas particulares (001)",10377,6398,479,1135,102,1169,761,269,64
"Ocupantes presentes (002)",42100,27505,2063,3616,293,4391,3088,920,224
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",10185,6303,452,1104,102,1160,745,256,63
"Ocupantes presentes (005)",41469,27184,1971,3516,293,4367,3032,883,223
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",27,26,1,,,,,,
"Ocupantes presentes (008)",81,80,1,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",42,37,5,,,,,,
"Ocupantes presentes (011)",135,121,14,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",18,16,1,,,1,,,
"Ocupantes presentes (014)",53,41,8,,,4,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",25,,,1,,8,16,,
"Ocupantes presentes (017)",83,,,7,,20,56,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",72,10,20,30,,,,12,
"Ocupantes presentes (020)",239,44,69,93,,,,33,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,6,,,,,,,1
"Ocupantes presentes (023)",36,35,,,,,,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,1,
"Ocupantes presentes (026)",4,,,,,,,4,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",7135,5358,180,1107,46,246,6,149,43
"Ocupantes presentes (029)",29251,23204,799,3501,137,961,15,489,145
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",6969,5264,153,1077,46,245,6,136,42
"Ocupantes presentes (032)",28708,22888,707,3408,137,957,15,452,144
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",27,26,1,,,,,,
"Ocupantes presentes (035)",81,80,1,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",42,37,5,,,,,,
"Ocupantes presentes (038)",135,121,14,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",18,16,1,,,1,,,
"Ocupantes presentes (041)",53,41,8,,,4,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",72,10,20,30,,,,12,
"Ocupantes presentes (047)",239,44,69,93,,,,33,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,5,,,,,,,1
"Ocupantes presentes (050)",31,30,,,,,,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,1,
"Ocupantes presentes (053)",4,,,,,,,4,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3242,1040,299,28,56,923,755,120,21
"Ocupantes presentes (056)",12849,4301,1264,115,156,3430,3073,431,79
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3216,1039,299,27,56,915,739,120,21
"Ocupantes presentes (059)",12761,4296,1264,108,156,3410,3017,431,79
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",25,,,1,,8,16,,
"Ocupantes presentes (071)",83,,,7,,20,56,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",5,5,,,,,,,
"Otro tipo",,,,,,,,,
