"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ACOBAMBA (000)",15410,13743,906,306,455
"Sin nivel (001)",2493,2394,84,8,7
"Educación inicial (002)",21,19,1,,1
"Primaria (003)",6674,6353,259,37,25
"Secundaria (004)",4711,4278,248,60,125
"Superior no univ. incompleta (005)",228,168,18,15,27
"Superior no univ. completa (006)",455,211,96,57,91
"Superior univ. incompleta (007)",170,100,27,16,27
"Superior univ. completa (008)",658,220,173,113,152
"De 06 a 14 años (010)",262,224,38,,
"Sin nivel (011)",6,6,,,
"Educación inicial (012)",6,5,1,,
"Primaria (013)",191,162,29,,
"Secundaria (014)",59,51,8,,
"De 15 a 29 años (020)",5296,4710,325,80,181
"Sin nivel (021)",168,156,12,,
"Educación inicial (022)",7,7,,,
"Primaria (023)",1882,1789,80,6,7
"Secundaria (024)",2725,2491,151,24,59
"Superior no univ. incompleta (025)",105,79,10,3,13
"Superior no univ. completa (026)",147,83,24,10,30
"Superior univ. incompleta (027)",83,54,8,6,15
"Superior univ. completa (028)",179,51,40,31,57
"De 30 a 44 años (030)",5172,4477,351,148,196
"Sin nivel (031)",575,550,20,2,3
"Educación inicial (032)",8,7,,,1
"Primaria (033)",2478,2362,89,17,10
"Secundaria (034)",1371,1245,66,23,37
"Superior no univ. incompleta (035)",100,71,8,9,12
"Superior no univ. completa (036)",237,93,59,36,49
"Superior univ. incompleta (037)",60,29,15,6,10
"Superior univ. completa (038)",343,120,94,55,74
"De 45 a 64 años (040)",3621,3302,173,73,73
"Sin nivel (041)",1158,1111,41,3,3
"Primaria (043)",1724,1647,59,12,6
"Secundaria (044)",496,437,18,13,28
"Superior no univ. incompleta (045)",21,16,,3,2
"Superior no univ. completa (046)",69,33,13,11,12
"Superior univ. incompleta (047)",27,17,4,4,2
"Superior univ. completa (048)",126,41,38,27,20
"De 65 y más años (050)",1059,1030,19,5,5
"Sin nivel (051)",586,571,11,3,1
"Primaria (053)",399,393,2,2,2
"Secundaria (054)",60,54,5,,1
"Superior no univ. incompleta (055)",2,2,,,
"Superior no univ. completa (056)",2,2,,,
"Superior univ. completa (058)",10,8,1,,1
,,,,,
"URBANA (060)",4951,3974,406,242,329
"Sin nivel (061)",458,434,18,3,3
