"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LUYA (000)",15711,14003,664,175,869
"Empleado (001)",1449,352,178,134,785
"Obrero (002)",1963,1664,191,34,74
"Trabajador independiente (003)",8401,8239,162,,
"Empleador o patrono (004)",666,608,52,3,3
"Trabajador familiar no remunerado (005)",2732,2640,81,4,7
"Trabajador del hogar (006)",500,500,,,
"De 06 a 14 años (008)",379,363,14,2,
"Empleado (009)",2,2,,,
"Obrero (010)",38,32,5,1,
"Trabajador independiente (011)",48,48,,,
"Empleador o patrono (012)",2,2,,,
"Trabajador familiar no remunerado (013)",264,254,9,1,
"Trabajador del hogar (014)",25,25,,,
"De 15 a 29 años (016)",4982,4523,221,27,211
"Empleado (017)",369,132,39,17,181
"Obrero (018)",812,686,92,8,26
"Trabajador independiente (019)",1938,1891,47,,
"Empleador o patrono (020)",167,158,7,1,1
"Trabajador familiar no remunerado (021)",1491,1451,36,1,3
"Trabajador del hogar (022)",205,205,,,
"De 30 a 44 años (024)",5034,4196,268,97,473
"Empleado (025)",794,162,102,84,446
"Obrero (026)",603,509,58,11,25
"Trabajador independiente (027)",2782,2720,62,,
"Empleador o patrono (028)",216,188,25,2,1
"Trabajador familiar no remunerado (029)",523,501,21,,1
"Trabajador del hogar (030)",116,116,,,
"De 45 a 64 años (032)",3759,3411,131,44,173
"Empleado (033)",267,48,37,33,149
"Obrero (034)",408,347,31,9,21
"Trabajador independiente (035)",2459,2420,39,,
"Empleador o patrono (036)",199,182,16,,1
"Trabajador familiar no remunerado (037)",315,303,8,2,2
"Trabajador del hogar (038)",111,111,,,
"De 65 y más años (040)",1557,1510,30,5,12
"Empleado (041)",17,8,,,9
"Obrero (042)",102,90,5,5,2
"Trabajador independiente (043)",1174,1160,14,,
"Empleador o patrono (044)",82,78,4,,
"Trabajador familiar no remunerado (045)",139,131,7,,1
"Trabajador del hogar (046)",43,43,,,
,,,,,
"URBANA (048)",6785,5637,355,138,655
"Empleado (049)",1045,192,129,107,617
"Obrero (050)",896,754,88,26,28
"Trabajador independiente (051)",3438,3366,72,,
"Empleador o patrono (052)",286,254,28,1,3
"Trabajador familiar no remunerado (053)",861,812,38,4,7
"Trabajador del hogar (054)",259,259,,,
