"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MARAÑON (000)",6180,635,516,3732,117,1093,87
"Agric., ganadería, caza y silvicultura (001)",4842,3,358,3376,109,996,
"Pesca (002)",1,,,1,,,
"Industrias manufactureras (004)",55,,18,31,3,3,
"Suministro de electricidad, gas y agua (005)",9,,9,,,,
"Construcción (006)",84,3,64,15,,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",172,8,3,138,1,22,
"Venta, mant.y rep. veh.autom.y motoc. (008)",5,,1,3,,1,
"Comercio al por mayor (009)",9,,1,7,,1,
"Comercio al por menor (010)",158,8,1,128,1,20,
"Hoteles y restaurantes (011)",38,7,4,24,3,,
"Trans., almac. y comunicaciones (012)",37,3,8,26,,,
"Intermediación financiera (013)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (014)",31,26,1,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",117,96,21,,,,
"Enseñanza (016)",409,390,,19,,,
"Servicios sociales y de salud (017)",67,65,,1,,1,
"Otras activ. serv.comun.soc y personales (018)",9,4,,5,,,
"Hogares privados con servicio doméstico (019)",87,,,,,,87
"Actividad economica no especificada (021)",220,28,30,92,1,69,
"Hombres (022)",5300,402,474,3423,114,849,38
"Agric., ganadería, caza y silvicultura (023)",4428,3,335,3177,109,804,
"Pesca (024)",1,,,1,,,
"Industrias manufactureras (026)",51,,16,30,3,2,
"Suministro de electricidad, gas y agua (027)",9,,9,,,,
"Construcción (028)",84,3,64,15,,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",108,5,3,93,1,6,
"Venta, mant.y rep. veh.autom.y motoc. (030)",4,,1,3,,,
"Comercio al por mayor (031)",6,,1,5,,,
"Comercio al por menor (032)",98,5,1,85,1,6,
"Hoteles y restaurantes (033)",10,4,1,4,1,,
"Trans., almac. y comunicaciones (034)",36,3,8,25,,,
"Intermediación financiera (035)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (036)",28,23,1,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",94,74,20,,,,
"Enseñanza (038)",241,230,,11,,,
"Servicios sociales y de salud (039)",36,34,,1,,1,
"Otras activ. serv.comun.soc y personales (040)",6,3,,3,,,
"Hogares privados con servicio doméstico (041)",38,,,,,,38
"Actividad economica no especificada (043)",128,18,17,59,,34,
"Mujeres (044)",880,233,42,309,3,244,49
"Agric., ganadería, caza y silvicultura (045)",414,,23,199,,192,
"Industrias manufactureras (048)",4,,2,1,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",64,3,,45,,16,
"Venta, mant.y rep. veh.autom.y motoc. (052)",1,,,,,1,
"Comercio al por mayor (053)",3,,,2,,1,
"Comercio al por menor (054)",60,3,,43,,14,
"Hoteles y restaurantes (055)",28,3,3,20,2,,
"Trans., almac. y comunicaciones (056)",1,,,1,,,
"Activid.inmobil., empres. y alquileres (058)",3,3,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",23,22,1,,,,
"Enseñanza (060)",168,160,,8,,,
"Servicios sociales y de salud (061)",31,31,,,,,
"Otras activ. serv.comun.soc y personales (062)",3,1,,2,,,
"Hogares privados con servicio doméstico (063)",49,,,,,,49
"Actividad economica no especificada (065)",92,10,13,33,1,35,
,,,,,,,
"URBANA (066)",1217,440,92,489,6,154,36
"Agric., ganadería, caza y silvicultura (067)",475,3,28,314,3,127,
"Industrias manufactureras (070)",23,,2,20,1,,
"Suministro de electricidad, gas y agua (071)",9,,9,,,,
"Construcción (072)",31,3,20,6,,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",123,6,1,98,,18,
"Venta, mant.y rep. veh.autom.y motoc. (074)",2,,1,,,1,
"Comercio al por mayor (075)",4,,,4,,,
"Comercio al por menor (076)",117,6,,94,,17,
"Hoteles y restaurantes (077)",22,6,,14,2,,
"Trans., almac. y comunicaciones (078)",12,3,2,7,,,
"Intermediación financiera (079)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (080)",28,23,1,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",102,85,17,,,,
"Enseñanza (082)",264,253,,11,,,
"Servicios sociales y de salud (083)",29,28,,1,,,
"Otras activ. serv.comun.soc y personales (084)",8,4,,4,,,
"Hogares privados con servicio doméstico (085)",36,,,,,,36
"Actividad economica no especificada (087)",53,24,12,10,,7,
"Hombres (088)",857,272,85,396,5,97,2
"Agric., ganadería, caza y silvicultura (089)",404,3,26,287,3,85,
"Industrias manufactureras (092)",21,,1,19,1,,
"Suministro de electricidad, gas y agua (093)",9,,9,,,,
"Construcción (094)",31,3,20,6,,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",67,3,1,58,,5,
"Venta, mant.y rep. veh.autom.y motoc. (096)",1,,1,,,,
"Comercio al por mayor (097)",2,,,2,,,
"Comercio al por menor (098)",64,3,,56,,5,
"Hoteles y restaurantes (099)",6,3,,2,1,,
"Trans., almac. y comunicaciones (100)",12,3,2,7,,,
"Intermediación financiera (101)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (102)",26,21,1,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",81,65,16,,,,
"Enseñanza (104)",143,137,,6,,,
"Servicios sociales y de salud (105)",15,14,,1,,,
"Otras activ. serv.comun.soc y personales (106)",6,3,,3,,,
"Hogares privados con servicio doméstico (107)",2,,,,,,2
"Actividad economica no especificada (109)",32,15,9,3,,5,
"Mujeres (110)",360,168,7,93,1,57,34
"Agric., ganadería, caza y silvicultura (111)",71,,2,27,,42,
"Industrias manufactureras (114)",2,,1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",56,3,,40,,13,
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,,,,,1,
"Comercio al por mayor (119)",2,,,2,,,
"Comercio al por menor (120)",53,3,,38,,12,
"Hoteles y restaurantes (121)",16,3,,12,1,,
"Activid.inmobil., empres. y alquileres (124)",2,2,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",21,20,1,,,,
"Enseñanza (126)",121,116,,5,,,
"Servicios sociales y de salud (127)",14,14,,,,,
"Otras activ. serv.comun.soc y personales (128)",2,1,,1,,,
"Hogares privados con servicio doméstico (129)",34,,,,,,34
"Actividad economica no especificada (131)",21,9,3,7,,2,
,,,,,,,
"RURAL (132)",4963,195,424,3243,111,939,51
"Agric., ganadería, caza y silvicultura (133)",4367,,330,3062,106,869,
"Pesca (134)",1,,,1,,,
"Industrias manufactureras (136)",32,,16,11,2,3,
"Construcción (138)",53,,44,9,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",49,2,2,40,1,4,
"Venta, mant.y rep. veh.autom.y motoc. (140)",3,,,3,,,
"Comercio al por mayor (141)",5,,1,3,,1,
"Comercio al por menor (142)",41,2,1,34,1,3,
"Hoteles y restaurantes (143)",16,1,4,10,1,,
