"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN MARTIN (000)",148011,10932,3812,52496,51622,6785,8912,6245,7207
"Jefe o Jefa (001)",38322,931,22,13423,13802,1888,3543,1505,3208
"Esposa(o)/ compa¤era(o) (002)",25619,983,30,10294,9036,1026,2160,618,1472
"Hijo(a)/ hijastro(a) (003)",55832,5959,2897,19225,18987,2469,1903,2886,1506
"Yerno/ nuera (004)",2877,24,6,597,1411,219,292,131,197
"Nieto(a) (005)",6279,1441,604,2334,1440,153,85,185,37
"Padres/ suegros (006)",2611,571,,1629,294,19,54,8,36
"Otro(a) pariente (007)",10913,858,223,3565,4171,641,510,528,417
"Trabajador(a) del hogar (008)",923,20,4,348,489,40,11,6,5
"Pensionista (009)",535,5,,45,218,62,56,96,53
"Otro(a) no pariente (010)",4100,140,26,1036,1774,268,298,282,276
"Hombres (012)",74497,4935,1919,25250,27093,3362,4214,3551,4173
"Jefe o Jefa (013)",28639,467,14,9861,10624,1381,2556,1160,2576
"Esposa(o)/ compa¤era(o) (014)",1908,35,3,515,813,113,158,100,171
"Hijo(a)/ hijastro(a) (015)",29716,3110,1458,10255,10462,1206,872,1571,782
"Yerno/ nuera (016)",1214,9,3,204,567,88,151,69,123
"Nieto(a) (017)",3377,740,320,1262,806,81,38,111,19
"Padres/ suegros (018)",790,83,,537,116,12,18,3,21
"Otro(a) pariente (019)",5950,398,109,1924,2407,311,242,303,256
"Trabajador(a) del hogar (020)",61,1,,19,35,4,1,,1
"Pensionista (021)",344,5,,31,144,36,34,55,39
"Otro(a) no pariente (022)",2498,87,12,642,1119,130,144,179,185
"Mujeres (024)",73514,5997,1893,27246,24529,3423,4698,2694,3034
"Jefe o Jefa (025)",9683,464,8,3562,3178,507,987,345,632
"Esposa(o)/ compa¤era(o) (026)",23711,948,27,9779,8223,913,2002,518,1301
"Hijo(a)/ hijastro(a) (027)",26116,2849,1439,8970,8525,1263,1031,1315,724
"Yerno/ nuera (028)",1663,15,3,393,844,131,141,62,74
"Nieto(a) (029)",2902,701,284,1072,634,72,47,74,18
"Padres/ suegros (030)",1821,488,,1092,178,7,36,5,15
"Otro(a) pariente (031)",4963,460,114,1641,1764,330,268,225,161
"Trabajador(a) del hogar (032)",862,19,4,329,454,36,10,6,4
"Pensionista (033)",191,,,14,74,26,22,41,14
"Otro(a) no pariente (034)",1602,53,14,394,655,138,154,103,91
,,,,,,,,,
"URBANA (036)",134582,9023,3359,44499,48921,6673,8766,6190,7151
"Jefe o Jefa (037)",34816,663,20,11146,12991,1851,3482,1483,3180
"Esposa(o)/ compa¤era(o) (038)",23043,675,21,8533,8592,1014,2130,611,1467
"Hijo(a)/ hijastro(a) (039)",50507,5016,2535,16319,17975,2426,1875,2866,1495
"Yerno/ nuera (040)",2642,18,4,480,1307,215,290,131,197
"Nieto(a) (041)",5830,1306,551,2112,1402,153,84,185,37
"Padres/ suegros (042)",2394,479,,1517,281,19,54,8,36
