"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PACHITEA (000)",60321,31781,1782,580,26242
"Menos de 1 año (001)",1264,1045,36,11,175
"De 1 a 14 años (002)",24565,19927,825,293,3561
"De 15 a 29 años (003)",15654,5408,307,122,9825
"De 30 a 44 años (004)",9624,2949,352,85,6246
"De 45 a 64 años (005)",6363,1777,201,56,4333
"De 65 y mas años (006)",2851,675,61,13,2102
"Hombres (008)",30454,15312,909,296,13971
"Menos de 1 año (009)",615,516,18,4,78
"De 1 a 14 años (010)",12378,10003,416,137,1846
"De 15 a 29 años (011)",7797,2312,147,72,5270
"De 30 a 44 años (012)",4895,1292,173,45,3388
"De 45 a 64 años (013)",3332,852,121,31,2330
"De 65 y mas años (014)",1437,337,34,7,1059
"Mujeres (016)",29867,16469,873,284,12271
"Menos de 1 año (017)",649,529,18,7,97
"De 1 a 14 años (018)",12187,9924,409,156,1715
"De 15 a 29 años (019)",7857,3096,160,50,4555
"De 30 a 44 años (020)",4729,1657,179,40,2858
"De 45 a 64 años (021)",3031,925,80,25,2003
"De 65 y mas años (022)",1414,338,27,6,1043
,,,,,
"URBANA (024)",8629,3303,770,162,4409
"Menos de 1 año (025)",136,112,10,1,13
"De 1 a 14 años (026)",3043,2097,307,57,590
"De 15 a 29 años (027)",2350,593,122,33,1604
"De 30 a 44 años (028)",1694,293,185,42,1177
"De 45 a 64 años (029)",1022,154,109,22,739
"De 65 y mas años (030)",384,54,37,7,286
"Hombres (032)",4374,1566,400,91,2321
"Menos de 1 año (033)",79,60,8,1,10
"De 1 a 14 años (034)",1564,1059,160,29,319
"De 15 a 29 años (035)",1150,242,60,20,828
"De 30 a 44 años (036)",837,102,86,24,626
"De 45 a 64 años (037)",548,73,65,13,397
"De 65 y mas años (038)",196,30,21,4,141
"Mujeres (040)",4255,1737,370,71,2088
"Menos de 1 año (041)",57,52,2,,3
"De 1 a 14 años (042)",1479,1038,147,28,271
"De 15 a 29 años (043)",1200,351,62,13,776
"De 30 a 44 años (044)",857,191,99,18,551
"De 45 a 64 años (045)",474,81,44,9,342
"De 65 y mas años (046)",188,24,16,3,145
,,,,,
"RURAL (048)",51692,28478,1012,418,21833
"Menos de 1 año (049)",1128,933,26,10,162
"De 1 a 14 años (050)",21522,17830,518,236,2971
"De 15 a 29 años (051)",13304,4815,185,89,8221
"De 30 a 44 años (052)",7930,2656,167,43,5069
"De 45 a 64 años (053)",5341,1623,92,34,3594
"De 65 y mas años (054)",2467,621,24,6,1816
"Hombres (056)",26080,13746,509,205,11650
"Menos de 1 año (057)",536,456,10,3,68
"De 1 a 14 años (058)",10814,8944,256,108,1527
"De 15 a 29 años (059)",6647,2070,87,52,4442
"De 30 a 44 años (060)",4058,1190,87,21,2762
"De 45 a 64 años (061)",2784,779,56,18,1933
"De 65 y mas años (062)",1241,307,13,3,918
"Mujeres (064)",25612,14732,503,213,10183
"Menos de 1 año (065)",592,477,16,7,94
"De 1 a 14 años (066)",10708,8886,262,128,1444
"De 15 a 29 años (067)",6657,2745,98,37,3779
"De 30 a 44 años (068)",3872,1466,80,22,2307
"De 45 a 64 años (069)",2557,844,36,16,1661
"De 65 y mas años (070)",1226,314,11,3,898
