"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia GRAN CHIMU (000)",10568,210,3489,3498,2526,845
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",15,,2,4,8,1
"Profes., científicos e intelectuales (002)",603,,118,352,126,7
"Técnicos de nivel medio y trab.asimilados (003)",199,1,51,95,49,3
"Jefes y empleados de oficina (004)",134,,40,54,39,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",511,7,123,189,148,44
"Agricult.trabaj. calif. agrop. y pesqueros (006)",3865,24,753,1196,1331,561
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",792,2,318,316,142,14
"Obreros construc., conf., papel, fab., instr. (008)",374,,109,160,93,12
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",3455,157,1682,942,509,165
"Otra (010)",26,,1,21,4,
"Ocupación no especificada (011)",240,,68,88,54,30
"Desocupado (012)",354,19,224,81,23,7
"Hombres (013)",9054,178,3011,2917,2187,761
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",12,,,4,7,1
"Profes., científicos e intelectuales (015)",288,,41,159,82,6
"Técnicos de nivel medio y trab.asimilados (016)",152,1,40,71,38,2
"Jefes y empleados de oficina (017)",83,,17,39,27,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",234,5,56,85,67,21
"Agricult.trabaj. calif. agrop. y pesqueros (019)",3801,24,739,1179,1303,556
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",736,2,305,296,122,11
"Obreros construc., conf., papel, fab., instr. (021)",373,,108,160,93,12
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",2983,135,1497,794,418,139
"Otra (023)",25,,1,21,3,
"Ocupación no especificada (024)",70,,24,35,5,6
"Desocupado (025)",297,11,183,74,22,7
"Mujeres (026)",1514,32,478,581,339,84
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,,2,,1,
"Profes., científicos e intelectuales (028)",315,,77,193,44,1
"Técnicos de nivel medio y trab.asimilados (029)",47,,11,24,11,1
"Jefes y empleados de oficina (030)",51,,23,15,12,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",277,2,67,104,81,23
"Agricult.trabaj. calif. agrop. y pesqueros (032)",64,,14,17,28,5
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",56,,13,20,20,3
"Obreros construc., conf., papel, fab., instr. (034)",1,,1,,,
