"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CANGALLO (000)",9509,1034,968,5061,128,2270,48
"Sin nivel (001)",1413,6,79,816,15,491,6
"Educación inicial (002)",17,,2,8,,7,
"Primaria (003)",4231,60,449,2529,54,1123,16
"Secundaria (004)",2708,175,372,1494,46,596,25
"Superior no univ. incompleta (005)",211,103,21,67,4,16,
"Superior no univ. completa (006)",490,342,27,90,3,27,1
"Superior univ. incompleta (007)",84,49,12,16,1,6,
"Superior univ. completa (008)",355,299,6,41,5,4,
"Hombres (010)",6127,656,835,3663,88,879,6
"Sin nivel (011)",457,1,39,358,4,54,1
"Educación inicial (012)",6,,,3,,3,
"Primaria (013)",2773,33,387,1915,39,397,2
"Secundaria (014)",2137,123,345,1240,35,392,2
"Superior no univ. incompleta (015)",159,70,21,51,4,13,
"Superior no univ. completa (016)",290,198,26,52,1,12,1
"Superior univ. incompleta (017)",66,36,11,12,1,6,
"Superior univ. completa (018)",239,195,6,32,4,2,
"Mujeres (020)",3382,378,133,1398,40,1391,42
"Sin nivel (021)",956,5,40,458,11,437,5
"Educación inicial (022)",11,,2,5,,4,
"Primaria (023)",1458,27,62,614,15,726,14
"Secundaria (024)",571,52,27,254,11,204,23
"Superior no univ. incompleta (025)",52,33,,16,,3,
"Superior no univ. completa (026)",200,144,1,38,2,15,
"Superior univ. incompleta (027)",18,13,1,4,,,
"Superior univ. completa (028)",116,104,,9,1,2,
,,,,,,,
"URBANA (030)",3608,810,292,1858,41,583,24
"Sin nivel (031)",364,5,20,215,2,119,3
"Educación inicial (032)",3,,1,2,,,
"Primaria (033)",1277,32,116,859,16,248,6
"Secundaria (034)",1098,120,117,645,15,187,14
"Superior no univ. incompleta (035)",142,81,14,37,,10,
"Superior no univ. completa (036)",365,277,14,60,2,11,1
"Superior univ. incompleta (037)",66,42,7,11,1,5,
"Superior univ. completa (038)",293,253,3,29,5,3,
"Hombres (040)",2319,494,242,1315,30,233,5
"Sin nivel (041)",108,1,10,90,,7,
"Educación inicial (042)",1,,,1,,,
"Primaria (043)",854,14,90,639,14,95,2
"Secundaria (044)",811,80,106,500,10,113,2
"Superior no univ. incompleta (045)",101,54,14,24,,9,
"Superior no univ. completa (046)",203,155,13,30,1,3,1
"Superior univ. incompleta (047)",51,31,6,8,1,5,
"Superior univ. completa (048)",190,159,3,23,4,1,
"Mujeres (050)",1289,316,50,543,11,350,19
"Sin nivel (051)",256,4,10,125,2,112,3
"Educación inicial (052)",2,,1,1,,,
"Primaria (053)",423,18,26,220,2,153,4
"Secundaria (054)",287,40,11,145,5,74,12
"Superior no univ. incompleta (055)",41,27,,13,,1,
"Superior no univ. completa (056)",162,122,1,30,1,8,
"Superior univ. incompleta (057)",15,11,1,3,,,
"Superior univ. completa (058)",103,94,,6,1,2,
,,,,,,,
"RURAL (060)",5901,224,676,3203,87,1687,24
"Sin nivel (061)",1049,1,59,601,13,372,3
"Educación inicial (062)",14,,1,6,,7,
"Primaria (063)",2954,28,333,1670,38,875,10
"Secundaria (064)",1610,55,255,849,31,409,11
"Superior no univ. incompleta (065)",69,22,7,30,4,6,
"Superior no univ. completa (066)",125,65,13,30,1,16,
"Superior univ. incompleta (067)",18,7,5,5,,1,
"Superior univ. completa (068)",62,46,3,12,,1,
"Hombres (070)",3808,162,593,2348,58,646,1
"Sin nivel (071)",349,,29,268,4,47,1
"Educación inicial (072)",5,,,2,,3,
"Primaria (073)",1919,19,297,1276,25,302,
"Secundaria (074)",1326,43,239,740,25,279,
"Superior no univ. incompleta (075)",58,16,7,27,4,4,
"Superior no univ. completa (076)",87,43,13,22,,9,
"Superior univ. incompleta (077)",15,5,5,4,,1,
"Superior univ. completa (078)",49,36,3,9,,1,
"Mujeres (080)",2093,62,83,855,29,1041,23
"Sin nivel (081)",700,1,30,333,9,325,2
"Educación inicial (082)",9,,1,4,,4,
"Primaria (083)",1035,9,36,394,13,573,10
"Secundaria (084)",284,12,16,109,6,130,11
"Superior no univ. incompleta (085)",11,6,,3,,2,
"Superior no univ. completa (086)",38,22,,8,1,7,
"Superior univ. incompleta (087)",3,2,,1,,,
"Superior univ. completa (088)",13,10,,3,,,
