"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PUNO (000)",6055,28,3160,1858,849,160
"Conviviente (001)",1575,,799,632,131,13
"Separado(a) (002)",160,1,43,64,47,5
"Casado(a) (003)",1445,,171,632,533,109
"Viudo(a) (004)",81,,1,12,43,25
"Divorciado(a) (005)",20,,5,5,9,1
"Soltero(a) (006)",2774,27,2141,513,86,7
"Hombres (008)",4117,19,2001,1275,680,142
"Conviviente (009)",1073,,498,447,116,12
"Separado(a) (010)",59,,8,28,18,5
"Casado(a) (011)",1138,,116,469,454,99
"Viudo(a) (012)",50,,1,3,27,19
"Divorciado(a) (013)",9,,1,3,5,
"Soltero(a) (014)",1788,19,1377,325,60,7
"Mujeres (016)",1938,9,1159,583,169,18
"Conviviente (017)",502,,301,185,15,1
"Separado(a) (018)",101,1,35,36,29,
"Casado(a) (019)",307,,55,163,79,10
"Viudo(a) (020)",31,,,9,16,6
"Divorciado(a) (021)",11,,4,2,4,1
"Soltero(a) (022)",986,8,764,188,26,
,,,,,,
"AREA URBANA (024)",3827,13,1959,1242,525,88
"Conviviente (025)",1035,,497,446,86,6
"Separado(a) (026)",136,1,37,55,39,4
"Casado(a) (027)",811,,89,362,303,57
"Viudo(a) (028)",50,,,9,25,16
"Divorciado(a) (029)",14,,3,2,8,1
"Soltero(a) (030)",1781,12,1333,368,64,4
"Hombres (032)",2295,11,1092,736,380,76
"Conviviente (033)",614,,255,282,72,5
"Separado(a) (034)",42,,4,21,13,4
"Casado(a) (035)",555,,49,220,235,51
"Viudo(a) (036)",25,,,,13,12
"Divorciado(a) (037)",4,,,,4,
"Soltero(a) (038)",1055,11,784,213,43,4
"Mujeres (040)",1532,2,867,506,145,12
"Conviviente (041)",421,,242,164,14,1
"Separado(a) (042)",94,1,33,34,26,
"Casado(a) (043)",256,,40,142,68,6
"Viudo(a) (044)",25,,,9,12,4
"Divorciado(a) (045)",10,,3,2,4,1
"Soltero(a) (046)",726,1,549,155,21,
,,,,,,
"AREA RURAL (048)",2228,15,1201,616,324,72
"Conviviente (049)",540,,302,186,45,7
"Separado(a) (050)",24,,6,9,8,1
"Casado(a) (051)",634,,82,270,230,52
"Viudo(a) (052)",31,,1,3,18,9
"Divorciado(a) (053)",6,,2,3,1,
"Soltero(a) (054)",993,15,808,145,22,3
"Hombres (056)",1822,8,909,539,300,66
"Conviviente (057)",459,,243,165,44,7
"Separado(a) (058)",17,,4,7,5,1
"Casado(a) (059)",583,,67,249,219,48
"Viudo(a) (060)",25,,1,3,14,7
"Divorciado(a) (061)",5,,1,3,1,
"Soltero(a) (062)",733,8,593,112,17,3
"Mujeres (064)",406,7,292,77,24,6
"Conviviente (065)",81,,59,21,1,
"Separado(a) (066)",7,,2,2,3,
"Casado(a) (067)",51,,15,21,11,4
"Viudo(a) (068)",6,,,,4,2
"Divorciado(a) (069)",1,,1,,,
"Soltero(a) (070)",260,7,215,33,5,
