"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia SAN IGNACIO (000)",67816,52926,14890
"De 3 a 5 años (001)",10410,418,9992
"De 6 a 11 años (002)",22807,18976,3831
"De 12 a 16 años (003)",16711,16411,300
"De 17 a 24 años (004)",17888,17121,767
"Hombres (005)",35780,28167,7613
"De 3 a 5 años (006)",5331,227,5104
"De 6 a 11 años (007)",11778,9773,2005
"De 12 a 16 años (008)",8857,8694,163
"De 17 a 24 años (009)",9814,9473,341
"Mujeres (010)",32036,24759,7277
"De 3 a 5 años (011)",5079,191,4888
"De 6 a 11 años (012)",11029,9203,1826
"De 12 a 16 años (013)",7854,7717,137
"De 17 a 24 años (014)",8074,7648,426
,,,
"URBANA (015)",9977,8427,1550
"De 3 a 5 años (016)",1197,65,1132
"De 6 a 11 años (017)",3004,2677,327
"De 12 a 16 años (018)",2785,2755,30
"De 17 a 24 años (019)",2991,2930,61
"Hombres (020)",5039,4245,794
"De 3 a 5 años (021)",599,35,564
"De 6 a 11 años (022)",1530,1357,173
"De 12 a 16 años (023)",1346,1326,20
"De 17 a 24 años (024)",1564,1527,37
"Mujeres (025)",4938,4182,756
"De 3 a 5 años (026)",598,30,568
"De 6 a 11 años (027)",1474,1320,154
"De 12 a 16 años (028)",1439,1429,10
"De 17 a 24 años (029)",1427,1403,24
,,,
"RURAL (030)",57839,44499,13340
"De 3 a 5 años (031)",9213,353,8860
"De 6 a 11 años (032)",19803,16299,3504
"De 12 a 16 años (033)",13926,13656,270
"De 17 a 24 años (034)",14897,14191,706
"Hombres (035)",30741,23922,6819
"De 3 a 5 años (036)",4732,192,4540
"De 6 a 11 años (037)",10248,8416,1832
"De 12 a 16 años (038)",7511,7368,143
"De 17 a 24 años (039)",8250,7946,304
"Mujeres (040)",27098,20577,6521
"De 3 a 5 años (041)",4481,161,4320
"De 6 a 11 años (042)",9555,7883,1672
"De 12 a 16 años (043)",6415,6288,127
"De 17 a 24 años (044)",6647,6245,402
