"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia JAUJA (000)",30771,402,8917,10353,8582,2517
"Agric., ganadería, caza y silvicultura (001)",12392,231,2983,3831,3783,1564
"Pesca (002)",21,,7,12,2,
"Explotación de minas y canteras (003)",656,,253,260,138,5
"Industrias manufactureras (004)",1604,19,568,480,413,124
"Suministro de electricidad, gas y agua (005)",53,,10,25,16,2
"Construcción (006)",1148,3,342,438,315,50
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4298,65,1144,1477,1274,338
"Venta, mant.y rep. veh.autom.y motoc. (008)",394,5,174,118,86,11
"Comercio al por mayor (009)",206,3,72,66,56,9
"Comercio al por menor (010)",3698,57,898,1293,1132,318
"Hoteles y restaurantes (011)",1169,17,348,375,351,78
"Trans., almac. y comunicaciones (012)",1860,18,737,676,375,54
"Intermediación financiera (013)",46,,25,10,11,
"Activid.inmobil., empres. y alquileres (014)",654,2,245,230,149,28
"Admin.pub. y defensa; p. segur.soc afil (015)",848,,255,356,223,14
"Enseñanza (016)",1981,,314,972,662,33
"Servicios sociales y de salud (017)",562,,140,203,205,14
"Otras activ. serv.comun.soc y personales (018)",786,10,302,242,181,51
"Hogares privados con servicio doméstico (019)",403,12,171,121,80,19
"Actividad economica no especificada (021)",455,,120,139,111,85
"Desocupado (022)",1835,25,953,506,293,58
"Hombres (023)",19241,242,5707,6264,5360,1668
"Agric., ganadería, caza y silvicultura (024)",8095,152,2005,2446,2407,1085
"Pesca (025)",19,,7,10,2,
"Explotación de minas y canteras (026)",636,,244,253,134,5
"Industrias manufactureras (027)",1208,14,406,345,337,106
"Suministro de electricidad, gas y agua (028)",48,,9,23,14,2
"Construcción (029)",1119,2,332,426,309,50
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1910,32,581,615,527,155
"Venta, mant.y rep. veh.autom.y motoc. (031)",369,4,162,106,86,11
"Comercio al por mayor (032)",94,2,27,36,25,4
"Comercio al por menor (033)",1447,26,392,473,416,140
"Hoteles y restaurantes (034)",312,5,128,80,79,20
"Trans., almac. y comunicaciones (035)",1750,14,675,646,363,52
"Intermediación financiera (036)",21,,8,8,5,
"Activid.inmobil., empres. y alquileres (037)",474,1,157,164,130,22
"Admin.pub. y defensa; p. segur.soc afil (038)",534,,101,249,172,12
"Enseñanza (039)",949,,107,404,410,28
"Servicios sociales y de salud (040)",175,,36,65,66,8
