"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia AYABACA (000)",35768,5165,26,20350,6452,746,1799,315,915
"Empleado (001)",2895,34,2,177,454,258,1167,165,638
"Obrero (002)",2980,300,2,1551,894,70,101,22,40
"Trabajador independiente (003)",22157,3812,11,14059,3228,311,435,102,199
"Empleador o patrono (004)",263,25,,146,61,8,11,2,10
"Trabajador familiar no remunerado (005)",7078,927,8,4207,1726,83,79,22,26
"Trabajador del hogar (006)",395,67,3,210,89,16,6,2,2
"Hombres (008)",30891,4311,19,18586,5644,512,1044,212,563
"Empleado (009)",1504,11,,83,272,134,579,90,335
"Obrero (010)",2787,265,1,1451,853,65,94,20,38
"Trabajador independiente (011)",20284,3382,10,13202,2888,246,312,82,162
"Empleador o patrono (012)",234,21,,138,52,6,5,2,10
"Trabajador familiar no remunerado (013)",6065,629,8,3700,1578,61,54,18,17
"Trabajador del hogar (014)",17,3,,12,1,,,,1
"Mujeres (016)",4877,854,7,1764,808,234,755,103,352
"Empleado (017)",1391,23,2,94,182,124,588,75,303
"Obrero (018)",193,35,1,100,41,5,7,2,2
"Trabajador independiente (019)",1873,430,1,857,340,65,123,20,37
"Empleador o patrono (020)",29,4,,8,9,2,6,,
"Trabajador familiar no remunerado (021)",1013,298,,507,148,22,25,4,9
"Trabajador del hogar (022)",378,64,3,198,88,16,6,2,1
,,,,,,,,,
"URBANA (024)",5694,263,5,1316,1586,469,1165,220,670
"Empleado (025)",1909,15,2,97,301,173,738,119,464
"Obrero (026)",624,34,2,178,242,47,66,19,36
"Trabajador independiente (027)",2494,159,,804,810,195,308,71,147
"Empleador o patrono (028)",57,3,,17,18,6,9,1,3
"Trabajador familiar no remunerado (029)",435,31,,134,166,38,39,9,18
"Trabajador del hogar (030)",175,21,1,86,49,10,5,1,2
"Hombres (032)",3660,155,1,845,1147,301,649,147,415
"Empleado (033)",1018,8,,42,186,98,362,69,253
"Obrero (034)",578,30,1,161,232,43,60,17,34
"Trabajador independiente (035)",1778,100,,558,608,137,205,55,115
"Empleador o patrono (036)",39,2,,12,13,4,4,1,3
"Trabajador familiar no remunerado (037)",241,15,,68,107,19,18,5,9
"Trabajador del hogar (038)",6,,,4,1,,,,1
"Mujeres (040)",2034,108,4,471,439,168,516,73,255
"Empleado (041)",891,7,2,55,115,75,376,50,211
"Obrero (042)",46,4,1,17,10,4,6,2,2
"Trabajador independiente (043)",716,59,,246,202,58,103,16,32
"Empleador o patrono (044)",18,1,,5,5,2,5,,
"Trabajador familiar no remunerado (045)",194,16,,66,59,19,21,4,9
"Trabajador del hogar (046)",169,21,1,82,48,10,5,1,1
,,,,,,,,,
"RURAL (048)",30074,4902,21,19034,4866,277,634,95,245
"Empleado (049)",986,19,,80,153,85,429,46,174
"Obrero (050)",2356,266,,1373,652,23,35,3,4
"Trabajador independiente (051)",19663,3653,11,13255,2418,116,127,31,52
"Empleador o patrono (052)",206,22,,129,43,2,2,1,7
"Trabajador familiar no remunerado (053)",6643,896,8,4073,1560,45,40,13,8
"Trabajador del hogar (054)",220,46,2,124,40,6,1,1,
"Hombres (056)",27231,4156,18,17741,4497,211,395,65,148
"Empleado (057)",486,3,,41,86,36,217,21,82
"Obrero (058)",2209,235,,1290,621,22,34,3,4
"Trabajador independiente (059)",18506,3282,10,12644,2280,109,107,27,47
"Empleador o patrono (060)",195,19,,126,39,2,1,1,7
"Trabajador familiar no remunerado (061)",5824,614,8,3632,1471,42,36,13,8
"Trabajador del hogar (062)",11,3,,8,,,,,
"Mujeres (064)",2843,746,3,1293,369,66,239,30,97
"Empleado (065)",500,16,,39,67,49,212,25,92
"Obrero (066)",147,31,,83,31,1,1,,
"Trabajador independiente (067)",1157,371,1,611,138,7,20,4,5
"Empleador o patrono (068)",11,3,,3,4,,1,,
"Trabajador familiar no remunerado (069)",819,282,,441,89,3,4,,
"Trabajador del hogar (070)",209,43,2,116,40,6,1,1,
