"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LA CONVENCION (000)",41392,39278,130,8411,8304,6436,8949,4810,1840,398,2114,134376
"De 12 a 14 años (001)",100,40,3,32,5,,,,,,60,42
"De 15 a 19 años (002)",1793,1531,17,1260,215,24,15,,,,262,1822
"De 20 a 24 años (003)",5185,4512,16,2613,1359,385,121,18,,,673,7113
"De 25 a 29 años (004)",5875,5343,17,1688,1935,1017,612,60,14,,532,11718
"De 30 a 34 años (005)",5258,5070,8,1003,1508,1153,1081,268,46,3,188,14295
"De 35 a 39 años (006)",5229,5105,6,606,1156,1099,1500,587,135,16,124,17834
"De 40 a 44 años (007)",4434,4375,5,309,658,879,1439,798,239,48,59,18210
"De 45 a 49 años (008)",3674,3639,7,237,497,554,1213,764,303,64,35,16452
"De 50 y más años (009)",9844,9663,51,663,971,1325,2968,2315,1103,267,181,46890
"PEA (010)",14339,13431,47,3210,3173,2246,2836,1375,447,97,908,42358
"De 12 a 14 años (011)",12,7,1,5,1,,,,,,5,7
"De 15 a 19 años (012)",403,345,6,292,39,6,2,,,,58,396
"De 20 a 24 años (013)",1637,1370,6,845,393,96,27,3,,,267,2054
"De 25 a 29 años (014)",2117,1815,11,724,642,275,144,17,2,,302,3571
"De 30 a 34 años (015)",2047,1934,4,522,608,400,330,64,5,1,113,4821
"De 35 a 39 años (016)",2137,2083,2,336,591,442,495,186,27,4,54,6444
"De 40 a 44 años (017)",1771,1744,2,177,338,377,549,232,61,8,27,6466
"De 45 a 49 años (018)",1429,1406,2,105,236,264,455,248,79,17,23,5826
"De 50 y más años (019)",2786,2727,13,204,325,386,834,625,273,67,59,12773
"Ocupada (020)",13905,13074,44,3053,3091,2193,2789,1361,446,97,831,41575
