"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia SAN MIGUEL",,,,
"Viviendas particulares (001)",7714,3847,3371,496
"Ocupantes presentes (002)",29151,14206,13091,1854
"Casa independiente",,,,
"Viviendas particulares (004)",7692,3836,3370,486
"Ocupantes presentes (005)",29053,14150,13088,1815
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",5,5,,
"Ocupantes presentes (011)",33,33,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",5,3,1,1
"Ocupantes presentes (014)",17,10,3,4
"Choza o cabaña",,,,
"Viviendas particulares (016)",7,,,7
"Ocupantes presentes (017)",32,,,32
"Vivienda improvisada",,,,
"Viviendas particulares (019)",3,1,,2
"Ocupantes presentes (020)",10,7,,3
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",2,2,,
"Ocupantes presentes (023)",6,6,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",6904,3555,2904,445
"Ocupantes presentes (029)",25971,13093,11198,1680
"Casa independiente",,,,
"Viviendas particulares (031)",6884,3545,2903,436
"Ocupantes presentes (032)",25885,13044,11195,1646
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",5,5,,
"Ocupantes presentes (038)",33,33,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",5,3,1,1
"Ocupantes presentes (041)",17,10,3,4
"Choza o cabaña",,,,
"Viviendas particulares (043)",6,,,6
"Ocupantes presentes (044)",27,,,27
"Vivienda improvisada",,,,
"Viviendas particulares (046)",2,,,2
"Ocupantes presentes (047)",3,,,3
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",2,2,,
"Ocupantes presentes (050)",6,6,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",810,292,467,51
"Ocupantes presentes (056)",3180,1113,1893,174
"Casa independiente",,,,
"Viviendas particulares (058)",808,291,467,50
"Ocupantes presentes (059)",3168,1106,1893,169
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (070)",1,,,1
"Ocupantes presentes (071)",5,,,5
"Vivienda improvisada",,,,
"Viviendas particulares (073)",1,1,,
"Ocupantes presentes (074)",7,7,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",2060,1727,311,22
"Ocupantes presentes (110)",7375,6156,1165,54
"Casa independiente",,,,
"Viviendas particulares (112)",2047,1718,310,19
"Ocupantes presentes (113)",7315,6106,1162,47
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",5,5,,
"Ocupantes presentes (119)",33,33,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",5,3,1,1
"Ocupantes presentes (122)",17,10,3,4
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",3,1,,2
"Ocupantes presentes (128)",10,7,,3
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1965,1661,284,20
"Ocupantes presentes (137)",7075,5948,1075,52
"Casa independiente",,,,
"Viviendas particulares (139)",1953,1653,283,17
"Ocupantes presentes (140)",7022,5905,1072,45
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",5,5,,
"Ocupantes presentes (146)",33,33,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",5,3,1,1
"Ocupantes presentes (149)",17,10,3,4
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",2,,,2
"Ocupantes presentes (155)",3,,,3
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",95,66,27,2
"Ocupantes presentes (164)",300,208,90,2
"Casa independiente",,,,
"Viviendas particulares (166)",94,65,27,2
"Ocupantes presentes (167)",293,201,90,2
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",1,1,,
"Ocupantes presentes (182)",7,7,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",5654,2120,3060,474
"Ocupantes presentes (218)",21776,8050,11926,1800
"Casa independiente",,,,
"Viviendas particulares (220)",5645,2118,3060,467
"Ocupantes presentes (221)",21738,8044,11926,1768
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",7,,,7
"Ocupantes presentes (233)",32,,,32
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",2,2,,
"Ocupantes presentes (239)",6,6,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",4939,1894,2620,425
"Ocupantes presentes (245)",18896,7145,10123,1628
"Casa independiente",,,,
"Viviendas particulares (247)",4931,1892,2620,419
"Ocupantes presentes (248)",18863,7139,10123,1601
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",6,,,6
"Ocupantes presentes (260)",27,,,27
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",2,2,,
"Ocupantes presentes (266)",6,6,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",715,226,440,49
"Ocupantes presentes (272)",2880,905,1803,172
"Casa independiente",,,,
"Viviendas particulares (274)",714,226,440,48
"Ocupantes presentes (275)",2875,905,1803,167
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",1,,,1
"Ocupantes presentes (287)",5,,,5
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
