"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia FERREÑAFE",,,,,,,
"Viviendas particulares (001)",21689,1668,2238,606,15724,916,537
"Ocupantes presentes (002)",95816,6365,8866,2815,71986,3658,2126
"Casa independiente",,,,,,,
"Viviendas particulares (004)",21129,1552,1976,598,15588,898,517
"Ocupantes presentes (005)",93879,5998,8036,2792,71412,3591,2050
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",57,37,,,18,1,1
"Ocupantes presentes (008)",190,116,,,60,11,3
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",45,15,,1,21,1,7
"Ocupantes presentes (011)",152,43,,4,72,8,25
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",69,54,,2,9,4,
"Ocupantes presentes (014)",241,180,,9,29,23,
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",127,6,19,2,86,7,7
"Ocupantes presentes (017)",572,15,87,4,411,20,35
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",253,2,243,3,,,5
"Ocupantes presentes (020)",770,8,743,6,,,13
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",9,2,,,2,5,
"Ocupantes presentes (023)",12,5,,,2,5,
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",11947,1391,817,540,8193,562,444
"Ocupantes presentes (029)",51338,5305,2786,2512,36685,2312,1738
"Casa independiente",,,,,,,
"Viviendas particulares (031)",11517,1282,574,534,8143,553,431
"Ocupantes presentes (032)",49979,4957,2043,2493,36522,2267,1697
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",57,37,,,18,1,1
"Ocupantes presentes (035)",190,116,,,60,11,3
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",45,15,,1,21,1,7
"Ocupantes presentes (038)",152,43,,4,72,8,25
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",69,54,,2,9,4,
"Ocupantes presentes (041)",241,180,,9,29,23,
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",253,2,243,3,,,5
"Ocupantes presentes (047)",770,8,743,6,,,13
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",6,1,,,2,3,
"Ocupantes presentes (050)",6,1,,,2,3,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",9742,277,1421,66,7531,354,93
"Ocupantes presentes (056)",44478,1060,6080,303,35301,1346,388
"Casa independiente",,,,,,,
"Viviendas particulares (058)",9612,270,1402,64,7445,345,86
"Ocupantes presentes (059)",43900,1041,5993,299,34890,1324,353
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",127,6,19,2,86,7,7
"Ocupantes presentes (071)",572,15,87,4,411,20,35
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",3,1,,,,2,
"Ocupantes presentes (077)",6,4,,,,2,
"Otro tipo",,,,,,,
