"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PAUCARTAMBO (000)",45877,28722,1294,457,15473
"Menos de 1 año (001)",1105,906,24,6,169
"De 1 a 14 años (002)",18636,15219,473,176,2791
"De 15 a 29 años (003)",10415,5093,193,81,5067
"De 30 a 44 años (004)",8118,3830,345,119,3842
"De 45 a 64 años (005)",5451,2720,196,61,2481
"De 65 y mas años (006)",2152,954,63,14,1123
"Hombres (008)",23105,14014,710,279,8145
"Menos de 1 año (009)",573,464,11,5,93
"De 1 a 14 años (010)",9413,7685,249,77,1414
"De 15 a 29 años (011)",5281,2347,92,48,2806
"De 30 a 44 años (012)",4110,1791,194,90,2047
"De 45 a 64 años (013)",2719,1294,119,52,1259
"De 65 y mas años (014)",1009,433,45,7,526
"Mujeres (016)",22772,14708,584,178,7328
"Menos de 1 año (017)",532,442,13,1,76
"De 1 a 14 años (018)",9223,7534,224,99,1377
"De 15 a 29 años (019)",5134,2746,101,33,2261
"De 30 a 44 años (020)",4008,2039,151,29,1795
"De 45 a 64 años (021)",2732,1426,77,9,1222
"De 65 y mas años (022)",1143,521,18,7,597
,,,,,
"URBANA (024)",8511,2923,855,198,4540
"Menos de 1 año (025)",163,123,14,2,24
"De 1 a 14 años (026)",3089,1984,292,54,760
"De 15 a 29 años (027)",2083,429,125,31,1501
"De 30 a 44 años (028)",1735,224,234,68,1210
"De 45 a 64 años (029)",1042,128,144,35,735
"De 65 y mas años (030)",399,35,46,8,310
"Hombres (032)",4235,1379,473,139,2247
"Menos de 1 año (033)",93,71,7,2,13
"De 1 a 14 años (034)",1523,961,159,22,381
"De 15 a 29 años (035)",1008,178,59,20,753
"De 30 a 44 años (036)",889,91,127,57,615
"De 45 a 64 años (037)",531,60,87,33,351
"De 65 y mas años (038)",191,18,34,5,134
"Mujeres (040)",4276,1544,382,59,2293
"Menos de 1 año (041)",70,52,7,,11
"De 1 a 14 años (042)",1566,1023,133,32,379
"De 15 a 29 años (043)",1075,251,66,11,748
"De 30 a 44 años (044)",846,133,107,11,595
"De 45 a 64 años (045)",511,68,57,2,384
"De 65 y mas años (046)",208,17,12,3,176
,,,,,
"RURAL (048)",37366,25799,439,259,10933
"Menos de 1 año (049)",942,783,10,4,145
"De 1 a 14 años (050)",15547,13235,181,122,2031
"De 15 a 29 años (051)",8332,4664,68,50,3566
"De 30 a 44 años (052)",6383,3606,111,51,2632
"De 45 a 64 años (053)",4409,2592,52,26,1746
"De 65 y mas años (054)",1753,919,17,6,813
"Hombres (056)",18870,12635,237,140,5898
"Menos de 1 año (057)",480,393,4,3,80
"De 1 a 14 años (058)",7890,6724,90,55,1033
"De 15 a 29 años (059)",4273,2169,33,28,2053
"De 30 a 44 años (060)",3221,1700,67,33,1432
"De 45 a 64 años (061)",2188,1234,32,19,908
"De 65 y mas años (062)",818,415,11,2,392
"Mujeres (064)",18496,13164,202,119,5035
"Menos de 1 año (065)",462,390,6,1,65
"De 1 a 14 años (066)",7657,6511,91,67,998
"De 15 a 29 años (067)",4059,2495,35,22,1513
"De 30 a 44 años (068)",3162,1906,44,18,1200
"De 45 a 64 años (069)",2221,1358,20,7,838
"De 65 y mas años (070)",935,504,6,4,421
