"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia URUBAMBA (000)",19591,4380,2759,9803,362,1911,376
"Conviviente (001)",5971,1421,967,3046,107,357,73
"Separado(a) (002)",571,137,73,305,8,21,27
"Casado(a) (003)",7713,1334,882,4563,176,716,42
"Viudo(a) (004)",694,55,55,505,17,55,7
"Divorciado(a) (005)",100,32,4,53,7,3,1
"Soltero(a) (006)",4542,1401,778,1331,47,759,226
"Hombres (008)",13308,2672,2538,6664,262,1101,71
"Conviviente (009)",4041,910,880,2002,74,168,7
"Separado(a) (010)",212,46,56,97,5,6,2
"Casado(a) (011)",5525,911,828,3348,139,293,6
"Viudo(a) (012)",302,21,40,210,8,23,
"Divorciado(a) (013)",56,17,4,28,5,2,
"Soltero(a) (014)",3172,767,730,979,31,609,56
"Mujeres (016)",6283,1708,221,3139,100,810,305
"Conviviente (017)",1930,511,87,1044,33,189,66
"Separado(a) (018)",359,91,17,208,3,15,25
"Casado(a) (019)",2188,423,54,1215,37,423,36
"Viudo(a) (020)",392,34,15,295,9,32,7
"Divorciado(a) (021)",44,15,,25,2,1,1
"Soltero(a) (022)",1370,634,48,352,16,150,170
,,,,,,,
"URBANA (024)",11121,3676,1562,4687,263,651,282
"Conviviente (025)",3605,1177,586,1577,72,141,52
"Separado(a) (026)",389,118,49,193,6,9,14
"Casado(a) (027)",3846,1118,450,1903,132,216,27
"Viudo(a) (028)",340,47,28,229,15,20,1
"Divorciado(a) (029)",74,27,1,38,5,2,1
"Soltero(a) (030)",2867,1189,448,747,33,263,187
"Hombres (032)",6679,2195,1404,2514,185,324,57
"Conviviente (033)",2184,744,520,815,49,50,6
"Separado(a) (034)",132,39,38,48,4,1,2
"Casado(a) (035)",2403,743,411,1067,100,78,4
"Viudo(a) (036)",111,17,20,61,7,6,
"Divorciado(a) (037)",41,15,1,19,4,2,
"Soltero(a) (038)",1808,637,414,504,21,187,45
"Mujeres (040)",4442,1481,158,2173,78,327,225
"Conviviente (041)",1421,433,66,762,23,91,46
"Separado(a) (042)",257,79,11,145,2,8,12
"Casado(a) (043)",1443,375,39,836,32,138,23
"Viudo(a) (044)",229,30,8,168,8,14,1
"Divorciado(a) (045)",33,12,,19,1,,1
"Soltero(a) (046)",1059,552,34,243,12,76,142
,,,,,,,
"RURAL (048)",8470,704,1197,5116,99,1260,94
"Conviviente (049)",2366,244,381,1469,35,216,21
"Separado(a) (050)",182,19,24,112,2,12,13
"Casado(a) (051)",3867,216,432,2660,44,500,15
"Viudo(a) (052)",354,8,27,276,2,35,6
"Divorciado(a) (053)",26,5,3,15,2,1,
"Soltero(a) (054)",1675,212,330,584,14,496,39
"Hombres (056)",6629,477,1134,4150,77,777,14
"Conviviente (057)",1857,166,360,1187,25,118,1
"Separado(a) (058)",80,7,18,49,1,5,
"Casado(a) (059)",3122,168,417,2281,39,215,2
"Viudo(a) (060)",191,4,20,149,1,17,
"Divorciado(a) (061)",15,2,3,9,1,,
"Soltero(a) (062)",1364,130,316,475,10,422,11
"Mujeres (064)",1841,227,63,966,22,483,80
"Conviviente (065)",509,78,21,282,10,98,20
"Separado(a) (066)",102,12,6,63,1,7,13
"Casado(a) (067)",745,48,15,379,5,285,13
"Viudo(a) (068)",163,4,7,127,1,18,6
"Divorciado(a) (069)",11,3,,6,1,1,
"Soltero(a) (070)",311,82,14,109,4,74,28
