"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia URUBAMBA",,,,
"Viviendas particulares (001)",9198,7371,1302,525
"Ocupantes presentes (002)",37526,30524,4844,2158
"Casa independiente",,,,
"Viviendas particulares (004)",8741,7088,1141,512
"Ocupantes presentes (005)",36152,29595,4450,2107
"Departamento en edificio",,,,
"Viviendas particulares (007)",89,69,20,
"Ocupantes presentes (008)",251,204,47,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",63,48,15,
"Ocupantes presentes (011)",236,189,47,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",293,157,123,13
"Ocupantes presentes (014)",852,507,294,51
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (019)",6,5,1,
"Ocupantes presentes (020)",18,14,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",6,4,2,
"Ocupantes presentes (023)",17,15,2,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",7786,6201,1185,400
"Ocupantes presentes (029)",31645,25657,4349,1639
"Casa independiente",,,,
"Viviendas particulares (031)",7351,5934,1029,388
"Ocupantes presentes (032)",30370,24803,3977,1590
"Departamento en edificio",,,,
"Viviendas particulares (034)",84,64,20,
"Ocupantes presentes (035)",238,191,47,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",51,40,11,
"Ocupantes presentes (038)",162,135,27,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",288,154,122,12
"Ocupantes presentes (041)",840,499,292,49
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (046)",6,5,1,
"Ocupantes presentes (047)",18,14,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",6,4,2,
"Ocupantes presentes (050)",17,15,2,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",1412,1170,117,125
"Ocupantes presentes (056)",5881,4867,495,519
"Casa independiente",,,,
"Viviendas particulares (058)",1390,1154,112,124
"Ocupantes presentes (059)",5782,4792,473,517
"Departamento en edificio",,,,
"Viviendas particulares (061)",5,5,,
"Ocupantes presentes (062)",13,13,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",12,8,4,
"Ocupantes presentes (065)",74,54,20,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",5,3,1,1
"Ocupantes presentes (068)",12,8,2,2
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",5658,4452,927,279
"Ocupantes presentes (110)",22851,18443,3269,1139
"Casa independiente",,,,
"Viviendas particulares (112)",5201,4169,766,266
"Ocupantes presentes (113)",21477,17514,2875,1088
"Departamento en edificio",,,,
"Viviendas particulares (115)",89,69,20,
"Ocupantes presentes (116)",251,204,47,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",63,48,15,
"Ocupantes presentes (119)",236,189,47,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",293,157,123,13
"Ocupantes presentes (122)",852,507,294,51
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",6,5,1,
"Ocupantes presentes (128)",18,14,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",6,4,2,
"Ocupantes presentes (131)",17,15,2,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",4942,3924,849,169
"Ocupantes presentes (137)",19877,16233,2965,679
"Casa independiente",,,,
"Viviendas particulares (139)",4507,3657,693,157
"Ocupantes presentes (140)",18602,15379,2593,630
"Departamento en edificio",,,,
"Viviendas particulares (142)",84,64,20,
"Ocupantes presentes (143)",238,191,47,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",51,40,11,
"Ocupantes presentes (146)",162,135,27,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",288,154,122,12
"Ocupantes presentes (149)",840,499,292,49
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",6,5,1,
"Ocupantes presentes (155)",18,14,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",6,4,2,
"Ocupantes presentes (158)",17,15,2,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",716,528,78,110
"Ocupantes presentes (164)",2974,2210,304,460
"Casa independiente",,,,
"Viviendas particulares (166)",694,512,73,109
"Ocupantes presentes (167)",2875,2135,282,458
"Departamento en edificio",,,,
"Viviendas particulares (169)",5,5,,
"Ocupantes presentes (170)",13,13,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",12,8,4,
"Ocupantes presentes (173)",74,54,20,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",5,3,1,1
"Ocupantes presentes (176)",12,8,2,2
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",3540,2919,375,246
"Ocupantes presentes (218)",14675,12081,1575,1019
"Casa independiente",,,,
"Viviendas particulares (220)",3540,2919,375,246
"Ocupantes presentes (221)",14675,12081,1575,1019
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",2844,2277,336,231
"Ocupantes presentes (245)",11768,9424,1384,960
"Casa independiente",,,,
"Viviendas particulares (247)",2844,2277,336,231
"Ocupantes presentes (248)",11768,9424,1384,960
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",696,642,39,15
"Ocupantes presentes (272)",2907,2657,191,59
"Casa independiente",,,,
"Viviendas particulares (274)",696,642,39,15
"Ocupantes presentes (275)",2907,2657,191,59
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
