"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia TARATA",,,
"Viviendas particulares (001)",1492,1397,95
"Ocupantes presentes (002)",4620,4326,294
"Casa independiente",,,
"Viviendas particulares (004)",1447,1356,91
"Ocupantes presentes (005)",4494,4214,280
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",39,36,3
"Ocupantes presentes (014)",105,92,13
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (019)",3,2,1
"Ocupantes presentes (020)",11,10,1
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",2,2,
"Ocupantes presentes (023)",9,9,
"Otro tipo",,,
"Viviendas particulares (025)",1,1,
"Ocupantes presentes (026)",1,1,
,,,
URBANA,,,
"Viviendas particulares (028)",1389,1299,90
"Ocupantes presentes (029)",4324,4041,283
"Casa independiente",,,
"Viviendas particulares (031)",1345,1259,86
"Ocupantes presentes (032)",4199,3930,269
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",39,36,3
"Ocupantes presentes (041)",105,92,13
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",3,2,1
"Ocupantes presentes (047)",11,10,1
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",1,1,
"Ocupantes presentes (050)",8,8,
"Otro tipo",,,
"Viviendas particulares (052)",1,1,
"Ocupantes presentes (053)",1,1,
,,,
RURAL,,,
"Viviendas particulares (055)",103,98,5
"Ocupantes presentes (056)",296,285,11
"Casa independiente",,,
"Viviendas particulares (058)",102,97,5
"Ocupantes presentes (059)",295,284,11
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",1,1,
"Otro tipo",,,
