"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PACHITEA (000)",16666,15406,837,187,236
"Empleado (001)",692,294,90,98,210
"Obrero (002)",2448,2049,303,72,24
"Trabajador independiente (003)",9986,9719,267,,
"Empleador o patrono (004)",398,354,38,6,
"Trabajador familiar no remunerado (005)",2986,2834,139,11,2
"Trabajador del hogar (006)",156,156,,,
"De 06 a 14 años (008)",425,392,28,5,
"Empleado (009)",4,4,,,
"Obrero (010)",84,68,14,2,
"Trabajador independiente (011)",7,7,,,
"Trabajador familiar no remunerado (013)",319,302,14,3,
"Trabajador del hogar (014)",11,11,,,
"De 15 a 29 años (016)",6607,6027,415,71,94
"Empleado (017)",300,157,34,27,82
"Obrero (018)",1140,947,145,38,10
"Trabajador independiente (019)",2954,2835,119,,
"Empleador o patrono (020)",98,82,16,,
"Trabajador familiar no remunerado (021)",2000,1891,101,6,2
"Trabajador del hogar (022)",115,115,,,
"De 30 a 44 años (024)",5148,4725,249,71,103
"Empleado (025)",285,102,41,46,96
"Obrero (026)",753,633,92,21,7
"Trabajador independiente (027)",3569,3478,91,,
"Empleador o patrono (028)",143,125,14,4,
"Trabajador familiar no remunerado (029)",381,370,11,,
"Trabajador del hogar (030)",17,17,,,
"De 45 a 64 años (032)",3389,3190,124,37,38
"Empleado (033)",100,30,15,23,32
"Obrero (034)",377,316,45,10,6
"Trabajador independiente (035)",2574,2526,48,,
"Empleador o patrono (036)",113,105,6,2,
"Trabajador familiar no remunerado (037)",213,201,10,2,
"Trabajador del hogar (038)",12,12,,,
"De 65 y más años (040)",1097,1072,21,3,1
"Empleado (041)",3,1,,2,
"Obrero (042)",94,85,7,1,1
"Trabajador independiente (043)",882,873,9,,
"Empleador o patrono (044)",44,42,2,,
"Trabajador familiar no remunerado (045)",73,70,3,,
"Trabajador del hogar (046)",1,1,,,
,,,,,
"URBANA (048)",2579,2143,159,104,173
"Empleado (049)",428,138,61,71,158
"Obrero (050)",408,312,51,31,14
"Trabajador independiente (051)",1470,1428,42,,
"Empleador o patrono (052)",24,23,,1,
"Trabajador familiar no remunerado (053)",199,192,5,1,1
"Trabajador del hogar (054)",50,50,,,
"De 06 a 14 años (056)",34,32,1,1,
"Empleado (057)",2,2,,,
