"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MARISCAL NIETO (000)",3239,13,1519,1095,506,106
"Sin nivel (001)",122,,8,43,44,27
"Educación inicial (002)",2,,2,,,
"Primaria (003)",473,2,76,171,176,48
"Secundaria (004)",1186,11,607,398,152,18
"Superior no univ. incompleta (005)",386,,264,102,19,1
"Superior no univ. completa (006)",471,,263,161,45,2
"Superior univ. incompleta (007)",250,,141,81,24,4
"Superior univ. completa (008)",349,,158,139,46,6
"Hombres (010)",1834,7,813,586,344,84
"Sin nivel (011)",52,,2,13,24,13
"Primaria (013)",274,2,41,69,117,45
"Secundaria (014)",695,5,326,241,109,14
"Superior no univ. incompleta (015)",184,,124,47,12,1
"Superior no univ. completa (016)",276,,150,94,30,2
"Superior univ. incompleta (017)",156,,90,47,16,3
"Superior univ. completa (018)",197,,80,75,36,6
"Mujeres (020)",1405,6,706,509,162,22
"Sin nivel (021)",70,,6,30,20,14
"Educación inicial (022)",2,,2,,,
"Primaria (023)",199,,35,102,59,3
"Secundaria (024)",491,6,281,157,43,4
"Superior no univ. incompleta (025)",202,,140,55,7,
"Superior no univ. completa (026)",195,,113,67,15,
"Superior univ. incompleta (027)",94,,51,34,8,1
"Superior univ. completa (028)",152,,78,64,10,
,,,,,,
"Area Urbana (030)",2976,12,1396,1012,464,92
"Sin nivel (031)",102,,7,37,35,23
"Educación inicial (032)",2,,2,,,
"Primaria (033)",419,1,62,155,158,43
"Secundaria (034)",1108,11,564,373,145,15
"Superior no univ. incompleta (035)",351,,238,95,18,
"Superior no univ. completa (036)",428,,237,147,42,2
"Superior univ. incompleta (037)",240,,136,77,24,3
"Superior univ. completa (038)",326,,150,128,42,6
"Hombres (040)",1646,6,725,530,313,72
"Sin nivel (041)",38,,2,8,19,9
"Primaria (043)",232,1,31,57,102,41
"Secundaria (044)",638,5,296,223,102,12
"Superior no univ. incompleta (045)",159,,104,43,12,
"Superior no univ. completa (046)",249,,131,87,29,2
"Superior univ. incompleta (047)",147,,85,44,16,2
"Superior univ. completa (048)",183,,76,68,33,6
"Mujeres (050)",1330,6,671,482,151,20
"Sin nivel (051)",64,,5,29,16,14
"Educación inicial (052)",2,,2,,,
"Primaria (053)",187,,31,98,56,2
"Secundaria (054)",470,6,268,150,43,3
"Superior no univ. incompleta (055)",192,,134,52,6,
"Superior no univ. completa (056)",179,,106,60,13,
"Superior univ. incompleta (057)",93,,51,33,8,1
"Superior univ. completa (058)",143,,74,60,9,
,,,,,,
"Area Rural (060)",263,1,123,83,42,14
"Sin nivel (061)",20,,1,6,9,4
"Primaria (063)",54,1,14,16,18,5
"Secundaria (064)",78,,43,25,7,3
"Superior no univ. incompleta (065)",35,,26,7,1,1
"Superior no univ. completa (066)",43,,26,14,3,
"Superior univ. incompleta (067)",10,,5,4,,1
"Superior univ. completa (068)",23,,8,11,4,
"Hombres (070)",188,1,88,56,31,12
"Sin nivel (071)",14,,,5,5,4
"Primaria (073)",42,1,10,12,15,4
"Secundaria (074)",57,,30,18,7,2
"Superior no univ. incompleta (075)",25,,20,4,,1
"Superior no univ. completa (076)",27,,19,7,1,
"Superior univ. incompleta (077)",9,,5,3,,1
"Superior univ. completa (078)",14,,4,7,3,
"Mujeres (080)",75,,35,27,11,2
"Sin nivel (081)",6,,1,1,4,
"Primaria (083)",12,,4,4,3,1
"Secundaria (084)",21,,13,7,,1
"Superior no univ. incompleta (085)",10,,6,3,1,
"Superior no univ. completa (086)",16,,7,7,2,
"Superior univ. incompleta (087)",1,,,1,,
"Superior univ. completa (088)",9,,4,4,1,
