"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia ISLAY",,,,,,
"Viviendas particulares (001)",13934,13322,513,84,12,3
"Ocupantes presentes (002)",50252,45446,3697,893,166,50
"Casa independiente",,,,,,
"Viviendas particulares (004)",13111,12519,499,79,12,2
"Ocupantes presentes (005)",47800,43165,3595,842,166,32
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",178,174,3,1,,
"Ocupantes presentes (008)",556,521,26,9,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",62,59,2,,,1
"Ocupantes presentes (011)",223,187,18,,,18
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",111,104,4,3,,
"Ocupantes presentes (014)",322,265,24,33,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",253,251,2,,,
"Ocupantes presentes (017)",751,738,13,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",193,190,3,,,
"Ocupantes presentes (020)",532,511,21,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",24,23,,1,,
"Ocupantes presentes (023)",57,48,,9,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",2,2,,,,
"Ocupantes presentes (026)",11,11,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",12559,11976,491,78,11,3
"Ocupantes presentes (029)",45952,41377,3541,832,152,50
"Casa independiente",,,,,,
"Viviendas particulares (031)",11990,11425,479,73,11,2
"Ocupantes presentes (032)",44252,39835,3452,781,152,32
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",178,174,3,1,,
"Ocupantes presentes (035)",556,521,26,9,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",62,59,2,,,1
"Ocupantes presentes (038)",223,187,18,,,18
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",111,104,4,3,,
"Ocupantes presentes (041)",322,265,24,33,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",193,190,3,,,
"Ocupantes presentes (047)",532,511,21,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",23,22,,1,,
"Ocupantes presentes (050)",56,47,,9,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",2,2,,,,
"Ocupantes presentes (053)",11,11,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",1375,1346,22,6,1,
"Ocupantes presentes (056)",4300,4069,156,61,14,
"Casa independiente",,,,,,
"Viviendas particulares (058)",1121,1094,20,6,1,
"Ocupantes presentes (059)",3548,3330,143,61,14,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",253,251,2,,,
"Ocupantes presentes (071)",751,738,13,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",1,1,,,,
"Otro tipo",,,,,,
