"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia NAZCA (000)",23355,362,6994,8772,6189,1038
"Empleado (001)",6244,41,2021,2512,1540,130
"Obrero (002)",6533,70,2173,2407,1651,232
"Trabajador independiente (003)",8730,73,2149,3316,2612,580
"Empleador o patrono (004)",408,1,86,161,131,29
"Trabajador familiar no remunerado (005)",902,164,312,213,157,56
"Trabajador del hogar (006)",538,13,253,163,98,11
"Hombres (008)",15689,249,4724,5701,4235,780
"Empleado (009)",3501,30,1008,1366,995,102
"Obrero (010)",5712,62,1922,2072,1453,203
"Trabajador independiente (011)",5706,50,1516,2074,1639,427
"Empleador o patrono (012)",270,1,57,104,88,20
"Trabajador familiar no remunerado (013)",421,102,179,65,49,26
"Trabajador del hogar (014)",79,4,42,20,11,2
"Mujeres (016)",7666,113,2270,3071,1954,258
"Empleado (017)",2743,11,1013,1146,545,28
"Obrero (018)",821,8,251,335,198,29
"Trabajador independiente (019)",3024,23,633,1242,973,153
"Empleador o patrono (020)",138,,29,57,43,9
"Trabajador familiar no remunerado (021)",481,62,133,148,108,30
"Trabajador del hogar (022)",459,9,211,143,87,9
,,,,,,
"URBANA (024)",20586,326,6184,7862,5392,822
"Empleado (025)",6030,37,1938,2425,1503,127
"Obrero (026)",5159,59,1727,1948,1268,157
"Trabajador independiente (027)",7796,70,1957,3019,2287,463
"Empleador o patrono (028)",383,1,79,154,123,26
"Trabajador familiar no remunerado (029)",711,146,244,162,119,40
"Trabajador del hogar (030)",507,13,239,154,92,9
"Hombres (032)",13615,222,4103,5048,3634,608
"Empleado (033)",3372,26,963,1311,972,100
"Obrero (034)",4650,54,1563,1737,1156,140
"Trabajador independiente (035)",4959,47,1361,1841,1377,333
"Empleador o patrono (036)",248,1,51,98,81,17
"Trabajador familiar no remunerado (037)",312,90,126,41,38,17
"Trabajador del hogar (038)",74,4,39,20,10,1
"Mujeres (040)",6971,104,2081,2814,1758,214
"Empleado (041)",2658,11,975,1114,531,27
"Obrero (042)",509,5,164,211,112,17
"Trabajador independiente (043)",2837,23,596,1178,910,130
"Empleador o patrono (044)",135,,28,56,42,9
"Trabajador familiar no remunerado (045)",399,56,118,121,81,23
"Trabajador del hogar (046)",433,9,200,134,82,8
,,,,,,
"RURAL (048)",2769,36,810,910,797,216
"Empleado (049)",214,4,83,87,37,3
"Obrero (050)",1374,11,446,459,383,75
"Trabajador independiente (051)",934,3,192,297,325,117
"Empleador o patrono (052)",25,,7,7,8,3
"Trabajador familiar no remunerado (053)",191,18,68,51,38,16
"Trabajador del hogar (054)",31,,14,9,6,2
"Hombres (056)",2074,27,621,653,601,172
"Empleado (057)",129,4,45,55,23,2
"Obrero (058)",1062,8,359,335,297,63
"Trabajador independiente (059)",747,3,155,233,262,94
"Empleador o patrono (060)",22,,6,6,7,3
"Trabajador familiar no remunerado (061)",109,12,53,24,11,9
"Trabajador del hogar (062)",5,,3,,1,1
"Mujeres (064)",695,9,189,257,196,44
"Empleado (065)",85,,38,32,14,1
"Obrero (066)",312,3,87,124,86,12
"Trabajador independiente (067)",187,,37,64,63,23
"Empleador o patrono (068)",3,,1,1,1,
"Trabajador familiar no remunerado (069)",82,6,15,27,27,7
"Trabajador del hogar (070)",26,,11,9,5,1
