"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia RIOJA",,,,,,,,,
"Viviendas particulares (001)",613,380,128,24,23,10,6,8,34
"Ocupantes presentes (002)",2564,1597,477,106,109,47,36,46,146
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",515,305,114,22,23,9,6,8,28
"Ocupantes presentes (005)",2253,1355,437,102,109,42,36,46,126
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,1,,,,1,,,
"Ocupantes presentes (008)",8,3,,,,5,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",77,65,6,1,,,,,5
"Ocupantes presentes (011)",245,209,18,3,,,,,15
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",12,6,6,,,,,,
"Ocupantes presentes (014)",33,17,16,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",6,3,2,,,,,,1
"Ocupantes presentes (020)",24,13,6,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,1,,,,,
"Ocupantes presentes (023)",1,,,1,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",522,309,124,23,20,10,6,8,22
"Ocupantes presentes (029)",2106,1232,458,105,94,47,36,46,88
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",424,234,110,21,20,9,6,8,16
"Ocupantes presentes (032)",1795,990,418,101,94,42,36,46,68
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,1,,,,1,,,
"Ocupantes presentes (035)",8,3,,,,5,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",77,65,6,1,,,,,5
"Ocupantes presentes (038)",245,209,18,3,,,,,15
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",12,6,6,,,,,,
"Ocupantes presentes (041)",33,17,16,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",6,3,2,,,,,,1
"Ocupantes presentes (047)",24,13,6,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,1,,,,,
"Ocupantes presentes (050)",1,,,1,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",91,71,4,1,3,,,,12
"Ocupantes presentes (056)",458,365,19,1,15,,,,58
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",91,71,4,1,3,,,,12
"Ocupantes presentes (059)",458,365,19,1,15,,,,58
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
