"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia UTCUBAMBA (000)",77033,13650,15774,16110,12736,8526,10237
"Conviviente (001)",27177,410,5149,9288,6473,3357,2500
"Separado(a) (002)",2543,26,346,545,557,480,589
"Casado(a) (003)",16551,23,697,2938,4185,3764,4944
"Viudo(a) (004)",2259,1,22,89,206,313,1628
"Divorciado(a) (005)",249,,15,38,62,50,84
"Soltero(a) (006)",28254,13190,9545,3212,1253,562,492
"Hombres (008)",40638,7100,8403,8181,6712,4541,5701
"Conviviente (009)",13406,75,1700,4585,3549,1933,1564
"Separado(a) (010)",782,4,49,120,183,173,253
"Casado(a) (011)",8364,8,182,1200,2072,1941,2961
"Viudo(a) (012)",664,1,6,23,55,73,506
"Divorciado(a) (013)",107,,4,14,25,23,41
"Soltero(a) (014)",17315,7012,6462,2239,828,398,376
"Mujeres (016)",36395,6550,7371,7929,6024,3985,4536
"Conviviente (017)",13771,335,3449,4703,2924,1424,936
"Separado(a) (018)",1761,22,297,425,374,307,336
"Casado(a) (019)",8187,15,515,1738,2113,1823,1983
"Viudo(a) (020)",1595,,16,66,151,240,1122
"Divorciado(a) (021)",142,,11,24,37,27,43
"Soltero(a) (022)",10939,6178,3083,973,425,164,116
,,,,,,,
"URBANA (024)",34876,5809,7207,7204,6196,4041,4419
"Conviviente (025)",11625,157,2015,3907,3025,1539,982
"Separado(a) (026)",1359,9,159,283,340,256,312
"Casado(a) (027)",7626,13,307,1273,2079,1789,2165
"Viudo(a) (028)",928,1,7,41,87,130,662
"Divorciado(a) (029)",132,,6,22,34,28,42
"Soltero(a) (030)",13206,5629,4713,1678,631,299,256
"Hombres (032)",18077,2965,3816,3501,3195,2174,2426
"Conviviente (033)",5703,50,653,1839,1635,913,613
"Separado(a) (034)",391,2,28,60,102,80,119
"Casado(a) (035)",3870,5,87,502,1032,957,1287
"Viudo(a) (036)",265,1,3,12,25,23,201
"Divorciado(a) (037)",59,,1,7,16,14,21
"Soltero(a) (038)",7789,2907,3044,1081,385,187,185
"Mujeres (040)",16799,2844,3391,3703,3001,1867,1993
"Conviviente (041)",5922,107,1362,2068,1390,626,369
"Separado(a) (042)",968,7,131,223,238,176,193
"Casado(a) (043)",3756,8,220,771,1047,832,878
"Viudo(a) (044)",663,,4,29,62,107,461
"Divorciado(a) (045)",73,,5,15,18,14,21
"Soltero(a) (046)",5417,2722,1669,597,246,112,71
,,,,,,,
"RURAL (048)",42157,7841,8567,8906,6540,4485,5818
"Conviviente (049)",15552,253,3134,5381,3448,1818,1518
"Separado(a) (050)",1184,17,187,262,217,224,277
"Casado(a) (051)",8925,10,390,1665,2106,1975,2779
"Viudo(a) (052)",1331,,15,48,119,183,966
"Divorciado(a) (053)",117,,9,16,28,22,42
"Soltero(a) (054)",15048,7561,4832,1534,622,263,236
"Hombres (056)",22561,4135,4587,4680,3517,2367,3275
"Conviviente (057)",7703,25,1047,2746,1914,1020,951
"Separado(a) (058)",391,2,21,60,81,93,134
"Casado(a) (059)",4494,3,95,698,1040,984,1674
"Viudo(a) (060)",399,,3,11,30,50,305
"Divorciado(a) (061)",48,,3,7,9,9,20
"Soltero(a) (062)",9526,4105,3418,1158,443,211,191
"Mujeres (064)",19596,3706,3980,4226,3023,2118,2543
"Conviviente (065)",7849,228,2087,2635,1534,798,567
"Separado(a) (066)",793,15,166,202,136,131,143
"Casado(a) (067)",4431,7,295,967,1066,991,1105
"Viudo(a) (068)",932,,12,37,89,133,661
"Divorciado(a) (069)",69,,6,9,19,13,22
"Soltero(a) (070)",5522,3456,1414,376,179,52,45
