"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TAYACAJA (000)",1179,26,610,335,164,44
"Conviviente (001)",250,1,143,86,16,4
"Separado(a) (002)",21,,8,8,2,3
"Casado(a) (003)",389,,51,185,124,29
"Viudo(a) (004)",27,,1,3,17,6
"Divorciado(a) (005)",3,,1,1,1,
"Soltero(a) (006)",489,25,406,52,4,2
"Hombres (008)",905,16,442,275,138,34
"Conviviente (009)",205,1,113,73,15,3
"Separado(a) (010)",8,,2,5,,1
"Casado(a) (011)",336,,41,159,112,24
"Viudo(a) (012)",15,,,3,8,4
"Divorciado(a) (013)",2,,1,1,,
"Soltero(a) (014)",339,15,285,34,3,2
"Mujeres (016)",274,10,168,60,26,10
"Conviviente (017)",45,,30,13,1,1
"Separado(a) (018)",13,,6,3,2,2
"Casado(a) (019)",53,,10,26,12,5
"Viudo(a) (020)",12,,1,,9,2
"Divorciado(a) (021)",1,,,,1,
"Soltero(a) (022)",150,10,121,18,1,
,,,,,,
"AREA URBANA (024)",408,8,188,124,73,15
"Conviviente (025)",93,,48,35,7,3
"Separado(a) (026)",10,,3,4,,3
"Casado(a) (027)",136,,8,62,57,9
"Viudo(a) (028)",8,,1,,7,
"Divorciado(a) (029)",2,,,1,1,
"Soltero(a) (030)",159,8,128,22,1,
"Hombres (032)",286,5,123,87,61,10
"Conviviente (033)",69,,36,24,7,2
"Separado(a) (034)",4,,1,2,,1
"Casado(a) (035)",106,,4,45,50,7
"Viudo(a) (036)",3,,,,3,
"Divorciado(a) (037)",1,,,1,,
"Soltero(a) (038)",103,5,82,15,1,
"Mujeres (040)",122,3,65,37,12,5
"Conviviente (041)",24,,12,11,,1
"Separado(a) (042)",6,,2,2,,2
"Casado(a) (043)",30,,4,17,7,2
"Viudo(a) (044)",5,,1,,4,
"Divorciado(a) (045)",1,,,,1,
"Soltero(a) (046)",56,3,46,7,,
,,,,,,
"AREA RURAL (048)",771,18,422,211,91,29
"Conviviente (049)",157,1,95,51,9,1
"Separado(a) (050)",11,,5,4,2,
"Casado(a) (051)",253,,43,123,67,20
"Viudo(a) (052)",19,,,3,10,6
"Divorciado(a) (053)",1,,1,,,
"Soltero(a) (054)",330,17,278,30,3,2
"Hombres (056)",619,11,319,188,77,24
"Conviviente (057)",136,1,77,49,8,1
"Separado(a) (058)",4,,1,3,,
"Casado(a) (059)",230,,37,114,62,17
"Viudo(a) (060)",12,,,3,5,4
"Divorciado(a) (061)",1,,1,,,
"Soltero(a) (062)",236,10,203,19,2,2
"Mujeres (064)",152,7,103,23,14,5
"Conviviente (065)",21,,18,2,1,
"Separado(a) (066)",7,,4,1,2,
"Casado(a) (067)",23,,6,9,5,3
"Viudo(a) (068)",7,,,,5,2
"Soltero(a) (070)",94,7,75,11,1,
