"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia PATAZ",,,,,,,,
"Hogares (001)",16622,8721,4923,1264,62,427,346,5885
"Ocupantes presentes (002)",73667,41223,21646,5651,257,2025,1492,23925
"Casa independiente",,,,,,,,
"Hogares (004)",16094,8516,4734,1227,61,420,339,5674
"Ocupantes presentes (005)",71505,40337,20851,5499,255,2007,1462,23098
"Departamento en edificio",,,,,,,,
"Hogares (007)",5,3,5,1,,,1,
"Ocupantes presentes (008)",19,14,19,5,,,5,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",57,16,44,8,,1,1,7
"Ocupantes presentes (011)",185,42,155,27,,2,6,19
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",112,51,74,14,1,3,1,20
"Ocupantes presentes (014)",378,161,270,47,2,6,6,68
"Choza o cabaña",,,,,,,,
"Hogares (016)",324,127,54,11,,3,3,170
"Ocupantes presentes (017)",1447,641,295,65,,10,10,675
"Vivienda improvisada",,,,,,,,
"Hogares (019)",11,2,5,2,,,1,5
"Ocupantes presentes (020)",45,8,28,7,,,3,14
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",15,5,7,1,,,,6
"Ocupantes presentes (023)",64,19,28,1,,,,28
"Otro tipo",,,,,,,,
"Hogares (025)",4,1,,,,,,3
"Ocupantes presentes (026)",24,1,,,,,,23
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",4728,2440,2899,815,50,239,297,1018
"Ocupantes presentes (029)",18855,10239,11978,3429,202,1097,1276,3579
"Casa independiente",,,,,,,,
"Hogares (031)",4537,2366,2767,789,49,235,293,985
"Ocupantes presentes (032)",18211,10010,11492,3342,200,1089,1256,3476
"Departamento en edificio",,,,,,,,
"Hogares (034)",5,3,5,1,,,1,
"Ocupantes presentes (035)",19,14,19,5,,,5,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",57,16,44,8,,1,1,7
"Ocupantes presentes (038)",185,42,155,27,,2,6,19
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",112,51,74,14,1,3,1,20
"Ocupantes presentes (041)",378,161,270,47,2,6,6,68
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",11,2,5,2,,,1,5
"Ocupantes presentes (047)",45,8,28,7,,,3,14
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",6,2,4,1,,,,1
"Ocupantes presentes (050)",17,4,14,1,,,,2
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",11894,6281,2024,449,12,188,49,4867
"Ocupantes presentes (056)",54812,30984,9668,2222,55,928,216,20346
"Casa independiente",,,,,,,,
"Hogares (058)",11557,6150,1967,438,12,185,46,4689
"Ocupantes presentes (059)",53294,30327,9359,2157,55,918,206,19622
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",324,127,54,11,,3,3,170
"Ocupantes presentes (071)",1447,641,295,65,,10,10,675
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",9,3,3,,,,,5
"Ocupantes presentes (077)",47,15,14,,,,,26
"Otro tipo",,,,,,,,
"Hogares (079)",4,1,,,,,,3
"Ocupantes presentes (080)",24,1,,,,,,23
