"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CASTILLA (000)",16846,8663,203,351,6989,269,19,55,7,290
"Hombres (001)",6110,4414,127,219,995,132,12,30,7,174
"Mujeres (002)",10736,4249,76,132,5994,137,7,25,,116
"De 06 a 14 años (003)",6706,6493,,,115,59,1,4,,34
"Hombres (004)",3392,3296,,,55,28,,2,,11
"Mujeres (005)",3314,3197,,,60,31,1,2,,23
"De 15 a 29 años (006)",4208,2131,6,31,1935,,5,6,7,87
"Hombres (007)",1443,1103,3,15,255,,4,3,7,53
"Mujeres (008)",2765,1028,3,16,1680,,1,3,,34
"De 30 a 44 años (009)",2204,25,8,51,2034,,6,8,,72
"Hombres (010)",303,11,5,28,198,,5,3,,53
"Mujeres (011)",1901,14,3,23,1836,,1,5,,19
"De 45 a 64 años (012)",1908,11,55,89,1673,7,6,16,,51
"Hombres (013)",370,2,35,54,227,4,2,11,,35
"Mujeres (014)",1538,9,20,35,1446,3,4,5,,16
"De 65 y más años (015)",1820,3,134,180,1232,203,1,21,,46
"Hombres (016)",602,2,84,122,260,100,1,11,,22
"Mujeres (017)",1218,1,50,58,972,103,,10,,24
,,,,,,,,,,
"AREA URBANA (018)",9465,5117,149,161,3661,137,11,26,4,199
"Hombres (019)",3545,2565,93,88,576,71,8,16,4,124
"Mujeres (020)",5920,2552,56,73,3085,66,3,10,,75
"De 06 a 14 años (021)",3921,3825,,,54,21,,3,,18
"Hombres (022)",1961,1906,,,36,11,,1,,7
"Mujeres (023)",1960,1919,,,18,10,,2,,11
"De 15 a 29 años (024)",2460,1265,3,25,1097,,5,3,4,58
"Hombres (025)",857,647,2,12,147,,4,2,4,39
"Mujeres (026)",1603,618,1,13,950,,1,1,,19
"De 30 a 44 años (027)",1195,15,7,25,1090,,1,3,,54
"Hombres (028)",183,8,4,16,114,,1,,,40
"Mujeres (029)",1012,7,3,9,976,,,3,,14
"De 45 a 64 años (030)",970,9,40,39,832,2,4,7,,37
"Hombres (031)",222,2,25,20,141,1,2,6,,25
"Mujeres (032)",748,7,15,19,691,1,2,1,,12
"De 65 y más años (033)",919,3,99,72,588,114,1,10,,32
"Hombres (034)",322,2,62,40,138,59,1,7,,13
"Mujeres (035)",597,1,37,32,450,55,,3,,19
,,,,,,,,,,
"AREA RURAL (036)",7381,3546,54,190,3328,132,8,29,3,91
"Hombres (037)",2565,1849,34,131,419,61,4,14,3,50
"Mujeres (038)",4816,1697,20,59,2909,71,4,15,,41
"De 06 a 14 años (039)",2785,2668,,,61,38,1,1,,16
"Hombres (040)",1431,1390,,,19,17,,1,,4
"Mujeres (041)",1354,1278,,,42,21,1,,,12
"De 15 a 29 años (042)",1748,866,3,6,838,,,3,3,29
"Hombres (043)",586,456,1,3,108,,,1,3,14
"Mujeres (044)",1162,410,2,3,730,,,2,,15
"De 30 a 44 años (045)",1009,10,1,26,944,,5,5,,18
"Hombres (046)",120,3,1,12,84,,4,3,,13
"Mujeres (047)",889,7,,14,860,,1,2,,5
"De 45 a 64 años (048)",938,2,15,50,841,5,2,9,,14
"Hombres (049)",148,,10,34,86,3,,5,,10
"Mujeres (050)",790,2,5,16,755,2,2,4,,4
"De 65 y más años (051)",901,,35,108,644,89,,11,,14
"Hombres (052)",280,,22,82,122,41,,4,,9
"Mujeres (053)",621,,13,26,522,48,,7,,5
