"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAJAMARCA (000)",296395,38866,44853,19376,195152
"Quechua (001)",3161,528,273,87,2296
"Aymara (002)",130,19,48,23,48
"Asháninka (003)",41,12,10,21,8
"Otra lengua nativa (004)",172,22,33,23,95
"Castellano (005)",292482,38223,44467,19135,192466
"Idioma Extranjero (006)",129,2,9,76,43
"Es Sordomudo/a (007)",280,60,13,11,196
"Hombres (009)",145533,18471,23208,10850,94128
"Quechua (010)",1492,232,193,63,1023
"Aymara (011)",72,8,32,10,25
"Asháninka (012)",23,7,5,12,4
"Otra lengua nativa (013)",95,14,16,20,46
"Castellano (014)",143651,18182,22951,10702,92911
"Idioma Extranjero (015)",61,2,3,37,20
"Es Sordomudo/a (016)",139,26,8,6,99
"Mujeres (018)",150862,20395,21645,8526,101024
"Quechua (019)",1669,296,80,24,1273
"Aymara (020)",58,11,16,13,23
"Asháninka (021)",18,5,5,9,4
"Otra lengua nativa (022)",77,8,17,3,49
"Castellano (023)",148831,20041,21516,8433,99555
"Idioma Extranjero (024)",68,,6,39,23
"Es Sordomudo/a (025)",141,34,5,5,97
,,,,,
"URBANA (027)",164379,11281,37012,16759,100887
"Quechua (028)",898,108,156,68,584
"Aymara (029)",95,9,35,18,37
"Asháninka (030)",30,4,9,15,6
"Otra lengua nativa (031)",155,15,32,20,88
"Castellano (032)",162958,11119,36762,16554,100056
"Idioma Extranjero (033)",126,2,9,73,43
"Es Sordomudo/a (034)",117,24,9,11,73
"Hombres (036)",79711,5328,18187,9242,47831
"Quechua (037)",453,56,104,48,259
"Aymara (038)",52,5,20,9,20
"Asháninka (039)",17,3,4,9,3
"Otra lengua nativa (040)",84,9,15,17,43
"Castellano (041)",78986,5238,18036,9117,47453
"Idioma Extranjero (042)",60,2,3,36,20
"Es Sordomudo/a (043)",59,15,5,6,33
"Mujeres (045)",84668,5953,18825,7517,53056
"Quechua (046)",445,52,52,20,325
"Aymara (047)",43,4,15,9,17
"Asháninka (048)",13,1,5,6,3
"Otra lengua nativa (049)",71,6,17,3,45
"Castellano (050)",83972,5881,18726,7437,52603
"Idioma Extranjero (051)",66,,6,37,23
"Es Sordomudo/a (052)",58,9,4,5,40
,,,,,
"RURAL (054)",132016,27585,7841,2617,94265
"Quechua (055)",2263,420,117,19,1712
"Aymara (056)",35,10,13,5,11
"Asháninka (057)",11,8,1,6,2
"Otra lengua nativa (058)",17,7,1,3,7
"Castellano (059)",129524,27104,7705,2581,92410
"Idioma Extranjero (060)",3,,,3,
"Es Sordomudo/a (061)",163,36,4,,123
"Hombres (063)",65822,13143,5021,1608,46297
"Quechua (064)",1039,176,89,15,764
"Aymara (065)",20,3,12,1,5
"Asháninka (066)",6,4,1,3,1
"Otra lengua nativa (067)",11,5,1,3,3
"Castellano (068)",64665,12944,4915,1585,45458
"Idioma Extranjero (069)",1,,,1,
"Es Sordomudo/a (070)",80,11,3,,66
"Mujeres (072)",66194,14442,2820,1009,47968
"Quechua (073)",1224,244,28,4,948
"Aymara (074)",15,7,1,4,6
"Asháninka (075)",5,4,,3,1
"Otra lengua nativa (076)",6,2,,,4
"Castellano (077)",64859,14160,2790,996,46952
"Idioma Extranjero (078)",2,,,2,
"Es Sordomudo/a (079)",83,25,1,,57
