"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TARMA (000)",112230,14449,10791,2649,84451
"Menos de 1 año (001)",1702,736,164,18,784
"De 1 a 14 años (002)",31998,10652,2948,564,17851
"De 15 a 29 años (003)",29435,1863,1628,555,25400
"De 30 a 44 años (004)",22126,576,2649,652,18293
"De 45 a 64 años (005)",17838,364,2189,584,14733
"De 65 y mas años (006)",9131,258,1213,276,7390
"Hombres (008)",55139,7012,5375,1529,41293
"Menos de 1 año (009)",863,386,90,8,379
"De 1 a 14 años (010)",16172,5374,1515,293,9001
"De 15 a 29 años (011)",14491,764,793,357,12585
"De 30 a 44 años (012)",10578,196,1274,383,8753
"De 45 a 64 años (013)",8646,165,1054,332,7115
"De 65 y mas años (014)",4389,127,649,156,3460
"Mujeres (016)",57091,7437,5416,1120,43158
"Menos de 1 año (017)",839,350,74,10,405
"De 1 a 14 años (018)",15826,5278,1433,271,8850
"De 15 a 29 años (019)",14944,1099,835,198,12815
"De 30 a 44 años (020)",11548,380,1375,269,9540
"De 45 a 64 años (021)",9192,199,1135,252,7618
"De 65 y mas años (022)",4742,131,564,120,3930
,,,,,
"URBANA (024)",72569,7742,9594,2307,53013
"Menos de 1 año (025)",1082,365,140,18,559
"De 1 a 14 años (026)",19980,5308,2640,484,11563
"De 15 a 29 años (027)",19071,1164,1434,479,15999
"De 30 a 44 años (028)",14958,426,2364,580,11627
"De 45 a 64 años (029)",11655,277,1980,501,8921
"De 65 y mas años (030)",5823,202,1036,245,4344
"Hombres (032)",35289,3739,4696,1320,25589
"Menos de 1 año (033)",549,193,79,8,269
"De 1 a 14 años (034)",10163,2700,1350,242,5881
"De 15 a 29 años (035)",9212,470,688,308,7750
"De 30 a 44 años (036)",7005,141,1086,341,5461
"De 45 a 64 años (037)",5571,130,937,283,4236
"De 65 y mas años (038)",2789,105,556,138,1992
"Mujeres (040)",37280,4003,4898,987,27424
"Menos de 1 año (041)",533,172,61,10,290
"De 1 a 14 años (042)",9817,2608,1290,242,5682
"De 15 a 29 años (043)",9859,694,746,171,8249
"De 30 a 44 años (044)",7953,285,1278,239,6166
"De 45 a 64 años (045)",6084,147,1043,218,4685
"De 65 y mas años (046)",3034,97,480,107,2352
,,,,,
"RURAL (048)",39661,6707,1197,342,31438
"Menos de 1 año (049)",620,371,24,,225
"De 1 a 14 años (050)",12018,5344,308,80,6288
"De 15 a 29 años (051)",10364,699,194,76,9401
"De 30 a 44 años (052)",7168,150,285,72,6666
"De 45 a 64 años (053)",6183,87,209,83,5812
"De 65 y mas años (054)",3308,56,177,31,3046
"Hombres (056)",19850,3273,679,209,15704
"Menos de 1 año (057)",314,193,11,,110
"De 1 a 14 años (058)",6009,2674,165,51,3120
"De 15 a 29 años (059)",5279,294,105,49,4835
"De 30 a 44 años (060)",3573,55,188,42,3292
"De 45 a 64 años (061)",3075,35,117,49,2879
"De 65 y mas años (062)",1600,22,93,18,1468
"Mujeres (064)",19811,3434,518,133,15734
"Menos de 1 año (065)",306,178,13,,115
"De 1 a 14 años (066)",6009,2670,143,29,3168
"De 15 a 29 años (067)",5085,405,89,27,4566
"De 30 a 44 años (068)",3595,95,97,30,3374
"De 45 a 64 años (069)",3108,52,92,34,2933
"De 65 y mas años (070)",1708,34,84,13,1578
