"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUARAL (000)",65858,679,21628,23860,16208,3483
"Empleado (001)",14691,63,5581,5841,2959,247
"Obrero (002)",20299,184,7932,7166,4304,713
"Trabajador independiente (003)",23788,127,5711,8761,7249,1940
"Empleador o patrono (004)",1813,,284,607,649,273
"Trabajador familiar no remunerado (005)",3433,281,1236,920,723,273
"Trabajador del hogar (006)",1834,24,884,565,324,37
"Hombres (008)",43411,465,14300,15154,10876,2616
"Empleado (009)",8084,39,2869,3182,1812,182
"Obrero (010)",16082,147,6432,5513,3388,602
"Trabajador independiente (011)",16175,94,4006,5677,4927,1471
"Empleador o patrono (012)",1423,,207,451,521,244
"Trabajador familiar no remunerado (013)",1578,181,760,318,207,112
"Trabajador del hogar (014)",69,4,26,13,21,5
"Mujeres (016)",22447,214,7328,8706,5332,867
"Empleado (017)",6607,24,2712,2659,1147,65
"Obrero (018)",4217,37,1500,1653,916,111
"Trabajador independiente (019)",7613,33,1705,3084,2322,469
"Empleador o patrono (020)",390,,77,156,128,29
"Trabajador familiar no remunerado (021)",1855,100,476,602,516,161
"Trabajador del hogar (022)",1765,20,858,552,303,32
,,,,,,
"URBANA (024)",54274,556,17678,19966,13456,2618
"Empleado (025)",13600,60,5134,5405,2770,231
"Obrero (026)",14409,122,5593,5127,3087,480
"Trabajador independiente (027)",20860,119,5074,7784,6352,1531
"Empleador o patrono (028)",1222,,214,460,407,141
"Trabajador familiar no remunerado (029)",2585,231,915,688,546,205
"Trabajador del hogar (030)",1598,24,748,502,294,30
"Hombres (032)",34955,374,11425,12427,8806,1923
"Empleado (033)",7424,39,2604,2926,1686,169
"Obrero (034)",11610,103,4619,4030,2449,409
"Trabajador independiente (035)",13899,87,3526,4949,4202,1135
"Empleador o patrono (036)",897,,146,322,304,125
"Trabajador familiar no remunerado (037)",1069,141,511,189,146,82
"Trabajador del hogar (038)",56,4,19,11,19,3
"Mujeres (040)",19319,182,6253,7539,4650,695
"Empleado (041)",6176,21,2530,2479,1084,62
"Obrero (042)",2799,19,974,1097,638,71
"Trabajador independiente (043)",6961,32,1548,2835,2150,396
"Empleador o patrono (044)",325,,68,138,103,16
"Trabajador familiar no remunerado (045)",1516,90,404,499,400,123
"Trabajador del hogar (046)",1542,20,729,491,275,27
,,,,,,
"RURAL (048)",11584,123,3950,3894,2752,865
"Empleado (049)",1091,3,447,436,189,16
"Obrero (050)",5890,62,2339,2039,1217,233
"Trabajador independiente (051)",2928,8,637,977,897,409
"Empleador o patrono (052)",591,,70,147,242,132
"Trabajador familiar no remunerado (053)",848,50,321,232,177,68
"Trabajador del hogar (054)",236,,136,63,30,7
"Hombres (056)",8456,91,2875,2727,2070,693
"Empleado (057)",660,,265,256,126,13
"Obrero (058)",4472,44,1813,1483,939,193
"Trabajador independiente (059)",2276,7,480,728,725,336
"Empleador o patrono (060)",526,,61,129,217,119
"Trabajador familiar no remunerado (061)",509,40,249,129,61,30
"Trabajador del hogar (062)",13,,7,2,2,2
"Mujeres (064)",3128,32,1075,1167,682,172
"Empleado (065)",431,3,182,180,63,3
"Obrero (066)",1418,18,526,556,278,40
"Trabajador independiente (067)",652,1,157,249,172,73
"Empleador o patrono (068)",65,,9,18,25,13
"Trabajador familiar no remunerado (069)",339,10,72,103,116,38
"Trabajador del hogar (070)",223,,129,61,28,5
