"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",9442,1066,1656,4666,240,1685,129
"Sin nivel (001)",416,4,95,224,10,81,2
"Educación inicial (002)",6,1,3,2,,,
"Primaria (003)",5731,91,1121,3138,154,1150,77
"Secundaria (004)",2132,183,401,1041,61,407,39
"Superior no univ. incompleta (005)",201,75,16,86,3,19,2
"Superior no univ. completa (006)",572,428,11,105,8,14,6
"Superior univ. incompleta (007)",82,43,4,22,1,9,3
"Superior univ. completa (008)",302,241,5,48,3,5,
"Hombres (010)",7722,612,1450,4117,203,1338,2
"Sin nivel (011)",316,1,70,179,6,60,
"Educación inicial (012)",4,,3,1,,,
"Primaria (013)",4878,43,974,2817,133,910,1
"Secundaria (014)",1804,125,371,917,51,339,1
"Superior no univ. incompleta (015)",137,43,14,69,3,8,
"Superior no univ. completa (016)",344,236,10,80,6,12,
"Superior univ. incompleta (017)",52,24,4,18,1,5,
"Superior univ. completa (018)",187,140,4,36,3,4,
"Mujeres (020)",1720,454,206,549,37,347,127
"Sin nivel (021)",100,3,25,45,4,21,2
"Educación inicial (022)",2,1,,1,,,
"Primaria (023)",853,48,147,321,21,240,76
"Secundaria (024)",328,58,30,124,10,68,38
"Superior no univ. incompleta (025)",64,32,2,17,,11,2
"Superior no univ. completa (026)",228,192,1,25,2,2,6
"Superior univ. incompleta (027)",30,19,,4,,4,3
"Superior univ. completa (028)",115,101,1,12,,1,
,,,,,,,
"URBANA (030)",3213,820,390,1473,62,383,85
"Sin nivel (031)",83,3,17,41,3,19,
"Educación inicial (032)",3,1,1,1,,,
"Primaria (033)",1389,66,203,825,25,222,48
"Secundaria (034)",880,151,143,423,24,112,27
"Superior no univ. incompleta (035)",143,60,12,56,1,12,2
"Superior no univ. completa (036)",392,300,8,67,6,6,5
"Superior univ. incompleta (037)",68,35,2,19,1,8,3
"Superior univ. completa (038)",255,204,4,41,2,4,
"Hombres (040)",2266,468,337,1152,49,259,1
"Sin nivel (041)",54,,13,26,3,12,
"Educación inicial (042)",1,,1,,,,
"Primaria (043)",1018,32,165,656,20,145,
"Secundaria (044)",676,104,134,333,17,87,1
"Superior no univ. incompleta (045)",91,33,11,42,1,4,
"Superior no univ. completa (046)",224,160,7,48,5,4,
"Superior univ. incompleta (047)",43,20,2,16,1,4,
"Superior univ. completa (048)",159,119,4,31,2,3,
"Mujeres (050)",947,352,53,321,13,124,84
"Sin nivel (051)",29,3,4,15,,7,
"Educación inicial (052)",2,1,,1,,,
"Primaria (053)",371,34,38,169,5,77,48
"Secundaria (054)",204,47,9,90,7,25,26
"Superior no univ. incompleta (055)",52,27,1,14,,8,2
"Superior no univ. completa (056)",168,140,1,19,1,2,5
"Superior univ. incompleta (057)",25,15,,3,,4,3
"Superior univ. completa (058)",96,85,,10,,1,
,,,,,,,
"RURAL (060)",6229,246,1266,3193,178,1302,44
"Sin nivel (061)",333,1,78,183,7,62,2
"Educación inicial (062)",3,,2,1,,,
"Primaria (063)",4342,25,918,2313,129,928,29
"Secundaria (064)",1252,32,258,618,37,295,12
"Superior no univ. incompleta (065)",58,15,4,30,2,7,
"Superior no univ. completa (066)",180,128,3,38,2,8,1
"Superior univ. incompleta (067)",14,8,2,3,,1,
"Superior univ. completa (068)",47,37,1,7,1,1,
"Hombres (070)",5456,144,1113,2965,154,1079,1
"Sin nivel (071)",262,1,57,153,3,48,
"Educación inicial (072)",3,,2,1,,,
"Primaria (073)",3860,11,809,2161,113,765,1
"Secundaria (074)",1128,21,237,584,34,252,
"Superior no univ. incompleta (075)",46,10,3,27,2,4,
"Superior no univ. completa (076)",120,76,3,32,1,8,
"Superior univ. incompleta (077)",9,4,2,2,,1,
"Superior univ. completa (078)",28,21,,5,1,1,
"Mujeres (080)",773,102,153,228,24,223,43
"Sin nivel (081)",71,,21,30,4,14,2
"Primaria (083)",482,14,109,152,16,163,28
"Secundaria (084)",124,11,21,34,3,43,12
"Superior no univ. incompleta (085)",12,5,1,3,,3,
"Superior no univ. completa (086)",60,52,,6,1,,1
"Superior univ. incompleta (087)",5,4,,1,,,
"Superior univ. completa (088)",19,16,1,2,,,
