"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia AYMARAES (000)",26677,6025,676,10794,7188,476,585,343,590
"Jefe o Jefa (001)",8854,2114,3,3449,2298,175,307,144,364
"Esposa(o)/ compa¤era(o) (002)",4925,1625,8,1885,1052,97,130,44,84
"Hijo(a)/ hijastro(a) (003)",10570,1666,587,4632,3252,148,95,117,73
"Yerno/ nuera (004)",169,6,,30,96,16,6,5,10
"Nieto(a) (005)",660,173,49,295,126,5,3,6,3
"Padres/ suegros (006)",311,234,,72,1,,1,1,2
"Otro(a) pariente (007)",911,166,27,357,269,25,23,20,24
"Trabajador(a) del hogar (008)",23,1,,10,11,1,,,
"Pensionista (009)",5,1,,1,3,,,,
"Otro(a) no pariente (010)",249,39,2,63,80,9,20,6,30
"Hombres (012)",13153,1825,337,5639,4176,250,329,220,377
"Jefe o Jefa (013)",6061,747,1,2674,1872,131,230,117,289
"Esposa(o)/ compa¤era(o) (014)",341,61,2,140,96,9,21,6,6
"Hijo(a)/ hijastro(a) (015)",5605,826,295,2373,1873,81,49,68,40
"Yerno/ nuera (016)",74,1,,13,42,5,4,3,6
"Nieto(a) (017)",350,83,25,166,67,2,2,4,1
"Padres/ suegros (018)",88,42,,43,,,1,1,1
"Otro(a) pariente (019)",478,56,14,186,162,16,11,16,17
"Trabajador(a) del hogar (020)",7,,,3,4,,,,
"Pensionista (021)",3,,,1,2,,,,
"Otro(a) no pariente (022)",146,9,,40,58,6,11,5,17
"Mujeres (024)",13524,4200,339,5155,3012,226,256,123,213
"Jefe o Jefa (025)",2793,1367,2,775,426,44,77,27,75
"Esposa(o)/ compa¤era(o) (026)",4584,1564,6,1745,956,88,109,38,78
"Hijo(a)/ hijastro(a) (027)",4965,840,292,2259,1379,67,46,49,33
"Yerno/ nuera (028)",95,5,,17,54,11,2,2,4
"Nieto(a) (029)",310,90,24,129,59,3,1,2,2
"Padres/ suegros (030)",223,192,,29,1,,,,1
"Otro(a) pariente (031)",433,110,13,171,107,9,12,4,7
"Trabajador(a) del hogar (032)",16,1,,7,7,1,,,
"Pensionista (033)",2,1,,,1,,,,
"Otro(a) no pariente (034)",103,30,2,23,22,3,9,1,13
,,,,,,,,,
"URBANA (036)",11803,2006,329,4453,3565,326,446,231,447
"Jefe o Jefa (037)",3876,627,1,1331,1193,117,228,108,271
"Esposa(o)/ compa¤era(o) (038)",2114,466,2,785,579,72,110,30,70
"Hijo(a)/ hijastro(a) (039)",4663,669,285,1937,1480,95,73,65,59
"Yerno/ nuera (040)",84,2,,14,37,13,4,5,9
"Nieto(a) (041)",289,70,26,124,56,3,3,4,3
"Padres/ suegros (042)",140,95,,42,1,,,1,1
"Otro(a) pariente (043)",488,64,15,183,163,18,17,14,14
"Trabajador(a) del hogar (044)",14,,,5,8,1,,,
"Pensionista (045)",3,,,,3,,,,
"Otro(a) no pariente (046)",132,13,,32,45,7,11,4,20
"Hombres (048)",5789,583,177,2215,1999,155,237,149,274
