"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CAMANA",,,,,,,,,
"Viviendas particulares (001)",8730,1657,1269,464,314,88,108,27,4803
"Ocupantes presentes (002)",33474,6329,4737,1939,1165,356,412,100,18436
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8122,1590,1232,454,311,87,107,26,4315
"Ocupantes presentes (005)",31539,6087,4608,1904,1157,354,406,96,16927
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",230,25,1,,,,,1,203
"Ocupantes presentes (008)",778,83,4,,,,,4,687
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",122,7,4,,3,,,,108
"Ocupantes presentes (011)",348,18,11,,8,,,,311
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",162,8,2,,,,1,,151
"Ocupantes presentes (014)",494,32,11,,,,6,,445
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",7,,1,,,,,,6
"Ocupantes presentes (017)",13,,2,,,,,,11
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",71,26,28,10,,1,,,6
"Ocupantes presentes (020)",260,106,100,35,,2,,,17
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",9,,1,,,,,,8
"Ocupantes presentes (023)",24,,1,,,,,,23
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",7,1,,,,,,,6
"Ocupantes presentes (026)",18,3,,,,,,,15
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",8388,1580,1194,448,304,88,108,27,4639
"Ocupantes presentes (029)",32233,6072,4434,1893,1133,356,412,100,17833
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",7787,1513,1158,438,301,87,107,26,4157
"Ocupantes presentes (032)",30311,5830,4307,1858,1125,354,406,96,16335
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",230,25,1,,,,,1,203
"Ocupantes presentes (035)",778,83,4,,,,,4,687
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",122,7,4,,3,,,,108
"Ocupantes presentes (038)",348,18,11,,8,,,,311
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",162,8,2,,,,1,,151
"Ocupantes presentes (041)",494,32,11,,,,6,,445
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",71,26,28,10,,1,,,6
"Ocupantes presentes (047)",260,106,100,35,,2,,,17
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",9,,1,,,,,,8
"Ocupantes presentes (050)",24,,1,,,,,,23
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",7,1,,,,,,,6
"Ocupantes presentes (053)",18,3,,,,,,,15
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",342,77,75,16,10,,,,164
"Ocupantes presentes (056)",1241,257,303,46,32,,,,603
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",335,77,74,16,10,,,,158
"Ocupantes presentes (059)",1228,257,301,46,32,,,,592
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",7,,1,,,,,,6
"Ocupantes presentes (071)",13,,2,,,,,,11
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
