"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUARAL (000)",46317,467,1342,3248,5438,9161,14022,12639
"De 12 a 14 años (001)",48,,,,,,4,44
"De 15 a 19 años (002)",1020,,,,,,581,439
"De 20 a 24 años (003)",4708,,,,,17,2471,2220
"De 25 a 29 años (004)",5926,,,,,340,3438,2148
"De 30 a 34 años (005)",6122,,,,2,1050,3382,1688
"De 35 a 39 años (006)",5714,,,,93,1933,2463,1225
"De 40 a 44 años (007)",4884,,,1,471,2257,1214,941
"De 45 a 49 años (008)",3953,,,35,924,1845,413,736
"De 50 y más años (009)",13942,467,1342,3212,3948,1719,56,3198
"PEA (010)",18850,26,179,815,2164,4648,5367,5651
"De 12 a 14 años (011)",6,,,,,,,6
"De 15 a 19 años (012)",241,,,,,,129,112
"De 20 a 24 años (013)",1719,,,,,12,742,965
"De 25 a 29 años (014)",2532,,,,,160,1209,1163
"De 30 a 34 años (015)",2841,,,,2,545,1381,913
"De 35 a 39 años (016)",2931,,,,52,1085,1110,684
"De 40 a 44 años (017)",2536,,,1,249,1179,582,525
"De 45 a 49 años (018)",1979,,,18,445,935,190,391
"De 50 y más años (019)",4065,26,179,796,1416,732,24,892
"Ocupada (020)",18283,25,175,808,2120,4559,5188,5408
"De 12 a 14 años (021)",5,,,,,,,5
"De 15 a 19 años (022)",220,,,,,,119,101
"De 20 a 24 años (023)",1609,,,,,12,701,896
"De 25 a 29 años (024)",2413,,,,,149,1166,1098
"De 30 a 34 años (025)",2752,,,,1,535,1338,878
"De 35 a 39 años (026)",2858,,,,48,1061,1086,663
"De 40 a 44 años (027)",2488,,,1,242,1160,568,517
"De 45 a 49 años (028)",1944,,,18,438,919,186,383
"De 50 y más años (029)",3994,25,175,789,1391,723,24,867
"Desocupada (030)",567,1,4,7,44,89,179,243
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",21,,,,,,10,11
"De 20 a 24 años (033)",110,,,,,,41,69
"De 25 a 29 años (034)",119,,,,,11,43,65
"De 30 a 34 años (035)",89,,,,1,10,43,35
"De 35 a 39 años (036)",73,,,,4,24,24,21
"De 40 a 44 años (037)",48,,,,7,19,14,8
"De 45 a 49 años (038)",35,,,,7,16,4,8
"De 50 y más años (039)",71,1,4,7,25,9,,25
"No PEA (040)",27467,441,1163,2433,3274,4513,8655,6988
"De 12 a 14 años (041)",42,,,,,,4,38
"De 15 a 19 años (042)",779,,,,,,452,327
"De 20 a 24 años (043)",2989,,,,,5,1729,1255
"De 25 a 29 años (044)",3394,,,,,180,2229,985
