"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia ACOMAYO",,,,,,,
"Viviendas particulares (001)",7409,1256,1000,281,511,187,4174
"Ocupantes presentes (002)",27217,4719,3945,1082,2231,701,14539
"Casa independiente",,,,,,,
"Viviendas particulares (004)",7168,1247,992,277,510,182,3960
"Ocupantes presentes (005)",26430,4692,3910,1073,2230,684,13841
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",5,1,4,,,,
"Ocupantes presentes (011)",20,3,17,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",16,6,4,,,,6
"Ocupantes presentes (014)",62,21,18,,,,23
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",215,,,4,1,5,205
"Ocupantes presentes (017)",694,,,9,1,17,667
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,1,,,,,
"Ocupantes presentes (020)",1,1,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",4,1,,,,,3
"Ocupantes presentes (023)",10,2,,,,,8
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4021,1080,875,134,87,20,1825
"Ocupantes presentes (029)",14352,4064,3462,480,361,76,5909
"Casa independiente",,,,,,,
"Viviendas particulares (031)",3995,1071,867,134,87,20,1816
"Ocupantes presentes (032)",14259,4037,3427,480,361,76,5878
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",5,1,4,,,,
"Ocupantes presentes (038)",20,3,17,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",16,6,4,,,,6
"Ocupantes presentes (041)",62,21,18,,,,23
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,1,,,,,
"Ocupantes presentes (047)",1,1,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",4,1,,,,,3
"Ocupantes presentes (050)",10,2,,,,,8
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",3388,176,125,147,424,167,2349
"Ocupantes presentes (056)",12865,655,483,602,1870,625,8630
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3173,176,125,143,423,162,2144
"Ocupantes presentes (059)",12171,655,483,593,1869,608,7963
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",215,,,4,1,5,205
"Ocupantes presentes (071)",694,,,9,1,17,667
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
