"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CAJABAMBA (000)",21089,18905,1090,570,524
"Agric., ganadería, caza y silvicultura (001)",13639,13279,312,45,3
"Pesca (002)",1,,,1,
"Explotación de minas y canteras (003)",304,153,81,32,38
"Industrias manufactureras (004)",768,713,46,7,2
"Suministro de electricidad, gas y agua (005)",22,8,6,7,1
"Construcción (006)",730,542,98,64,26
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1520,1482,34,4,
"Venta, mant.y rep. veh.autom y motoc. (008)",85,82,3,,
"Comercio al por mayor (009)",60,56,3,1,
"Comercio al por menor (010)",1375,1344,28,3,
"Hoteles y restaurantes (011)",439,406,28,3,2
"Trans., almac. y comunicaciones (012)",451,388,31,21,11
"Intermediación financiera (013)",25,7,5,11,2
"Activid.inmobil., empres. y alquileres (014)",160,79,33,31,17
"Admin.pub. y defensa; p. segur soc.afil (015)",232,,,,232
"Enseñanza (016)",1196,486,357,307,46
"Servicios sociales y de salud (017)",204,62,6,7,129
"Otras activ. serv.comun.soc y personales (018)",245,207,25,10,3
"Hogares privados con servicio doméstico (019)",545,545,,,
"Actividad economica no especificada (021)",608,548,28,20,12
"Hombres (022)",16909,15366,803,383,357
"Agric., ganadería, caza y silvicultura (023)",12737,12426,267,42,2
"Pesca (024)",1,,,1,
"Explotación de minas y canteras (025)",280,142,74,26,38
"Industrias manufactureras (026)",573,526,40,6,1
"Suministro de electricidad, gas y agua (027)",21,8,6,7,
"Construcción (028)",710,532,95,57,26
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",798,772,22,4,
"Venta, mant.y rep. veh.autom y motoc. (030)",77,75,2,,
"Comercio al por mayor (031)",47,44,2,1,
"Comercio al por menor (032)",674,653,18,3,
"Hoteles y restaurantes (033)",99,88,10,,1
"Trans., almac. y comunicaciones (034)",417,363,26,18,10
"Intermediación financiera (035)",13,6,3,3,1
"Activid.inmobil., empres. y alquileres (036)",123,54,27,28,14
"Admin.pub. y defensa; p. segur soc.afil (037)",167,,,,167
"Enseñanza (038)",566,171,194,172,29
"Servicios sociales y de salud (039)",104,39,3,3,59
"Otras activ. serv.comun.soc y personales (040)",115,88,19,6,2
"Hogares privados con servicio doméstico (041)",31,31,,,
"Actividad economica no especificada (043)",154,120,17,10,7
