"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia TALARA (000)",67428,29352,2780,538,32360,814,23,140,181,1240
"Hombres (001)",23236,14673,1897,276,5020,397,14,94,176,689
"Mujeres (002)",44192,14679,883,262,27340,417,9,46,5,551
"De 06 a 14 años (003)",21981,20933,,,705,172,,16,,155
"Hombres (004)",11086,10631,,,284,83,,11,,77
"Mujeres (005)",10895,10302,,,421,89,,5,,78
"De 15 a 29 años (006)",19436,8089,28,114,10426,,8,41,180,550
"Hombres (007)",6227,3947,7,59,1725,,6,26,175,282
"Mujeres (008)",13209,4142,21,55,8701,,2,15,5,268
"De 30 a 44 años (009)",9999,211,31,113,9365,,4,32,1,242
"Hombres (010)",1250,54,10,30,982,,2,22,1,149
"Mujeres (011)",8749,157,21,83,8383,,2,10,,93
"De 45 a 64 años (012)",9850,106,658,149,8671,24,8,23,,211
"Hombres (013)",2015,37,432,86,1286,15,4,18,,137
"Mujeres (014)",7835,69,226,63,7385,9,4,5,,74
"De 65 y más años (015)",6162,13,2063,162,3193,618,3,28,,82
"Hombres (016)",2658,4,1448,101,743,299,2,17,,44
"Mujeres (017)",3504,9,615,61,2450,319,1,11,,38
,,,,,,,,,,
"AREA URBANA (018)",66273,28954,2769,525,31693,796,20,139,181,1196
"Hombres (019)",22887,14469,1890,271,4915,389,14,93,176,670
"Mujeres (020)",43386,14485,879,254,26778,407,6,46,5,526
"De 06 a 14 años (021)",21612,20612,,,679,163,,16,,142
"Hombres (022)",10902,10467,,,274,79,,11,,71
"Mujeres (023)",10710,10145,,,405,84,,5,,71
"De 15 a 29 años (024)",19048,8014,28,111,10135,,7,41,180,532
"Hombres (025)",6144,3908,7,58,1687,,6,26,175,277
"Mujeres (026)",12904,4106,21,53,8448,,1,15,5,255
"De 30 a 44 años (027)",9817,209,31,109,9196,,3,32,1,236
"Hombres (028)",1225,53,10,29,961,,2,22,1,147
"Mujeres (029)",8592,156,21,80,8235,,1,10,,89
"De 45 a 64 años (030)",9708,106,655,145,8542,24,8,22,,206
"Hombres (031)",1988,37,432,84,1266,15,4,17,,133
"Mujeres (032)",7720,69,223,61,7276,9,4,5,,73
"De 65 y más años (033)",6088,13,2055,160,3141,609,2,28,,80
"Hombres (034)",2628,4,1441,100,727,295,2,17,,42
"Mujeres (035)",3460,9,614,60,2414,314,,11,,38
,,,,,,,,,,
"AREA RURAL (036)",1155,398,11,13,667,18,3,1,,44
"Hombres (037)",349,204,7,5,105,8,,1,,19
"Mujeres (038)",806,194,4,8,562,10,3,,,25
"De 06 a 14 años (039)",369,321,,,26,9,,,,13
"Hombres (040)",184,164,,,10,4,,,,6
"Mujeres (041)",185,157,,,16,5,,,,7
"De 15 a 29 años (042)",388,75,,3,291,,1,,,18
"Hombres (043)",83,39,,1,38,,,,,5
"Mujeres (044)",305,36,,2,253,,1,,,13
"De 30 a 44 años (045)",182,2,,4,169,,1,,,6
"Hombres (046)",25,1,,1,21,,,,,2
"Mujeres (047)",157,1,,3,148,,1,,,4
"De 45 a 64 años (048)",142,,3,4,129,,,1,,5
"Hombres (049)",27,,,2,20,,,1,,4
"Mujeres (050)",115,,3,2,109,,,,,1
"De 65 y más años (051)",74,,8,2,52,9,1,,,2
"Hombres (052)",30,,7,1,16,4,,,,2
"Mujeres (053)",44,,1,1,36,5,1,,,
