"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia PARINACOCHAS",,,,,,,,,
"Viviendas particulares (001)",8040,3966,500,249,18,549,2240,369,149
"Ocupantes presentes (002)",29306,15553,1924,901,55,2302,7066,1017,488
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7320,3905,499,242,4,457,1709,359,145
"Ocupantes presentes (005)",27090,15307,1909,872,17,1985,5538,990,472
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",28,28,,,,,,,
"Ocupantes presentes (011)",127,127,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",35,26,,,,8,1,,
"Ocupantes presentes (014)",117,94,,,,21,2,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",552,,,7,2,5,524,10,4
"Ocupantes presentes (017)",1606,,,29,5,14,1515,27,16
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",85,1,1,,5,78,,,
"Ocupantes presentes (020)",319,5,15,,18,281,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",10,6,,,,1,3,,
"Ocupantes presentes (023)",29,20,,,,1,8,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",10,,,,7,,3,,
"Ocupantes presentes (026)",18,,,,15,,3,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4328,3203,357,94,7,362,73,185,47
"Ocupantes presentes (029)",17079,12816,1305,375,25,1572,286,524,176
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4173,3142,356,94,2,275,72,185,47
"Ocupantes presentes (032)",16495,12570,1290,375,7,1269,284,524,176
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",28,28,,,,,,,
"Ocupantes presentes (038)",127,127,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",35,26,,,,8,1,,
"Ocupantes presentes (041)",117,94,,,,21,2,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",85,1,1,,5,78,,,
"Ocupantes presentes (047)",319,5,15,,18,281,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,6,,,,1,,,
"Ocupantes presentes (050)",21,20,,,,1,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3712,763,143,155,11,187,2167,184,102
"Ocupantes presentes (056)",12227,2737,619,526,30,730,6780,493,312
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3147,763,143,148,2,182,1637,174,98
"Ocupantes presentes (059)",10595,2737,619,497,10,716,5254,466,296
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",552,,,7,2,5,524,10,4
"Ocupantes presentes (071)",1606,,,29,5,14,1515,27,16
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,,,,,,3,,
"Ocupantes presentes (077)",8,,,,,,8,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",10,,,,7,,3,,
"Ocupantes presentes (080)",18,,,,15,,3,,
