"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CAJABAMBA (000)",51836,9148,9809,9487,8123,5811,9458
"Conviviente (001)",18968,249,3218,5807,4548,2594,2552
"Separado(a) (002)",1903,22,294,431,423,307,426
"Casado(a) (003)",9962,17,321,1355,2215,2149,3905
"Viudo(a) (004)",2520,2,19,53,126,312,2008
"Divorciado(a) (005)",122,,10,14,23,27,48
"Soltero(a) (006)",18361,8858,5947,1827,788,422,519
"Hombres (008)",25161,4681,4917,4591,3853,2778,4341
"Conviviente (009)",9244,63,1211,2891,2317,1365,1397
"Separado(a) (010)",243,2,19,31,52,39,100
"Casado(a) (011)",4889,10,99,580,1045,1073,2082
"Viudo(a) (012)",624,,,7,30,77,510
"Divorciado(a) (013)",47,,4,2,7,11,23
"Soltero(a) (014)",10114,4606,3584,1080,402,213,229
"Mujeres (016)",26675,4467,4892,4896,4270,3033,5117
"Conviviente (017)",9724,186,2007,2916,2231,1229,1155
"Separado(a) (018)",1660,20,275,400,371,268,326
"Casado(a) (019)",5073,7,222,775,1170,1076,1823
"Viudo(a) (020)",1896,2,19,46,96,235,1498
"Divorciado(a) (021)",75,,6,12,16,16,25
"Soltero(a) (022)",8247,4252,2363,747,386,209,290
,,,,,,,
"URBANA (024)",13633,2263,2535,2554,2318,1576,2387
"Conviviente (025)",4100,50,673,1341,1077,523,436
"Separado(a) (026)",536,2,48,119,138,95,134
"Casado(a) (027)",3145,6,76,408,801,716,1138
"Viudo(a) (028)",565,,2,10,30,59,464
"Divorciado(a) (029)",50,,2,5,10,14,19
"Soltero(a) (030)",5237,2205,1734,671,262,169,196
"Hombres (032)",6289,1136,1217,1160,1031,708,1037
"Conviviente (033)",1953,15,253,642,534,277,232
"Separado(a) (034)",78,,7,11,19,11,30
"Casado(a) (035)",1525,3,24,155,376,348,619
"Viudo(a) (036)",95,,,,3,7,85
"Divorciado(a) (037)",16,,1,,2,6,7
"Soltero(a) (038)",2622,1118,932,352,97,59,64
"Mujeres (040)",7344,1127,1318,1394,1287,868,1350
"Conviviente (041)",2147,35,420,699,543,246,204
"Separado(a) (042)",458,2,41,108,119,84,104
"Casado(a) (043)",1620,3,52,253,425,368,519
"Viudo(a) (044)",470,,2,10,27,52,379
"Divorciado(a) (045)",34,,1,5,8,8,12
"Soltero(a) (046)",2615,1087,802,319,165,110,132
,,,,,,,
"RURAL (048)",38203,6885,7274,6933,5805,4235,7071
"Conviviente (049)",14868,199,2545,4466,3471,2071,2116
"Separado(a) (050)",1367,20,246,312,285,212,292
"Casado(a) (051)",6817,11,245,947,1414,1433,2767
"Viudo(a) (052)",1955,2,17,43,96,253,1544
"Divorciado(a) (053)",72,,8,9,13,13,29
"Soltero(a) (054)",13124,6653,4213,1156,526,253,323
"Hombres (056)",18872,3545,3700,3431,2822,2070,3304
"Conviviente (057)",7291,48,958,2249,1783,1088,1165
"Separado(a) (058)",165,2,12,20,33,28,70
"Casado(a) (059)",3364,7,75,425,669,725,1463
"Viudo(a) (060)",529,,,7,27,70,425
"Divorciado(a) (061)",31,,3,2,5,5,16
"Soltero(a) (062)",7492,3488,2652,728,305,154,165
"Mujeres (064)",19331,3340,3574,3502,2983,2165,3767
"Conviviente (065)",7577,151,1587,2217,1688,983,951
"Separado(a) (066)",1202,18,234,292,252,184,222
"Casado(a) (067)",3453,4,170,522,745,708,1304
"Viudo(a) (068)",1426,2,17,36,69,183,1119
"Divorciado(a) (069)",41,,5,7,8,8,13
"Soltero(a) (070)",5632,3165,1561,428,221,99,158
