"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia GRAU (000)",17524,3173,2494,2921,2709,2159,4068
"Conviviente (001)",4704,70,898,1822,1127,437,350
"Separado(a) (002)",435,11,72,108,88,63,93
"Casado(a) (003)",5670,5,51,493,1247,1404,2470
"Viudo(a) (004)",1206,1,7,20,59,135,984
"Divorciado(a) (005)",36,,1,1,4,13,17
"Soltero(a) (006)",5473,3086,1465,477,184,107,154
"Hombres (008)",8888,1741,1275,1461,1379,1098,1934
"Conviviente (009)",2316,21,303,918,633,249,192
"Separado(a) (010)",132,6,4,24,32,29,37
"Casado(a) (011)",2800,3,11,191,562,701,1332
"Viudo(a) (012)",333,,3,4,18,35,273
"Divorciado(a) (013)",23,,,1,2,9,11
"Soltero(a) (014)",3284,1711,954,323,132,75,89
"Mujeres (016)",8636,1432,1219,1460,1330,1061,2134
"Conviviente (017)",2388,49,595,904,494,188,158
"Separado(a) (018)",303,5,68,84,56,34,56
"Casado(a) (019)",2870,2,40,302,685,703,1138
"Viudo(a) (020)",873,1,4,16,41,100,711
"Divorciado(a) (021)",13,,1,,2,4,6
"Soltero(a) (022)",2189,1375,511,154,52,32,65
,,,,,,,
"URBANA (024)",7120,1341,1179,1300,1125,841,1334
"Conviviente (025)",1971,20,402,829,488,144,88
"Separado(a) (026)",188,2,26,44,43,29,44
"Casado(a) (027)",2082,1,24,194,499,569,795
"Viudo(a) (028)",416,,2,3,20,48,343
"Divorciado(a) (029)",16,,,,1,8,7
"Soltero(a) (030)",2447,1318,725,230,74,43,57
"Hombres (032)",3525,720,587,637,550,428,603
"Conviviente (033)",959,7,136,409,273,81,53
"Separado(a) (034)",46,1,2,6,11,13,13
"Casado(a) (035)",1018,1,4,77,215,294,427
"Viudo(a) (036)",91,,,,4,8,79
"Divorciado(a) (037)",8,,,,,4,4
"Soltero(a) (038)",1403,711,445,145,47,28,27
"Mujeres (040)",3595,621,592,663,575,413,731
"Conviviente (041)",1012,13,266,420,215,63,35
"Separado(a) (042)",142,1,24,38,32,16,31
"Casado(a) (043)",1064,,20,117,284,275,368
"Viudo(a) (044)",325,,2,3,16,40,264
"Divorciado(a) (045)",8,,,,1,4,3
"Soltero(a) (046)",1044,607,280,85,27,15,30
,,,,,,,
"RURAL (048)",10404,1832,1315,1621,1584,1318,2734
"Conviviente (049)",2733,50,496,993,639,293,262
"Separado(a) (050)",247,9,46,64,45,34,49
"Casado(a) (051)",3588,4,27,299,748,835,1675
"Viudo(a) (052)",790,1,5,17,39,87,641
"Divorciado(a) (053)",20,,1,1,3,5,10
"Soltero(a) (054)",3026,1768,740,247,110,64,97
"Hombres (056)",5363,1021,688,824,829,670,1331
"Conviviente (057)",1357,14,167,509,360,168,139
"Separado(a) (058)",86,5,2,18,21,16,24
"Casado(a) (059)",1782,2,7,114,347,407,905
"Viudo(a) (060)",242,,3,4,14,27,194
"Divorciado(a) (061)",15,,,1,2,5,7
"Soltero(a) (062)",1881,1000,509,178,85,47,62
"Mujeres (064)",5041,811,627,797,755,648,1403
"Conviviente (065)",1376,36,329,484,279,125,123
"Separado(a) (066)",161,4,44,46,24,18,25
"Casado(a) (067)",1806,2,20,185,401,428,770
"Viudo(a) (068)",548,1,2,13,25,60,447
"Divorciado(a) (069)",5,,1,,1,,3
"Soltero(a) (070)",1145,768,231,69,25,17,35
