"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PARURO (000)",26626,7760,5718,5551,4818,2779
"Hombres (001)",13545,4085,2965,2777,2434,1284
"Mujeres (002)",13081,3675,2753,2774,2384,1495
"PEA (003)",9219,251,2147,3083,2637,1101
"Hombres (004)",6870,159,1562,2305,2022,822
"Mujeres (005)",2349,92,585,778,615,279
"Ocupada (006)",9028,249,2060,3013,2611,1095
"Hombres (007)",6717,157,1499,2243,2000,818
"Mujeres (008)",2311,92,561,770,611,277
"Desocupada (009)",191,2,87,70,26,6
"Hombres (010)",153,2,63,62,22,4
"Mujeres (011)",38,,24,8,4,2
"No PEA (012)",17407,7509,3571,2468,2181,1678
"Hombres (013)",6675,3926,1403,472,412,462
"Mujeres (014)",10732,3583,2168,1996,1769,1216
,,,,,,
"URBANA (018)",9304,2455,2013,2015,1729,1092
"Hombres (019)",4697,1299,1036,994,870,498
"Mujeres (020)",4607,1156,977,1021,859,594
"PEA (021)",3717,151,827,1254,1036,449
"Hombres (022)",2547,93,537,848,747,322
"Mujeres (023)",1170,58,290,406,289,127
"Ocupada (024)",3652,151,800,1229,1025,447
"Hombres (025)",2501,93,520,829,738,321
"Mujeres (026)",1151,58,280,400,287,126
"Desocupada (027)",65,,27,25,11,2
"Hombres (028)",46,,17,19,9,1
"Mujeres (029)",19,,10,6,2,1
"No PEA (030)",5587,2304,1186,761,693,643
"Hombres (031)",2150,1206,499,146,123,176
"Mujeres (032)",3437,1098,687,615,570,467
,,,,,,
"RURAL (036)",17322,5305,3705,3536,3089,1687
"Hombres (037)",8848,2786,1929,1783,1564,786
"Mujeres (038)",8474,2519,1776,1753,1525,901
"PEA (039)",5502,100,1320,1829,1601,652
"Hombres (040)",4323,66,1025,1457,1275,500
"Mujeres (041)",1179,34,295,372,326,152
"Ocupada (042)",5376,98,1260,1784,1586,648
"Hombres (043)",4216,64,979,1414,1262,497
"Mujeres (044)",1160,34,281,370,324,151
"Desocupada (045)",126,2,60,45,15,4
"Hombres (046)",107,2,46,43,13,3
"Mujeres (047)",19,,14,2,2,1
"No PEA (048)",11820,5205,2385,1707,1488,1035
"Hombres (049)",4525,2720,904,326,289,286
"Mujeres (050)",7295,2485,1481,1381,1199,749
