"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CASTILLA (000)",16479,1330,15,4016,6531,1064,1667,520,1336
"Agric., ganadería, caza y silvicultura (001)",8063,1039,7,2740,3120,359,351,197,250
"Pesca (002)",240,3,1,74,135,5,12,5,5
"Explotación de minas y canteras (003)",1673,9,1,170,885,122,255,49,182
"Industrias manufactureras (004)",489,26,,93,234,39,59,18,20
"Suministro de electricidad, gas y agua (005)",43,,,2,15,6,9,3,8
"Construcción (006)",859,22,1,184,443,53,79,23,54
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1563,95,4,338,561,162,211,69,123
"Venta, mant.y rep. veh.autom.y motoc. (008)",146,2,,10,45,21,41,7,20
"Comercio al por mayor (009)",60,2,,11,21,6,4,9,7
"Comercio al por menor (010)",1357,91,4,317,495,135,166,53,96
"Hoteles y restaurantes (011)",527,37,,113,210,56,71,11,29
"Trans., almac. y comunicaciones (012)",597,8,,49,307,70,77,48,38
"Intermediación financiera (013)",16,,,,4,4,4,,4
"Activid.inmobil., empres. y de alquiler (014)",310,7,,22,95,40,69,19,58
"Admin.pub. y defensa; p. segur.soc.afil (015)",536,14,,61,156,48,136,27,94
"Enseñanza (016)",592,1,,,25,34,182,18,332
"Servicios sociales y de salud (017)",197,,,3,24,12,63,6,89
"Otras activ. serv.comun.soc y personales (018)",295,18,,50,123,22,46,12,24
"Hogares privados con servicio doméstico (019)",220,11,1,61,106,15,14,7,5
"Actividad economica no especificada (021)",259,40,,56,88,17,29,8,21
"Hombres (022)",11486,581,9,2778,5068,763,1038,407,842
"Agric., ganadería, caza y silvicultura (023)",5882,501,3,1982,2458,299,266,176,197
"Pesca (024)",235,3,1,71,134,5,12,4,5
"Explotación de minas y canteras (025)",1633,8,1,168,877,121,243,49,166
"Industrias manufactureras (026)",373,11,,73,195,26,38,14,16
"Suministro de electricidad, gas y agua (027)",43,,,2,15,6,9,3,8
"Construcción (028)",840,20,1,175,438,51,78,23,54
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",651,12,3,125,255,73,89,31,63
"Venta, mant.y rep. veh.autom.y motoc. (030)",141,2,,10,44,20,39,7,19
"Comercio al por mayor (031)",34,1,,6,11,4,2,6,4
"Comercio al por menor (032)",476,9,3,109,200,49,48,18,40
"Hoteles y restaurantes (033)",154,4,,27,64,18,26,6,9
"Trans., almac. y comunicaciones (034)",520,8,,42,278,59,58,42,33
"Intermediación financiera (035)",9,,,,2,2,2,,3
"Activid.inmobil., empres. y de alquiler (036)",233,3,,18,81,30,44,13,44
"Admin.pub. y defensa; p. segur.soc.afil (037)",359,3,,41,121,37,79,24,54
"Enseñanza (038)",200,,,,12,8,40,7,133
"Servicios sociales y de salud (039)",80,,,1,12,5,23,3,36
"Otras activ. serv.comun.soc y personales (040)",167,8,,26,78,13,20,8,14
"Hogares privados con servicio doméstico (041)",22,,,6,13,2,,,1
"Actividad economica no especificada (043)",85,,,21,35,8,11,4,6
"Mujeres (044)",4993,749,6,1238,1463,301,629,113,494
