"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia MOHO",,,,,,,,,
"Viviendas particulares (001)",9402,2560,4022,1426,954,227,130,29,54
"Ocupantes presentes (002)",27342,6239,11826,4502,3205,805,451,112,202
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8342,2109,3645,1273,894,208,130,29,54
"Ocupantes presentes (005)",24317,5114,10706,3988,2998,746,451,112,202
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1,,,,,1,,,
"Ocupantes presentes (008)",5,,,,,5,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",6,2,2,,1,1,,,
"Ocupantes presentes (011)",13,4,5,,1,3,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",24,11,9,1,3,,,,
"Ocupantes presentes (014)",76,35,31,2,8,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1019,435,365,149,53,17,,,
"Ocupantes presentes (017)",2908,1079,1083,504,191,51,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,1,1,3,3,,,,
"Ocupantes presentes (023)",17,1,1,8,7,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,,
"Ocupantes presentes (026)",6,6,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2322,592,840,310,328,102,79,21,50
"Ocupantes presentes (029)",7478,1593,2744,1061,1197,367,247,84,185
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2286,579,828,308,321,100,79,21,50
"Ocupantes presentes (032)",7373,1554,2707,1056,1181,359,247,84,185
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1,,,,,1,,,
"Ocupantes presentes (035)",5,,,,,5,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",6,2,2,,1,1,,,
"Ocupantes presentes (038)",13,4,5,,1,3,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",24,11,9,1,3,,,,
"Ocupantes presentes (041)",76,35,31,2,8,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,,1,1,3,,,,
"Ocupantes presentes (050)",11,,1,3,7,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",7080,1968,3182,1116,626,125,51,8,4
"Ocupantes presentes (056)",19864,4646,9082,3441,2008,438,204,28,17
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6056,1530,2817,965,573,108,51,8,4
"Ocupantes presentes (059)",16944,3560,7999,2932,1817,387,204,28,17
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1019,435,365,149,53,17,,,
"Ocupantes presentes (071)",2908,1079,1083,504,191,51,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,1,,2,,,,,
"Ocupantes presentes (077)",6,1,,5,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",2,2,,,,,,,
"Ocupantes presentes (080)",6,6,,,,,,,
