"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia VICTOR FAJARDO (000)",7409,118,3222,2186,709,220,130,67,5,,752
"Conviviente (001)",1224,19,567,362,105,34,12,5,,,120
"Separado(a) (002)",282,7,126,85,33,10,3,1,,,17
"Casado(a) (003)",3976,49,1766,1225,377,112,72,38,2,,335
"Viudo(a) (004)",1332,32,594,364,122,39,33,22,2,,124
"Divorciado(a) (005)",35,,11,10,7,,3,1,,,3
"Soltero(a) (006)",560,11,158,140,65,25,7,,1,,153
,,,,,,,,,,,
"URBANA (008)",5436,81,2273,1591,520,181,104,55,4,,627
"Conviviente (009)",929,14,412,279,85,30,10,5,,,94
"Separado(a) (010)",214,5,90,64,28,10,3,1,,,13
"Casado(a) (011)",2903,34,1238,894,277,93,57,31,2,,277
"Viudo(a) (012)",945,20,412,250,78,28,27,17,1,,112
"Divorciado(a) (013)",26,,8,5,7,,3,1,,,2
"Soltero(a) (014)",419,8,113,99,45,20,4,,1,,129
,,,,,,,,,,,
"RURAL (016)",1973,37,949,595,189,39,26,12,1,,125
"Conviviente (017)",295,5,155,83,20,4,2,,,,26
"Separado(a) (018)",68,2,36,21,5,,,,,,4
"Casado(a) (019)",1073,15,528,331,100,19,15,7,,,58
"Viudo(a) (020)",387,12,182,114,44,11,6,5,1,,12
"Divorciado(a) (021)",9,,3,5,,,,,,,1
"Soltero(a) (022)",141,3,45,41,20,5,3,,,,24
