"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MORROPON (000)",4013,838,3175
"Sin nivel (001)",471,55,416
"Educación inicial (002)",7,4,3
"Primaria (003)",1728,298,1430
"Secundaria (004)",1401,358,1043
"Superior no univ. incompleta (005)",121,34,87
"Superior no univ. completa (006)",137,40,97
"Superior univ. incompleta (007)",67,25,42
"Superior univ. completa (008)",81,24,57
"Hombres (010)",3445,612,2833
"Sin nivel (011)",426,45,381
"Educación inicial (012)",5,2,3
"Primaria (013)",1569,236,1333
"Secundaria (014)",1188,261,927
"Superior no univ. incompleta (015)",74,22,52
"Superior no univ. completa (016)",77,18,59
"Superior univ. incompleta (017)",49,12,37
"Superior univ. completa (018)",57,16,41
"Mujeres (020)",568,226,342
"Sin nivel (021)",45,10,35
"Educación inicial (022)",2,2,
"Primaria (023)",159,62,97
"Secundaria (024)",213,97,116
"Superior no univ. incompleta (025)",47,12,35
"Superior no univ. completa (026)",60,22,38
"Superior univ. incompleta (027)",18,13,5
"Superior univ. completa (028)",24,8,16
,,,
"AREA URBANA (030)",2326,500,1826
"Sin nivel (031)",216,24,192
"Educación inicial (032)",6,3,3
"Primaria (033)",846,139,707
"Secundaria (034)",914,231,683
"Superior no univ. incompleta (035)",96,23,73
"Superior no univ. completa (036)",112,38,74
"Superior univ. incompleta (037)",65,23,42
"Superior univ. completa (038)",71,19,52
"Hombres (040)",1911,347,1564
"Sin nivel (041)",190,19,171
"Educación inicial (042)",4,1,3
"Primaria (043)",736,104,632
"Secundaria (044)",769,170,599
"Superior no univ. incompleta (045)",55,13,42
"Superior no univ. completa (046)",60,17,43
"Superior univ. incompleta (047)",48,11,37
"Superior univ. completa (048)",49,12,37
"Mujeres (050)",415,153,262
"Sin nivel (051)",26,5,21
"Educación inicial (052)",2,2,
"Primaria (053)",110,35,75
"Secundaria (054)",145,61,84
"Superior no univ. incompleta (055)",41,10,31
"Superior no univ. completa (056)",52,21,31
"Superior univ. incompleta (057)",17,12,5
"Superior univ. completa (058)",22,7,15
,,,
"AREA RURAL (060)",1687,338,1349
"Sin nivel (061)",255,31,224
"Educación inicial (062)",1,1,
"Primaria (063)",882,159,723
"Secundaria (064)",487,127,360
"Superior no univ. incompleta (065)",25,11,14
"Superior no univ. completa (066)",25,2,23
"Superior univ. incompleta (067)",2,2,
"Superior univ. completa (068)",10,5,5
"Hombres (070)",1534,265,1269
"Sin nivel (071)",236,26,210
"Educación inicial (072)",1,1,
"Primaria (073)",833,132,701
"Secundaria (074)",419,91,328
"Superior no univ. incompleta (075)",19,9,10
"Superior no univ. completa (076)",17,1,16
"Superior univ. incompleta (077)",1,1,
"Superior univ. completa (078)",8,4,4
"Mujeres (080)",153,73,80
"Sin nivel (081)",19,5,14
"Primaria (083)",49,27,22
"Secundaria (084)",68,36,32
"Superior no univ. incompleta (085)",6,2,4
"Superior no univ. completa (086)",8,1,7
"Superior univ. incompleta (087)",1,1,
"Superior univ. completa (088)",2,1,1
