"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CASTILLA (000)",16479,238,4681,6007,4265,1288
"Empleado (001)",2293,9,638,1105,500,41
"Obrero (002)",6868,56,2424,2645,1502,241
"Trabajador independiente (003)",5364,26,994,1778,1786,780
"Empleador o patrono (004)",361,,42,95,156,68
"Trabajador familiar no remunerado (005)",1373,128,457,339,299,150
"Trabajador del hogar (006)",220,19,126,45,22,8
"Hombres (008)",11486,159,3227,4122,3020,958
"Empleado (009)",1308,6,312,636,324,30
"Obrero (010)",5567,44,1988,2142,1213,180
"Trabajador independiente (011)",3689,20,649,1137,1262,621
"Empleador o patrono (012)",277,,25,74,117,61
"Trabajador familiar no remunerado (013)",623,85,239,133,102,64
"Trabajador del hogar (014)",22,4,14,,2,2
"Mujeres (016)",4993,79,1454,1885,1245,330
"Empleado (017)",985,3,326,469,176,11
"Obrero (018)",1301,12,436,503,289,61
"Trabajador independiente (019)",1675,6,345,641,524,159
"Empleador o patrono (020)",84,,17,21,39,7
"Trabajador familiar no remunerado (021)",750,43,218,206,197,86
"Trabajador del hogar (022)",198,15,112,45,20,6
,,,,,,
"URBANA (024)",9468,171,2712,3538,2408,639
"Empleado (025)",1781,9,489,851,401,31
"Obrero (026)",3477,38,1234,1358,740,107
"Trabajador independiente (027)",3179,20,643,1066,1042,408
"Empleador o patrono (028)",186,,34,58,71,23
"Trabajador familiar no remunerado (029)",691,89,221,173,142,66
"Trabajador del hogar (030)",154,15,91,32,12,4
"Hombres (032)",6202,114,1780,2249,1613,446
"Empleado (033)",964,6,221,466,251,20
"Obrero (034)",2821,28,1033,1100,587,73
"Trabajador independiente (035)",1980,15,384,584,687,310
"Empleador o patrono (036)",127,,22,41,47,17
"Trabajador familiar no remunerado (037)",298,63,113,58,40,24
"Trabajador del hogar (038)",12,2,7,,1,2
"Mujeres (040)",3266,57,932,1289,795,193
"Empleado (041)",817,3,268,385,150,11
"Obrero (042)",656,10,201,258,153,34
"Trabajador independiente (043)",1199,5,259,482,355,98
"Empleador o patrono (044)",59,,12,17,24,6
"Trabajador familiar no remunerado (045)",393,26,108,115,102,42
"Trabajador del hogar (046)",142,13,84,32,11,2
,,,,,,
"RURAL (048)",7011,67,1969,2469,1857,649
"Empleado (049)",512,,149,254,99,10
"Obrero (050)",3391,18,1190,1287,762,134
"Trabajador independiente (051)",2185,6,351,712,744,372
"Empleador o patrono (052)",175,,8,37,85,45
"Trabajador familiar no remunerado (053)",682,39,236,166,157,84
"Trabajador del hogar (054)",66,4,35,13,10,4
"Hombres (056)",5284,45,1447,1873,1407,512
"Empleado (057)",344,,91,170,73,10
"Obrero (058)",2746,16,955,1042,626,107
"Trabajador independiente (059)",1709,5,265,553,575,311
"Empleador o patrono (060)",150,,3,33,70,44
"Trabajador familiar no remunerado (061)",325,22,126,75,62,40
"Trabajador del hogar (062)",10,2,7,,1,
"Mujeres (064)",1727,22,522,596,450,137
"Empleado (065)",168,,58,84,26,
"Obrero (066)",645,2,235,245,136,27
"Trabajador independiente (067)",476,1,86,159,169,61
"Empleador o patrono (068)",25,,5,4,15,1
"Trabajador familiar no remunerado (069)",357,17,110,91,95,44
"Trabajador del hogar (070)",56,2,28,13,9,4
