"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CHANCHAMAYO",,,,,,,,,
"Hogares (001)",43091,1313,557,418,345,248,162,164,39884
"Ocupantes presentes (002)",166385,4244,1695,1369,1316,1150,860,1033,154718
"Casa independiente",,,,,,,,,
"Hogares (004)",33120,1056,468,361,293,218,139,140,30445
"Ocupantes presentes (005)",130139,3465,1421,1177,1123,1013,733,900,120307
"Departamento en edificio",,,,,,,,,
"Hogares (007)",623,23,7,8,5,1,3,3,573
"Ocupantes presentes (008)",1863,71,20,24,17,5,14,18,1694
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",1059,45,22,15,10,5,5,3,954
"Ocupantes presentes (011)",3729,130,59,46,40,23,31,13,3387
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",1089,54,9,11,8,8,3,9,987
"Ocupantes presentes (014)",4124,158,32,44,33,36,15,45,3761
"Choza o cabaña",,,,,,,,,
"Hogares (016)",6676,124,47,18,21,13,11,5,6437
"Ocupantes presentes (017)",24752,399,156,65,73,58,61,30,23910
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",385,6,1,3,5,1,1,1,367
"Ocupantes presentes (020)",1321,10,1,8,21,5,6,11,1259
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",105,1,3,2,3,2,,3,91
"Ocupantes presentes (023)",374,5,6,5,9,10,,16,323
"Otro tipo",,,,,,,,,
"Hogares (025)",34,4,,,,,,,30
"Ocupantes presentes (026)",83,6,,,,,,,77
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",23754,907,385,324,275,198,115,131,21419
"Ocupantes presentes (029)",94150,3008,1191,1039,1054,909,603,842,85504
"Casa independiente",,,,,,,,,
"Hogares (031)",20482,775,344,285,244,181,103,113,18437
"Ocupantes presentes (032)",82738,2629,1075,912,934,830,537,744,75077
"Departamento en edificio",,,,,,,,,
"Hogares (034)",623,23,7,8,5,1,3,3,573
"Ocupantes presentes (035)",1863,71,20,24,17,5,14,18,1694
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",1059,45,22,15,10,5,5,3,954
"Ocupantes presentes (038)",3729,130,59,46,40,23,31,13,3387
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",1089,54,9,11,8,8,3,9,987
"Ocupantes presentes (041)",4124,158,32,44,33,36,15,45,3761
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",385,6,1,3,5,1,1,1,367
"Ocupantes presentes (047)",1321,10,1,8,21,5,6,11,1259
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",89,1,2,2,3,2,,2,77
"Ocupantes presentes (050)",311,5,4,5,9,10,,11,267
"Otro tipo",,,,,,,,,
"Hogares (052)",27,3,,,,,,,24
"Ocupantes presentes (053)",64,5,,,,,,,59
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",19337,406,172,94,70,50,47,33,18465
"Ocupantes presentes (056)",72235,1236,504,330,262,241,257,191,69214
"Casa independiente",,,,,,,,,
"Hogares (058)",12638,281,124,76,49,37,36,27,12008
"Ocupantes presentes (059)",47401,836,346,265,189,183,196,156,45230
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",6676,124,47,18,21,13,11,5,6437
"Ocupantes presentes (071)",24752,399,156,65,73,58,61,30,23910
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",16,,1,,,,,1,14
"Ocupantes presentes (077)",63,,2,,,,,5,56
"Otro tipo",,,,,,,,,
"Hogares (079)",7,1,,,,,,,6
"Ocupantes presentes (080)",19,1,,,,,,,18
