"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia PIURA",,,,
"Viviendas particulares (001)",103551,89975,6598,6978
"Ocupantes presentes (002)",485640,428874,29439,27327
"Casa independiente",,,,
"Viviendas particulares (004)",98943,86859,5961,6123
"Ocupantes presentes (005)",469232,417425,27259,24548
"Departamento en edificio",,,,
"Viviendas particulares (007)",2440,2023,417,
"Ocupantes presentes (008)",8637,7203,1434,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",356,273,83,
"Ocupantes presentes (011)",1297,1064,233,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",222,171,27,24
"Ocupantes presentes (014)",925,747,94,84
"Choza o cabaña",,,,
"Viviendas particulares (016)",17,,,17
"Ocupantes presentes (017)",76,,,76
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1480,574,103,803
"Ocupantes presentes (020)",5238,2255,399,2584
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",82,75,7,
"Ocupantes presentes (023)",200,180,20,
"Otro tipo",,,,
"Viviendas particulares (025)",11,,,11
"Ocupantes presentes (026)",35,,,35
Si,,,,
"Viviendas particulares (028)",90269,80755,4801,4713
"Ocupantes presentes (029)",424321,385092,21452,17777
"Casa independiente",,,,
"Viviendas particulares (031)",85927,77751,4192,3984
"Ocupantes presentes (032)",408874,374100,19365,15409
"Departamento en edificio",,,,
"Viviendas particulares (034)",2402,1993,409,
"Ocupantes presentes (035)",8481,7071,1410,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",342,260,82,
"Ocupantes presentes (038)",1249,1017,232,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",187,140,24,23
"Ocupantes presentes (041)",744,588,75,81
"Choza o cabaña",,,,
"Viviendas particulares (043)",4,,,4
"Ocupantes presentes (044)",22,,,22
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1319,540,88,691
"Ocupantes presentes (047)",4722,2140,352,2230
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",77,71,6,
"Ocupantes presentes (050)",194,176,18,
"Otro tipo",,,,
"Viviendas particulares (052)",11,,,11
"Ocupantes presentes (053)",35,,,35
No,,,,
"Viviendas particulares (055)",13282,9220,1797,2265
"Ocupantes presentes (056)",61319,43782,7987,9550
"Casa independiente",,,,
"Viviendas particulares (058)",13016,9108,1769,2139
"Ocupantes presentes (059)",60358,43325,7894,9139
"Departamento en edificio",,,,
"Viviendas particulares (061)",38,30,8,
"Ocupantes presentes (062)",156,132,24,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",14,13,1,
"Ocupantes presentes (065)",48,47,1,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",35,31,3,1
"Ocupantes presentes (068)",181,159,19,3
"Choza o cabaña",,,,
"Viviendas particulares (070)",13,,,13
"Ocupantes presentes (071)",54,,,54
"Vivienda improvisada",,,,
"Viviendas particulares (073)",161,34,15,112
"Ocupantes presentes (074)",516,115,47,354
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",5,4,1,
"Ocupantes presentes (077)",6,4,2,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",101823,89020,6401,6402
"Ocupantes presentes (110)",477286,424181,28536,24569
"Casa independiente",,,,
"Viviendas particulares (112)",97232,85904,5764,5564
"Ocupantes presentes (113)",460954,412732,26356,21866
"Departamento en edificio",,,,
"Viviendas particulares (115)",2440,2023,417,
"Ocupantes presentes (116)",8637,7203,1434,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",356,273,83,
"Ocupantes presentes (119)",1297,1064,233,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",222,171,27,24
"Ocupantes presentes (122)",925,747,94,84
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1480,574,103,803
"Ocupantes presentes (128)",5238,2255,399,2584
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",82,75,7,
"Ocupantes presentes (131)",200,180,20,
"Otro tipo",,,,
"Viviendas particulares (133)",11,,,11
"Ocupantes presentes (134)",35,,,35
Si,,,,
"Viviendas particulares (136)",89912,80501,4795,4616
"Ocupantes presentes (137)",422542,383802,21430,17310
"Casa independiente",,,,
"Viviendas particulares (139)",85574,77497,4186,3891
"Ocupantes presentes (140)",407117,372810,19343,14964
"Departamento en edificio",,,,
"Viviendas particulares (142)",2402,1993,409,
"Ocupantes presentes (143)",8481,7071,1410,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",342,260,82,
"Ocupantes presentes (146)",1249,1017,232,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",187,140,24,23
"Ocupantes presentes (149)",744,588,75,81
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1319,540,88,691
"Ocupantes presentes (155)",4722,2140,352,2230
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",77,71,6,
"Ocupantes presentes (158)",194,176,18,
"Otro tipo",,,,
"Viviendas particulares (160)",11,,,11
"Ocupantes presentes (161)",35,,,35
No,,,,
"Viviendas particulares (163)",11911,8519,1606,1786
"Ocupantes presentes (164)",54744,40379,7106,7259
"Casa independiente",,,,
"Viviendas particulares (166)",11658,8407,1578,1673
"Ocupantes presentes (167)",53837,39922,7013,6902
"Departamento en edificio",,,,
"Viviendas particulares (169)",38,30,8,
"Ocupantes presentes (170)",156,132,24,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",14,13,1,
"Ocupantes presentes (173)",48,47,1,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",35,31,3,1
"Ocupantes presentes (176)",181,159,19,3
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",161,34,15,112
"Ocupantes presentes (182)",516,115,47,354
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",5,4,1,
"Ocupantes presentes (185)",6,4,2,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1728,955,197,576
"Ocupantes presentes (218)",8354,4693,903,2758
"Casa independiente",,,,
"Viviendas particulares (220)",1711,955,197,559
"Ocupantes presentes (221)",8278,4693,903,2682
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",17,,,17
"Ocupantes presentes (233)",76,,,76
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",357,254,6,97
"Ocupantes presentes (245)",1779,1290,22,467
"Casa independiente",,,,
"Viviendas particulares (247)",353,254,6,93
"Ocupantes presentes (248)",1757,1290,22,445
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",4,,,4
"Ocupantes presentes (260)",22,,,22
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",1371,701,191,479
"Ocupantes presentes (272)",6575,3403,881,2291
"Casa independiente",,,,
"Viviendas particulares (274)",1358,701,191,466
"Ocupantes presentes (275)",6521,3403,881,2237
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",13,,,13
"Ocupantes presentes (287)",54,,,54
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
