"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia ABANCAY",,,,,,,,,
"Hogares (001)",25940,114,9226,178,43,15620,23,7,729
"Ocupantes presentes (002)",95842,369,32780,541,166,60822,80,13,1071
"Casa independiente",,,,,,,,,
"Hogares (004)",22637,82,7224,126,38,14700,18,6,443
"Ocupantes presentes (005)",85963,289,26799,400,151,57564,69,12,679
"Departamento en edificio",,,,,,,,,
"Hogares (007)",290,9,236,2,,,,,43
"Ocupantes presentes (008)",929,22,842,4,,,,,61
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",143,3,123,2,,,,,15
"Ocupantes presentes (011)",417,16,372,5,,,,,24
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",2498,19,1619,46,4,588,2,1,219
"Ocupantes presentes (014)",7522,38,4718,119,12,2332,6,1,296
"Choza o cabaña",,,,,,,,,
"Hogares (016)",317,,1,,1,312,3,,
"Ocupantes presentes (017)",869,,3,,3,858,5,,
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",8,1,2,,,4,,,1
"Ocupantes presentes (020)",31,4,5,,,21,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",34,,14,2,,10,,,8
"Ocupantes presentes (023)",93,,34,13,,36,,,10
"Otro tipo",,,,,,,,,
"Hogares (025)",13,,7,,,6,,,
"Ocupantes presentes (026)",18,,7,,,11,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",16408,108,9089,172,26,6288,12,5,708
"Ocupantes presentes (029)",60601,342,32392,522,102,26153,46,9,1035
"Casa independiente",,,,,,,,,
"Hogares (031)",13427,76,7090,120,22,5683,10,4,422
"Ocupantes presentes (032)",51599,262,26417,381,90,23758,40,8,643
"Departamento en edificio",,,,,,,,,
"Hogares (034)",290,9,236,2,,,,,43
"Ocupantes presentes (035)",929,22,842,4,,,,,61
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",143,3,123,2,,,,,15
"Ocupantes presentes (038)",417,16,372,5,,,,,24
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",2498,19,1619,46,4,588,2,1,219
"Ocupantes presentes (041)",7522,38,4718,119,12,2332,6,1,296
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",8,1,2,,,4,,,1
"Ocupantes presentes (047)",31,4,5,,,21,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",30,,12,2,,8,,,8
"Ocupantes presentes (050)",86,,31,13,,32,,,10
"Otro tipo",,,,,,,,,
"Hogares (052)",12,,7,,,5,,,
"Ocupantes presentes (053)",17,,7,,,10,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",9532,6,137,6,17,9332,11,2,21
"Ocupantes presentes (056)",35241,27,388,19,64,34669,34,4,36
"Casa independiente",,,,,,,,,
"Hogares (058)",9210,6,134,6,16,9017,8,2,21
"Ocupantes presentes (059)",34364,27,382,19,61,33806,29,4,36
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",317,,1,,1,312,3,,
"Ocupantes presentes (071)",869,,3,,3,858,5,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",4,,2,,,2,,,
"Ocupantes presentes (077)",7,,3,,,4,,,
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,1,,,
"Ocupantes presentes (080)",1,,,,,1,,,
