"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAÑETE (000)",151878,17339,33705,7621,93571
"Conviviente (001)",37489,4389,6798,1427,24938
"Separado(a) (002)",6220,631,988,275,4341
"Casado(a) (003)",45340,3168,15140,3034,24179
"Viudo(a) (004)",5522,371,1852,319,2989
"Divorciado(a) (005)",501,28,140,51,283
"Soltero(a) (006)",56806,8752,8787,2515,36841
"Hombres (008)",75822,7086,17303,4581,47095
"Conviviente (009)",18438,1377,3774,955,12376
"Separado(a) (010)",1903,82,375,130,1324
"Casado(a) (011)",22566,1288,7835,1839,11741
"Viudo(a) (012)",1600,80,581,107,835
"Divorciado(a) (013)",252,16,64,34,139
"Soltero(a) (014)",31063,4243,4674,1516,20680
"Mujeres (016)",76056,10253,16402,3040,46476
"Conviviente (017)",19051,3012,3024,472,12562
"Separado(a) (018)",4317,549,613,145,3017
"Casado(a) (019)",22774,1880,7305,1195,12438
"Viudo(a) (020)",3922,291,1271,212,2154
"Divorciado(a) (021)",249,12,76,17,144
"Soltero(a) (022)",25743,4509,4113,999,16161
,,,,,
"URBANA (024)",127256,14987,29010,6698,76860
"Conviviente (025)",31297,3834,5690,1271,20555
"Separado(a) (026)",5335,572,854,244,3680
"Casado(a) (027)",37685,2766,13052,2613,19402
"Viudo(a) (028)",4641,333,1616,283,2417
"Divorciado(a) (029)",435,25,133,43,235
"Soltero(a) (030)",47863,7457,7665,2244,30571
"Hombres (032)",62887,6091,14573,3954,38470
"Conviviente (033)",15287,1209,3079,842,10194
"Separado(a) (034)",1588,74,308,109,1105
"Casado(a) (035)",18569,1126,6634,1557,9365
"Viudo(a) (036)",1348,76,508,90,676
"Divorciado(a) (037)",216,15,60,27,115
"Soltero(a) (038)",25879,3591,3984,1329,17015
"Mujeres (040)",64369,8896,14437,2744,38390
"Conviviente (041)",16010,2625,2611,429,10361
"Separado(a) (042)",3747,498,546,135,2575
"Casado(a) (043)",19116,1640,6418,1056,10037
"Viudo(a) (044)",3293,257,1108,193,1741
"Divorciado(a) (045)",219,10,73,16,120
"Soltero(a) (046)",21984,3866,3681,915,13556
,,,,,
"RURAL (048)",24622,2352,4695,923,16711
"Conviviente (049)",6192,555,1108,156,4383
"Separado(a) (050)",885,59,134,31,661
"Casado(a) (051)",7655,402,2088,421,4777
"Viudo(a) (052)",881,38,236,36,572
"Divorciado(a) (053)",66,3,7,8,48
"Soltero(a) (054)",8943,1295,1122,271,6270
"Hombres (056)",12935,995,2730,627,8625
"Conviviente (057)",3151,168,695,113,2182
"Separado(a) (058)",315,8,67,21,219
"Casado(a) (059)",3997,162,1201,282,2376
"Viudo(a) (060)",252,4,73,17,159
"Divorciado(a) (061)",36,1,4,7,24
"Soltero(a) (062)",5184,652,690,187,3665
"Mujeres (064)",11687,1357,1965,296,8086
"Conviviente (065)",3041,387,413,43,2201
"Separado(a) (066)",570,51,67,10,442
"Casado(a) (067)",3658,240,887,139,2401
"Viudo(a) (068)",629,34,163,19,413
"Divorciado(a) (069)",30,2,3,1,24
"Soltero(a) (070)",3759,643,432,84,2605
